state,datetime,f_paldang,f_seongsan,p_gwangam,p_oryun,p_songpa,p_sinchun,p_hong,p_seogang
0,2015-10-21 0:00,50916,26155,0.859,5.3,5.33,5.2,4.467,5.16
0,2015-10-21 0:01,50855,26070,0.848,5.28,5.318,5.188,4.463,5.16
0,2015-10-21 0:02,51300,26131,0.837,5.28,5.315,5.195,4.456,5.14
0,2015-10-21 0:03,50333,26249,0.833,5.27,5.307,5.177,4.449,5.14
0,2015-10-21 0:04,51253,26300,0.826,5.26,5.293,5.17,4.43,5.12
0,2015-10-21 0:05,51683,25983,0.826,5.26,5.295,5.17,4.441,5.13
0,2015-10-21 0:06,50229,25805,0.819,5.27,5.3,5.162,4.452,5.16
0,2015-10-21 0:07,51172,25858,0.819,5.27,5.298,5.165,4.441,5.14
0,2015-10-21 0:08,51326,25865,0.815,5.26,5.3,5.175,4.452,5.14
0,2015-10-21 0:09,51200,25905,0.819,5.26,5.298,5.168,4.449,5.14
0,2015-10-21 0:00,50916,26155,0.859,5.3,5.33,5.2,4.467,5.16
0,2015-10-21 0:01,50855,26070,0.848,5.28,5.318,5.188,4.463,5.16
0,2015-10-21 0:02,51300,26131,0.837,5.28,5.315,5.195,4.456,5.14
0,2015-10-21 0:03,50333,26249,0.833,5.27,5.307,5.177,4.449,5.14
0,2015-10-21 0:04,51253,26300,0.826,5.26,5.293,5.17,4.43,5.12
0,2015-10-21 0:05,51683,25983,0.826,5.26,5.295,5.17,4.441,5.13
0,2015-10-21 0:06,50229,25805,0.819,5.27,5.3,5.162,4.452,5.16
0,2015-10-21 0:07,51172,25858,0.819,5.27,5.298,5.165,4.441,5.14
0,2015-10-21 0:08,51326,25865,0.815,5.26,5.3,5.175,4.452,5.14
0,2015-10-21 0:09,51200,25905,0.819,5.26,5.298,5.168,4.449,5.14
0,2015-10-21 0:00,50916,26155,0.859,5.3,5.33,5.2,4.467,5.16
0,2015-10-21 0:01,50855,26070,0.848,5.28,5.318,5.188,4.463,5.16
0,2015-10-21 0:02,51300,26131,0.837,5.28,5.315,5.195,4.456,5.14
0,2015-10-21 0:03,50333,26249,0.833,5.27,5.307,5.177,4.449,5.14
0,2015-10-21 0:04,51253,26300,0.826,5.26,5.293,5.17,4.43,5.12
0,2015-10-21 0:05,51683,25983,0.826,5.26,5.295,5.17,4.441,5.13
0,2015-10-21 0:06,50229,25805,0.819,5.27,5.3,5.162,4.452,5.16
0,2015-10-21 0:07,51172,25858,0.819,5.27,5.298,5.165,4.441,5.14
0,2015-10-21 0:08,51326,25865,0.815,5.26,5.3,5.175,4.452,5.14
0,2015-10-21 0:09,51200,25905,0.819,5.26,5.298,5.168,4.449,5.14
0,2015-10-21 0:00,50916,26155,0.859,5.3,5.33,5.2,4.467,5.16
0,2015-10-21 0:01,50855,26070,0.848,5.28,5.318,5.188,4.463,5.16
0,2015-10-21 0:02,51300,26131,0.837,5.28,5.315,5.195,4.456,5.14
0,2015-10-21 0:03,50333,26249,0.833,5.27,5.307,5.177,4.449,5.14
0,2015-10-21 0:04,51253,26300,0.826,5.26,5.293,5.17,4.43,5.12
0,2015-10-21 0:05,51683,25983,0.826,5.26,5.295,5.17,4.441,5.13
0,2015-10-21 0:06,50229,25805,0.819,5.27,5.3,5.162,4.452,5.16
0,2015-10-21 0:07,51172,25858,0.819,5.27,5.298,5.165,4.441,5.14
0,2015-10-21 0:08,51326,25865,0.815,5.26,5.3,5.175,4.452,5.14
0,2015-10-21 0:09,51200,25905,0.819,5.26,5.298,5.168,4.449,5.14
0,2015-10-21 0:10,51967,25903,0.822,5.27,5.298,5.168,4.456,5.14
0,2015-10-21 0:11,50676,25607,0.822,5.26,5.302,5.175,4.449,5.14
0,2015-10-21 0:12,51189,25750,0.822,5.26,5.3,5.175,4.452,5.15
0,2015-10-21 0:13,50564,25694,0.822,5.26,5.305,5.173,4.452,5.14
0,2015-10-21 0:14,52181,25636,0.819,5.26,5.302,5.175,4.449,5.15
0,2015-10-21 0:15,51075,25726,0.822,5.26,5.302,5.175,4.449,5.14
0,2015-10-21 0:16,51980,26084,0.822,5.26,5.3,5.173,4.452,5.15
0,2015-10-21 0:17,51342,25689,0.819,5.26,5.3,5.175,4.449,5.14
0,2015-10-21 0:18,50762,25784,0.822,5.26,5.305,5.175,4.452,5.14
0,2015-10-21 0:19,51734,25988,0.819,5.26,5.302,5.173,4.452,5.14
0,2015-10-21 0:20,50985,26013,0.822,5.26,5.302,5.177,4.452,5.14
0,2015-10-21 0:21,50771,25685,0.826,5.26,5.302,5.175,4.456,5.14
0,2015-10-21 0:22,51674,26039,0.822,5.26,5.298,5.177,4.452,5.15
0,2015-10-21 0:23,51302,26074,0.822,5.27,5.302,5.177,4.452,5.15
0,2015-10-21 0:24,51432,26053,0.822,5.26,5.302,5.175,4.452,5.15
0,2015-10-21 0:25,52758,25907,0.822,5.26,5.298,5.173,4.452,5.14
0,2015-10-21 0:26,51841,25624,0.822,5.26,5.3,5.177,4.456,5.15
0,2015-10-21 0:27,49769,25921,0.822,5.26,5.3,5.175,4.456,5.15
0,2015-10-21 0:28,50714,25934,0.822,5.26,5.3,5.173,4.452,5.15
0,2015-10-21 0:29,51586,25705,0.822,5.26,5.3,5.177,4.449,5.15
0,2015-10-21 0:30,51837,25717,0.822,5.26,5.302,5.17,4.452,5.14
0,2015-10-21 0:31,51073,25671,0.822,5.26,5.302,5.177,4.456,5.14
0,2015-10-21 0:32,50432,25704,0.822,5.26,5.3,5.175,4.456,5.14
0,2015-10-21 0:33,50982,25793,0.822,5.26,5.305,5.173,4.452,5.14
0,2015-10-21 0:34,51742,25606,0.819,5.26,5.305,5.177,4.449,5.15
0,2015-10-21 0:35,50396,25768,0.819,5.26,5.302,5.175,4.452,5.14
0,2015-10-21 0:36,51255,25712,0.819,5.26,5.298,5.173,4.452,5.14
0,2015-10-21 0:37,50421,25696,0.822,5.26,5.302,5.175,4.452,5.14
0,2015-10-21 0:38,51645,26038,0.822,5.26,5.298,5.177,4.452,5.14
0,2015-10-21 0:39,50227,25637,0.819,5.26,5.3,5.173,4.452,5.15
0,2015-10-21 0:40,52095,25873,0.822,5.26,5.302,5.175,4.456,5.15
0,2015-10-21 0:41,50458,25999,0.822,5.26,5.31,5.175,4.456,5.14
0,2015-10-21 0:42,51049,25898,0.822,5.27,5.305,5.177,4.456,5.15
0,2015-10-21 0:43,51225,26102,0.822,5.27,5.302,5.177,4.456,5.15
0,2015-10-21 0:44,50560,26042,0.826,5.26,5.307,5.177,4.456,5.15
0,2015-10-21 0:45,51844,25984,0.822,5.27,5.305,5.177,4.456,5.15
0,2015-10-21 0:46,50971,25649,0.822,5.27,5.305,5.175,4.452,5.14
0,2015-10-21 0:47,50460,25878,0.822,5.26,5.302,5.175,4.456,5.15
0,2015-10-21 0:48,51280,25800,0.826,5.27,5.302,5.18,4.456,5.14
0,2015-10-21 0:49,50799,25733,0.822,5.26,5.305,5.175,4.456,5.15
0,2015-10-21 0:50,51788,25810,0.819,5.26,5.293,5.165,4.449,5.15
0,2015-10-21 0:51,51291,25596,0.815,5.26,5.298,5.165,4.449,5.14
0,2015-10-21 0:52,50333,25684,0.811,5.26,5.295,5.162,4.445,5.14
0,2015-10-21 0:53,51689,25806,0.811,5.26,5.293,5.165,4.445,5.14
0,2015-10-21 0:54,51608,25870,0.815,5.25,5.293,5.15,4.43,5.13
0,2015-10-21 0:55,51430,25781,0.826,5.27,5.31,5.177,4.452,5.15
0,2015-10-21 0:56,50960,25497,0.822,5.27,5.305,5.175,4.452,5.14
0,2015-10-21 0:57,51049,25785,0.848,5.28,5.32,5.195,4.463,5.15
0,2015-10-21 0:58,51022,26098,0.855,5.29,5.327,5.207,4.482,5.17
0,2015-10-21 0:59,50815,26110,0.863,5.3,5.343,5.2,4.478,5.17
0,2015-10-21 1:00,51251,26072,0.863,5.32,5.345,5.218,4.489,5.18
0,2015-10-21 1:01,50701,25789,0.874,5.31,5.352,5.22,4.493,5.18
0,2015-10-21 1:02,51174,25916,0.859,5.3,5.332,5.207,4.482,5.17
0,2015-10-21 1:03,51394,26091,0.859,5.3,5.338,5.21,4.485,5.17
0,2015-10-21 1:04,50729,25948,0.852,5.3,5.335,5.202,4.474,5.17
0,2015-10-21 1:05,51330,25725,0.848,5.29,5.325,5.198,4.474,5.17
0,2015-10-21 1:06,50484,25743,0.848,5.29,5.327,5.2,4.474,5.17
0,2015-10-21 1:07,51366,25532,0.848,5.29,5.32,5.195,4.474,5.17
1,2015-10-21 1:08,50498,25431,0.848,5.12,5.157,5.037,4.441,5.12
1,2015-10-21 1:09,52504,25318,0.694,5.11,5.14,4.955,4.342,5.05
1,2015-10-21 1:10,51905,25100,0.632,5.09,5.15,5.008,4.324,5.03
1,2015-10-21 1:11,51881,25106,0.573,5.01,5.035,4.923,4.258,4.95
1,2015-10-21 1:12,52516,25056,0.551,4.99,5.023,4.892,4.229,4.91
1,2015-10-21 1:13,54000,24779,0.511,4.95,5.005,4.858,4.192,4.89
1,2015-10-21 1:14,53718,24683,0.485,4.94,4.972,4.858,4.181,4.88
1,2015-10-21 1:15,58112,24325,0.463,4.93,4.948,4.823,4.178,4.88
1,2015-10-21 1:16,58310,24523,0.555,5.01,5.025,4.925,4.218,4.92
0,2015-10-21 1:17,57903,24744,0.632,5.09,5.137,5.02,4.342,5.05
0,2015-10-21 1:18,56641,24315,0.636,5.11,5.023,4.872,4.57,5.28
0,2015-10-21 1:19,57051,24412,0.709,5.22,5.245,5.1,4.408,5.14
0,2015-10-21 1:20,56332,24637,0.734,5.3,5.38,5.282,4.474,5.19
0,2015-10-21 1:21,56436,25062,0.745,5.21,5.22,5.093,4.467,5.16
0,2015-10-21 1:22,56866,24724,0.767,5.3,5.345,5.23,4.474,5.18
0,2015-10-21 1:23,55216,24845,0.8,5.29,5.378,5.265,4.489,5.18
0,2015-10-21 1:24,56366,25413,0.804,5.26,5.287,5.165,4.5,5.2
0,2015-10-21 1:25,55513,25284,0.83,5.33,5.405,5.28,4.511,5.21
0,2015-10-21 1:26,55804,25103,0.833,5.31,5.345,5.218,4.526,5.24
0,2015-10-21 1:27,55130,25096,0.841,5.32,5.38,5.258,4.529,5.24
0,2015-10-21 1:28,54875,25388,0.848,5.34,5.412,5.28,4.544,5.24
0,2015-10-21 1:29,55679,25093,0.877,5.34,5.398,5.28,4.548,5.25
0,2015-10-21 1:30,54658,25259,0.877,5.34,5.423,5.293,4.566,5.26
0,2015-10-21 1:31,54954,25498,0.885,5.36,5.423,5.293,4.57,5.26
0,2015-10-21 1:32,55082,25226,0.892,5.36,5.435,5.305,4.581,5.27
0,2015-10-21 1:33,54985,25519,0.896,5.36,5.432,5.318,4.592,5.29
0,2015-10-21 1:34,54493,25270,0.888,5.36,5.423,5.293,4.562,5.26
0,2015-10-21 1:35,55027,25213,0.881,5.35,5.423,5.293,4.573,5.26
0,2015-10-21 1:36,54886,25231,0.877,5.34,5.39,5.278,4.57,5.26
0,2015-10-21 1:37,54412,25401,0.87,5.34,5.4,5.282,4.555,5.26
0,2015-10-21 1:38,54866,25195,0.87,5.35,5.385,5.262,4.562,5.28
0,2015-10-21 1:39,55498,25091,0.866,5.34,5.385,5.265,4.54,5.24
0,2015-10-21 1:40,55665,25121,0.859,5.34,5.41,5.265,4.551,5.26
0,2015-10-21 1:41,56372,25148,0.848,5.33,5.37,5.25,4.54,5.24
0,2015-10-21 1:42,55599,25148,0.848,5.32,5.378,5.247,4.544,5.26
0,2015-10-21 1:43,55562,25136,0.837,5.32,5.385,5.262,4.533,5.21
0,2015-10-21 1:44,55068,25506,0.837,5.32,5.375,5.242,4.537,5.25
0,2015-10-21 1:45,54991,25165,0.848,5.32,5.378,5.26,4.515,5.2
0,2015-10-21 1:46,54852,25114,0.852,5.32,5.385,5.258,4.537,5.24
0,2015-10-21 1:47,55306,25076,0.844,5.33,5.378,5.265,4.54,5.26
0,2015-10-21 1:48,55103,25260,0.859,5.34,5.398,5.278,4.548,5.24
0,2015-10-21 1:49,54874,25345,0.859,5.33,5.395,5.262,4.529,5.23
0,2015-10-21 1:50,55410,25269,0.859,5.34,5.405,5.285,4.57,5.28
0,2015-10-21 1:51,55502,25355,0.87,5.34,5.392,5.265,4.533,5.23
0,2015-10-21 1:52,56328,25274,0.881,5.35,5.407,5.293,4.577,5.29
0,2015-10-21 1:53,55793,25504,0.892,5.37,5.425,5.302,4.573,5.26
0,2015-10-21 1:54,55007,25079,0.896,5.37,5.425,5.305,4.577,5.28
0,2015-10-21 1:55,55328,25648,0.91,5.45,5.485,5.352,4.592,5.32
0,2015-10-21 1:56,53890,25458,1.027,5.49,5.555,5.44,4.716,5.41
0,2015-10-21 1:57,54172,25999,1.093,5.55,5.585,5.468,4.672,5.37
0,2015-10-21 1:58,51473,25953,1.115,5.58,5.635,5.505,4.782,5.48
0,2015-10-21 1:59,50793,25659,1.126,5.58,5.637,5.503,4.756,5.45
0,2015-10-21 2:00,52161,25783,1.079,5.54,5.6,5.48,4.734,5.43
0,2015-10-21 2:01,50179,25860,1.079,5.55,5.595,5.463,4.723,5.42
0,2015-10-21 2:02,50908,26073,1.09,5.57,5.625,5.497,4.76,5.45
0,2015-10-21 2:03,51211,25835,1.101,5.55,5.61,5.483,4.734,5.43
0,2015-10-21 2:04,51606,26065,1.112,5.58,5.635,5.5,4.764,5.46
0,2015-10-21 2:05,51392,26105,1.119,5.58,5.613,5.49,4.734,5.43
0,2015-10-21 2:06,50590,26267,1.126,5.59,5.637,5.508,4.745,5.44
0,2015-10-21 2:07,51018,26351,1.13,5.59,5.635,5.505,4.72,5.41
0,2015-10-21 2:08,48062,26742,1.134,5.58,5.622,5.488,4.72,5.4
0,2015-10-21 2:09,46839,26273,1.035,5.51,5.543,5.425,4.705,5.4
0,2015-10-21 2:10,47707,26202,0.969,5.42,5.463,5.338,4.57,5.25
0,2015-10-21 2:11,48548,26309,0.936,5.41,5.475,5.34,4.61,5.29
0,2015-10-21 2:12,48844,26163,0.91,5.38,5.425,5.293,4.54,5.24
0,2015-10-21 2:13,47716,26215,0.896,5.36,5.418,5.282,4.544,5.24
0,2015-10-21 2:14,46800,26041,0.885,5.34,5.4,5.265,4.526,5.22
0,2015-10-21 2:15,48678,25701,0.874,5.33,5.39,5.262,4.515,5.21
0,2015-10-21 2:16,48255,26088,0.87,5.33,5.378,5.253,4.511,5.2
0,2015-10-21 2:17,49451,25986,0.848,5.32,5.367,5.242,4.504,5.2
0,2015-10-21 2:18,49183,26010,0.848,5.3,5.358,5.23,4.485,5.18
0,2015-10-21 2:19,48322,25715,0.83,5.29,5.358,5.23,4.485,5.17
0,2015-10-21 2:20,49277,26028,0.83,5.29,5.345,5.22,4.474,5.17
0,2015-10-21 2:21,48738,26262,0.826,5.29,5.343,5.218,4.474,5.17
0,2015-10-21 2:22,48331,25780,0.819,5.28,5.345,5.215,4.471,5.17
0,2015-10-21 2:23,49026,26123,0.819,5.28,5.335,5.213,4.474,5.16
0,2015-10-21 2:24,48804,26118,0.819,5.28,5.34,5.21,4.474,5.16
0,2015-10-21 2:25,49520,25767,0.815,5.28,5.34,5.205,4.463,5.16
0,2015-10-21 2:26,48332,25828,0.819,5.28,5.338,5.202,4.471,5.18
0,2015-10-21 2:27,48806,25848,0.819,5.29,5.325,5.198,4.452,5.14
0,2015-10-21 2:28,48659,26154,0.815,5.28,5.332,5.21,4.467,5.15
0,2015-10-21 2:29,49086,26160,0.815,5.28,5.335,5.202,4.463,5.16
0,2015-10-21 2:30,48549,25848,0.811,5.28,5.332,5.207,4.463,5.16
0,2015-10-21 2:31,49161,26076,0.811,5.28,5.338,5.207,4.463,5.16
0,2015-10-21 2:32,49125,26133,0.811,5.28,5.33,5.21,4.463,5.16
0,2015-10-21 2:33,49000,26085,0.811,5.28,5.335,5.2,4.463,5.16
0,2015-10-21 2:34,48577,26035,0.815,5.28,5.338,5.21,4.463,5.15
0,2015-10-21 2:35,48562,25933,0.815,5.28,5.335,5.202,4.467,5.16
0,2015-10-21 2:36,48828,26165,0.815,5.28,5.335,5.213,4.467,5.16
0,2015-10-21 2:37,48921,26157,0.815,5.28,5.335,5.21,4.463,5.16
0,2015-10-21 2:38,49214,26262,0.815,5.28,5.332,5.21,4.463,5.16
0,2015-10-21 2:39,48353,25914,0.815,5.28,5.338,5.21,4.467,5.16
0,2015-10-21 2:40,49903,25947,0.815,5.28,5.332,5.207,4.467,5.15
0,2015-10-21 2:41,50079,26020,0.815,5.28,5.332,5.227,4.482,5.17
0,2015-10-21 2:42,48396,25922,0.815,5.28,5.335,5.202,4.445,5.13
0,2015-10-21 2:43,49608,25932,0.811,5.28,5.338,5.202,4.467,5.15
0,2015-10-21 2:44,49253,25886,0.819,5.28,5.332,5.207,4.463,5.15
0,2015-10-21 2:45,49751,25987,0.819,5.28,5.338,5.227,4.485,5.17
0,2015-10-21 2:46,49877,26029,0.819,5.29,5.345,5.215,4.471,5.16
0,2015-10-21 2:47,49238,26116,0.822,5.28,5.332,5.198,4.46,5.15
0,2015-10-21 2:48,48815,26230,0.819,5.28,5.338,5.21,4.467,5.14
0,2015-10-21 2:49,49712,26150,0.819,5.29,5.352,5.215,4.493,5.18
0,2015-10-21 2:50,48473,26045,0.819,5.28,5.335,5.21,4.449,5.14
0,2015-10-21 2:51,48498,26051,0.819,5.29,5.332,5.205,4.478,5.16
0,2015-10-21 2:52,48929,26270,0.822,5.28,5.343,5.213,4.467,5.16
0,2015-10-21 2:53,49454,25925,0.819,5.28,5.335,5.21,4.467,5.16
0,2015-10-21 2:54,48841,26102,0.819,5.28,5.343,5.213,4.467,5.16
0,2015-10-21 2:55,48062,25987,0.826,5.28,5.34,5.207,4.471,5.16
0,2015-10-21 2:56,48255,26005,0.837,5.3,5.35,5.222,4.482,5.16
0,2015-10-21 2:57,49009,25963,0.855,5.31,5.36,5.245,4.493,5.18
0,2015-10-21 2:58,48304,26474,0.885,5.35,5.398,5.258,4.507,5.19
0,2015-10-21 2:59,48548,26560,0.903,5.37,5.412,5.287,4.533,5.22
0,2015-10-21 3:00,48791,26177,0.94,5.39,5.45,5.313,4.555,5.24
0,2015-10-21 3:01,48302,26389,0.962,5.42,5.46,5.335,4.573,5.26
0,2015-10-21 3:02,48060,26602,0.987,5.44,5.492,5.367,4.61,5.28
0,2015-10-21 3:03,48125,26595,0.998,5.46,5.497,5.37,4.592,5.29
0,2015-10-21 3:04,47527,26590,1.013,5.47,5.508,5.387,4.617,5.3
0,2015-10-21 3:05,47029,26593,1.02,5.48,5.52,5.39,4.625,5.31
0,2015-10-21 3:06,48143,26529,1.02,5.48,5.523,5.392,4.625,5.31
0,2015-10-21 3:07,46619,26748,1.027,5.48,5.53,5.398,4.654,5.34
0,2015-10-21 3:08,47055,26811,1.027,5.49,5.535,5.398,4.636,5.32
0,2015-10-21 3:09,46685,26610,1.035,5.49,5.535,5.41,4.647,5.33
0,2015-10-21 3:10,46480,26761,1.035,5.49,5.535,5.398,4.632,5.32
0,2015-10-21 3:11,43976,26812,1.016,5.48,5.52,5.4,4.617,5.31
0,2015-10-21 3:12,44647,26203,0.925,5.25,5.305,5.185,4.511,5.21
0,2015-10-21 3:13,44775,26380,0.811,5.36,5.415,5.282,4.482,5.18
0,2015-10-21 3:14,44978,26290,0.808,5.28,5.347,5.218,4.485,5.18
0,2015-10-21 3:15,45462,26463,0.819,5.27,5.315,5.195,4.423,5.13
0,2015-10-21 3:16,45185,26460,0.804,5.27,5.332,5.198,4.46,5.14
0,2015-10-21 3:17,45562,26210,0.782,5.24,5.302,5.165,4.427,5.12
0,2015-10-21 3:18,45064,26120,0.775,5.25,5.298,5.177,4.43,5.11
0,2015-10-21 3:19,44667,26290,0.76,5.23,5.278,5.15,4.405,5.09
0,2015-10-21 3:20,45293,25835,0.76,5.22,5.265,5.14,4.405,5.09
0,2015-10-21 3:21,46842,26096,0.742,5.2,5.262,5.128,4.394,5.08
0,2015-10-21 3:22,45745,25768,0.705,5.18,5.24,5.102,4.379,5.08
0,2015-10-21 3:23,45769,25949,0.701,5.17,5.227,5.105,4.364,5.06
0,2015-10-21 3:24,47038,25844,0.683,5.16,5.215,5.088,4.357,5.05
0,2015-10-21 3:25,47925,25929,0.701,5.15,5.21,5.077,4.346,5.03
0,2015-10-21 3:26,48267,26122,0.764,5.25,5.31,5.177,4.43,5.12
0,2015-10-21 3:27,48244,25894,0.771,5.24,5.295,5.165,4.423,5.1
0,2015-10-21 3:28,47727,26223,0.808,5.28,5.332,5.21,4.463,5.16
0,2015-10-21 3:29,47766,26312,0.837,5.3,5.343,5.227,4.463,5.14
0,2015-10-21 3:30,47694,26079,0.852,5.32,5.37,5.245,4.507,5.2
0,2015-10-21 3:31,47679,26008,0.874,5.33,5.385,5.258,4.507,5.19
0,2015-10-21 3:32,46996,26213,0.877,5.34,5.387,5.265,4.518,5.21
0,2015-10-21 3:33,47029,26045,0.885,5.34,5.4,5.273,4.518,5.21
0,2015-10-21 3:34,46095,26053,0.888,5.36,5.4,5.27,4.529,5.21
0,2015-10-21 3:35,47115,26188,0.888,5.34,5.387,5.258,4.504,5.18
0,2015-10-21 3:36,46914,26287,0.892,5.36,5.4,5.29,4.544,5.22
0,2015-10-21 3:37,46597,26293,0.888,5.36,5.423,5.29,4.548,5.24
0,2015-10-21 3:38,47081,26356,0.896,5.36,5.405,5.29,4.551,5.22
0,2015-10-21 3:39,47240,26149,0.892,5.35,5.398,5.255,4.493,5.18
0,2015-10-21 3:40,47207,26458,0.888,5.35,5.398,5.278,4.529,5.23
0,2015-10-21 3:41,47619,26226,0.892,5.36,5.415,5.293,4.548,5.24
0,2015-10-21 3:42,47103,26194,0.892,5.36,5.403,5.27,4.533,5.22
0,2015-10-21 3:43,46681,26308,0.896,5.36,5.41,5.28,4.522,5.21
0,2015-10-21 3:44,48038,26367,0.896,5.36,5.392,5.27,4.515,5.2
0,2015-10-21 3:45,47005,26008,0.892,5.36,5.403,5.27,4.526,5.21
0,2015-10-21 3:46,46810,26519,0.888,5.35,5.398,5.28,4.533,5.22
0,2015-10-21 3:47,46965,26401,0.892,5.36,5.405,5.27,4.526,5.21
0,2015-10-21 3:48,46940,26152,0.888,5.36,5.4,5.273,4.526,5.21
0,2015-10-21 3:49,47438,26337,0.892,5.36,5.403,5.28,4.526,5.21
0,2015-10-21 3:50,46914,26326,0.892,5.36,5.403,5.28,4.526,5.21
0,2015-10-21 3:51,46623,26281,0.892,5.36,5.395,5.273,4.511,5.2
0,2015-10-21 3:52,47654,26431,0.888,5.36,5.398,5.265,4.526,5.21
0,2015-10-21 3:53,47055,26163,0.907,5.37,5.418,5.28,4.526,5.21
0,2015-10-21 3:54,47436,26328,0.899,5.36,5.407,5.282,4.529,5.22
0,2015-10-21 3:55,46698,26209,0.914,5.37,5.418,5.282,4.533,5.22
0,2015-10-21 3:56,48689,26293,0.914,5.39,5.435,5.313,4.562,5.25
0,2015-10-21 3:57,47143,26461,0.918,5.38,5.423,5.282,4.526,5.22
0,2015-10-21 3:58,47363,26617,0.918,5.37,5.425,5.293,4.548,5.23
0,2015-10-21 3:59,47055,26470,0.921,5.38,5.425,5.298,4.54,5.23
0,2015-10-21 4:00,46288,26437,0.921,5.38,5.425,5.293,4.54,5.24
0,2015-10-21 4:01,47143,26611,0.921,5.38,5.425,5.298,4.54,5.23
0,2015-10-21 4:02,46734,26623,0.918,5.38,5.43,5.298,4.54,5.23
0,2015-10-21 4:03,47027,26586,0.921,5.38,5.425,5.298,4.54,5.24
0,2015-10-21 4:04,46304,26498,0.921,5.42,5.472,5.343,4.544,5.23
0,2015-10-21 4:05,46414,26401,0.925,5.38,5.438,5.315,4.555,5.24
0,2015-10-21 4:06,46861,26424,0.925,5.37,5.425,5.293,4.548,5.23
0,2015-10-21 4:07,46342,26319,0.925,5.4,5.443,5.318,4.548,5.24
0,2015-10-21 4:08,46810,26640,0.925,5.39,5.435,5.298,4.544,5.24
0,2015-10-21 4:09,46456,26377,0.929,5.39,5.435,5.313,4.548,5.23
0,2015-10-21 4:10,46375,26294,0.929,5.39,5.435,5.3,4.548,5.24
0,2015-10-21 4:11,47053,26432,0.929,5.38,5.43,5.302,4.548,5.23
0,2015-10-21 4:12,47090,26578,0.929,5.39,5.44,5.307,4.548,5.24
0,2015-10-21 4:13,46379,26477,0.925,5.39,5.44,5.307,4.548,5.23
0,2015-10-21 4:14,46227,26734,0.929,5.39,5.435,5.31,4.548,5.23
0,2015-10-21 4:15,46938,26284,0.925,5.39,5.438,5.31,4.548,5.23
0,2015-10-21 4:16,46363,26577,0.925,5.39,5.432,5.302,4.548,5.24
0,2015-10-21 4:17,47885,26318,0.925,5.39,5.435,5.307,4.548,5.23
0,2015-10-21 4:18,46207,26502,0.925,5.39,5.435,5.3,4.548,5.23
0,2015-10-21 4:19,47603,26573,0.925,5.39,5.435,5.305,4.548,5.23
0,2015-10-21 4:20,47590,26645,0.925,5.39,5.438,5.307,4.551,5.24
0,2015-10-21 4:21,48137,26302,0.921,5.38,5.435,5.302,4.544,5.23
0,2015-10-21 4:22,46969,26314,0.921,5.39,5.432,5.305,4.555,5.24
0,2015-10-21 4:23,47240,26478,0.925,5.39,5.438,5.307,4.544,5.24
0,2015-10-21 4:24,46480,26442,0.925,5.39,5.432,5.305,4.551,5.24
0,2015-10-21 4:25,47773,26602,0.929,5.39,5.438,5.313,4.551,5.24
0,2015-10-21 4:26,47196,26266,0.929,5.39,5.438,5.315,4.555,5.25
0,2015-10-21 4:27,47090,26518,0.929,5.39,5.44,5.315,4.555,5.24
0,2015-10-21 4:28,46952,26519,0.929,5.39,5.438,5.315,4.544,5.23
0,2015-10-21 4:29,46758,26674,0.929,5.39,5.438,5.315,4.551,5.24
0,2015-10-21 4:30,46300,26165,0.929,5.39,5.44,5.31,4.551,5.24
0,2015-10-21 4:31,46443,26554,0.929,5.39,5.435,5.315,4.551,5.24
0,2015-10-21 4:32,46240,26173,0.929,5.39,5.44,5.31,4.551,5.24
0,2015-10-21 4:33,47086,26569,0.929,5.39,5.438,5.31,4.551,5.24
0,2015-10-21 4:34,46158,26690,0.929,5.39,5.438,5.31,4.551,5.24
0,2015-10-21 4:35,46954,26532,0.929,5.39,5.438,5.305,4.551,5.23
0,2015-10-21 4:36,46722,26671,0.929,5.39,5.438,5.313,4.544,5.23
0,2015-10-21 4:37,47055,26747,0.925,5.39,5.435,5.3,4.548,5.24
0,2015-10-21 4:38,47300,26440,0.925,5.39,5.435,5.302,4.548,5.23
0,2015-10-21 4:39,45901,26398,0.929,5.39,5.435,5.307,4.548,5.24
0,2015-10-21 4:40,46388,26396,0.925,5.39,5.435,5.307,4.548,5.23
0,2015-10-21 4:41,46617,26443,0.925,5.39,5.435,5.305,4.544,5.23
0,2015-10-21 4:42,46353,26357,0.921,5.38,5.427,5.302,4.544,5.24
0,2015-10-21 4:43,46368,26490,0.918,5.38,5.435,5.293,4.533,5.22
0,2015-10-21 4:44,46465,26135,0.918,5.38,5.425,5.298,4.54,5.22
0,2015-10-21 4:45,46454,26633,0.918,5.38,5.425,5.295,4.537,5.22
0,2015-10-21 4:46,46350,26561,0.914,5.38,5.43,5.302,4.54,5.22
0,2015-10-21 4:47,46200,26458,0.914,5.37,5.423,5.293,4.537,5.22
0,2015-10-21 4:48,47027,26563,0.914,5.38,5.425,5.298,4.537,5.22
0,2015-10-21 4:49,47489,26653,0.914,5.37,5.423,5.293,4.533,5.21
0,2015-10-21 4:50,46740,26591,0.91,5.37,5.425,5.29,4.533,5.22
0,2015-10-21 4:51,47592,26562,0.914,5.37,5.425,5.293,4.533,5.22
0,2015-10-21 4:52,47244,26489,0.91,5.37,5.425,5.293,4.533,5.22
0,2015-10-21 4:53,46991,26526,0.91,5.37,5.425,5.295,4.548,5.24
