Timestamp,p_gimpo,p_gimpo_pre
2017-06-01 04:17,4.059999943,4.06019
2017-06-01 04:18,4.057499886,4.06108
2017-06-01 04:19,4.0625,4.06314
2017-06-01 04:20,4.059999943,4.06344
2017-06-01 04:21,4.0625,4.06017
2017-06-01 04:22,4.0625,4.06124
2017-06-01 04:23,4.082499981,4.05963
2017-06-01 04:24,4.082499981,4.06874
2017-06-01 04:25,4.090000153,4.07253
2017-06-01 04:26,4.097499847,4.08243
2017-06-01 04:27,4.034999847,4.08807
2017-06-01 04:28,4.039999962,4.05704
2017-06-01 04:29,3.967499971,4.04564
2017-06-01 04:30,4.0,3.98909
2017-06-01 04:31,4.0,3.99147
2017-06-01 04:32,3.952500105,3.9799
2017-06-01 04:33,3.974999905,3.96235
2017-06-01 04:34,3.94749999,3.95828
2017-06-01 04:35,3.962500095,3.93637
2017-06-01 04:36,3.954999924,3.94868
2017-06-01 04:37,3.952500105,3.94148
2017-06-01 04:38,3.957499981,3.93961
2017-06-01 04:39,3.952500105,3.94197
2017-06-01 04:40,3.957499981,3.94696
2017-06-01 04:41,3.954999924,3.95356
2017-06-01 04:42,3.950000048,3.95495
2017-06-01 04:43,3.957499981,3.95822
2017-06-01 04:44,3.950000048,3.96531
2017-06-01 04:45,3.950000048,3.96337
2017-06-01 04:46,3.954999924,3.96408
2017-06-01 04:47,3.954999924,3.96524
2017-06-01 04:48,3.954999924,3.96604
2017-06-01 04:49,3.957499981,3.96504
2017-06-01 04:50,3.954999924,3.96316
2017-06-01 04:51,3.952500105,3.95908
2017-06-01 04:52,3.954999924,3.9542
2017-06-01 04:53,3.954999924,3.95015
2017-06-01 04:54,3.952500105,3.94691
2017-06-01 04:55,3.954999924,3.94521
2017-06-01 04:56,3.957499981,3.94696
2017-06-01 04:57,3.954999924,3.95148
2017-06-01 04:58,3.957499981,3.95661
2017-06-01 04:59,3.957499981,3.96294
2017-06-01 05:00,3.960000038,3.96507
2017-06-01 05:01,3.962500095,3.96623
2017-06-01 05:02,3.960000038,3.96457
2017-06-01 05:03,3.960000038,3.95928
2017-06-01 05:04,3.960000038,3.95409
2017-06-01 05:05,3.962500095,3.94985
2017-06-01 05:06,3.910000086,3.94941
2017-06-01 05:07,3.957499981,3.9189
2017-06-01 05:08,3.932499886,3.93088
2017-06-01 05:09,3.94749999,3.91481
2017-06-01 05:10,3.954999924,3.93229
2017-06-01 05:11,3.952500105,3.93049
2017-06-01 05:12,3.952500105,3.93555
2017-06-01 05:13,3.94749999,3.94123
2017-06-01 05:14,3.912499905,3.94276
2017-06-01 05:15,3.920000076,3.92234
2017-06-01 05:16,3.904999971,3.91746
2017-06-01 05:17,3.912499905,3.90399
2017-06-01 05:18,3.920000076,3.90808
2017-06-01 05:19,3.912499905,3.90751
2017-06-01 05:20,3.917500019,3.90626
2017-06-01 05:21,3.922499895,3.91053
2017-06-01 05:22,3.942500114,3.91501
2017-06-01 05:23,3.9375,3.93065
2017-06-01 05:24,3.94749999,3.93603
2017-06-01 05:25,3.950000048,3.94702
2017-06-01 05:26,3.94749999,3.94942
2017-06-01 05:27,3.950000048,3.95216
2017-06-01 05:28,3.944999933,3.95277
2017-06-01 05:29,3.942500114,3.94713
2017-06-01 05:30,3.994999886,3.94143
2017-06-01 05:31,4.059999943,3.96682
2017-06-01 05:32,4.007500172,4.01634
2017-06-01 05:33,4.022500038,4.01722
2017-06-01 05:34,4.03249979,4.02474
2017-06-01 05:35,4.037499905,4.01694
2017-06-01 05:36,4.054999828,4.03681
2017-06-01 05:37,4.042500019,4.0559
2017-06-01 05:38,4.052499771,4.04897
2017-06-01 05:39,4.017499924,4.05231
2017-06-01 05:40,4.039999962,4.04119
2017-06-01 05:41,4.03249979,4.05789
2017-06-01 05:42,4.037499905,4.05076
2017-06-01 05:43,4.037499905,4.05866
2017-06-01 05:44,4.065000057,4.05785
2017-06-01 05:45,4.047500134,4.07015
2017-06-01 05:46,4.017499924,4.0564
2017-06-01 05:47,4.037499905,4.03147
2017-06-01 05:48,4.037499905,4.01943
2017-06-01 05:49,4.037499905,4.01024
2017-06-01 05:50,4.03249979,4.01078
2017-06-01 05:51,4.072500229,4.00051
2017-06-01 05:52,4.047500134,4.01828
2017-06-01 05:53,4.019999981,4.01934
2017-06-01 05:54,4.042500019,4.01466
2017-06-01 05:55,4.037499905,4.01415
2017-06-01 05:56,4.034999847,4.01755
2017-06-01 05:57,4.042500019,4.03197
2017-06-01 05:58,4.042500019,4.03471
2017-06-01 05:59,4.054999828,4.03348
2017-06-01 06:00,4.057499886,4.04831
2017-06-01 06:01,4.03000021,4.05836
2017-06-01 06:02,4.047500134,4.04338
2017-06-01 06:03,4.047500134,4.04242
2017-06-01 06:04,4.077499866,4.04217
2017-06-01 06:05,4.059999943,4.06767
2017-06-01 06:06,4.03249979,4.06172
2017-06-01 06:07,4.037499905,4.04546
2017-06-01 06:08,4.025000095,4.03784
2017-06-01 06:09,4.010000229,4.0326
2017-06-01 06:10,4.007500172,4.02588
2017-06-01 06:11,4.0,4.01462
2017-06-01 06:12,4.0,4.00562
2017-06-01 06:13,4.017499924,4.00638
2017-06-01 06:14,4.005000114,4.01179
2017-06-01 06:15,4.034999847,4.00127
2017-06-01 06:16,4.042500019,4.01408
2017-06-01 06:17,4.070000172,4.02158
2017-06-01 06:18,4.057499886,4.04706
2017-06-01 06:19,4.03249979,4.04842
2017-06-01 06:20,4.047500134,4.04028
2017-06-01 06:21,4.050000191,4.04145
2017-06-01 06:22,4.072500229,4.0437
2017-06-01 06:23,4.074999809,4.06239
2017-06-01 06:24,4.03249979,4.06716
2017-06-01 06:25,4.03000021,4.04576
2017-06-01 06:26,3.997499943,4.03104
2017-06-01 06:27,4.010000229,4.00041
2017-06-01 06:28,4.012499809,4.00005
2017-06-01 06:29,4.019999981,3.99621
2017-06-01 06:30,4.017499924,4.00681
2017-06-01 06:31,4.037499905,4.01169
2017-06-01 06:32,4.03249979,4.02957
2017-06-01 06:33,4.072500229,4.03381
2017-06-01 06:34,4.057499886,4.05958
2017-06-01 06:35,4.039999962,4.05613
2017-06-01 06:36,4.03249979,4.04975
2017-06-01 06:37,4.037499905,4.0336
2017-06-01 06:38,4.012499809,4.03074
2017-06-01 06:39,4.019999981,4.01736
2017-06-01 06:40,4.03000021,4.01378
2017-06-01 06:41,4.012499809,4.01048
2017-06-01 06:42,3.997499943,4.0075
2017-06-01 06:43,4.012499809,3.99897
2017-06-01 06:44,4.012499809,3.9974
2017-06-01 06:45,4.039999962,3.99991
2017-06-01 06:46,4.03000021,4.02587
2017-06-01 06:47,4.039999962,4.02828
2017-06-01 06:48,4.045000076,4.03714
2017-06-01 06:49,4.072500229,4.04188
2017-06-01 06:50,4.052499771,4.06703
2017-06-01 06:51,4.052499771,4.06382
2017-06-01 06:52,3.994999886,4.06121
2017-06-01 06:53,3.962500095,4.01827
2017-06-01 06:54,3.924999952,3.98384
2017-06-01 06:55,3.934999943,3.93541
2017-06-01 06:56,3.952500105,3.92152
2017-06-01 06:57,3.940000057,3.92446
2017-06-01 06:58,3.940000057,3.9261
2017-06-01 06:59,3.9375,3.92522
2017-06-01 07:00,3.9375,3.92135
2017-06-01 07:01,3.932499886,3.92699
2017-06-01 07:02,3.934999943,3.92724
2017-06-01 07:03,3.9375,3.92627
2017-06-01 07:04,3.932499886,3.92864
2017-06-01 07:05,3.932499886,3.93335
2017-06-01 07:06,3.932499886,3.93628
2017-06-01 07:07,3.932499886,3.936
2017-06-01 07:08,3.932499886,3.93952
2017-06-01 07:09,3.924999952,3.94353
2017-06-01 07:10,3.862499952,3.9397
2017-06-01 07:11,3.777499914,3.9004
2017-06-01 07:12,3.835000038,3.83128
2017-06-01 07:13,3.805000067,3.82114
2017-06-01 07:14,3.832499981,3.79559
2017-06-01 07:15,3.829999924,3.81909
2017-06-01 07:16,3.799999952,3.80915
2017-06-01 07:17,3.809999943,3.79981
2017-06-01 07:18,3.797499895,3.80603
2017-06-01 07:19,3.825000048,3.80314
2017-06-01 07:20,3.819999933,3.81903
2017-06-01 07:21,3.75999999,3.81897
2017-06-01 07:22,3.785000086,3.79352
2017-06-01 07:23,3.769999981,3.79097
2017-06-01 07:24,3.769999981,3.77272
2017-06-01 07:25,3.782500029,3.77843
2017-06-01 07:26,3.775000095,3.77946
2017-06-01 07:27,3.779999971,3.77489
2017-06-01 07:28,3.742500067,3.77838
2017-06-01 07:29,3.769999981,3.75887
2017-06-01 07:30,3.755000114,3.7661
2017-06-01 07:31,3.664999962,3.75206
2017-06-01 07:32,3.692500114,3.70576
2017-06-01 07:33,3.664999962,3.69209
2017-06-01 07:34,3.674999952,3.65807
2017-06-01 07:35,3.650000095,3.66798
2017-06-01 07:36,3.637500048,3.64805
2017-06-01 07:37,3.640000105,3.63579
2017-06-01 07:38,3.627500057,3.62745
2017-06-01 07:39,3.632499933,3.62413
2017-06-01 07:40,3.632499933,3.62576
2017-06-01 07:41,3.625,3.62225
2017-06-01 07:42,3.632499933,3.62155
2017-06-01 07:43,3.627500057,3.62955
2017-06-01 07:44,3.630000114,3.63098
2017-06-01 07:45,3.630000114,3.63535
2017-06-01 07:46,3.595000029,3.63648
2017-06-01 07:47,3.612499952,3.61986
2017-06-01 07:48,3.577500105,3.62098
2017-06-01 07:49,3.592499971,3.59356
2017-06-01 07:50,3.569999933,3.59595
2017-06-01 07:51,3.575000048,3.57274
2017-06-01 07:52,3.55250001,3.5716
2017-06-01 07:53,3.555000067,3.55049
2017-06-01 07:54,3.547499895,3.54886
2017-06-01 07:55,3.55250001,3.53938
2017-06-01 07:56,3.545000076,3.54384
2017-06-01 07:57,3.549999952,3.54016
2017-06-01 07:58,3.547499895,3.5454
2017-06-01 07:59,3.547499895,3.5456
2017-06-01 08:00,3.547499895,3.55014
2017-06-01 08:01,3.549999952,3.55208
2017-06-01 08:02,3.547499895,3.55589
2017-06-01 08:03,3.547499895,3.55656
2017-06-01 08:04,3.55250001,3.55776
2017-06-01 08:05,3.547499895,3.5594
2017-06-01 08:06,3.545000076,3.55628
2017-06-01 08:07,3.542500019,3.55263
2017-06-01 08:08,3.547499895,3.54611
2017-06-01 08:09,3.542500019,3.54444
2017-06-01 08:10,3.545000076,3.5392
2017-06-01 08:11,3.547499895,3.5387
2017-06-01 08:12,3.549999952,3.53764
2017-06-01 08:13,3.545000076,3.54047
2017-06-01 08:14,3.545000076,3.54027
2017-06-01 08:15,3.549999952,3.54208
2017-06-01 08:16,3.549999952,3.54561
2017-06-01 08:17,3.547499895,3.54929
2017-06-01 08:18,3.545000076,3.55136
2017-06-01 08:19,3.549999952,3.55077
2017-06-01 08:20,3.545000076,3.55315
2017-06-01 08:21,3.545000076,3.55167
2017-06-01 08:22,3.542500019,3.5523
2017-06-01 08:23,3.545000076,3.5487
2017-06-01 08:24,3.545000076,3.54853
2017-06-01 08:25,3.542500019,3.54723
2017-06-01 08:26,3.545000076,3.54544
2017-06-01 08:27,3.547499895,3.54435
2017-06-01 08:28,3.545000076,3.54392
2017-06-01 08:29,3.542500019,3.54263
2017-06-01 08:30,3.547499895,3.54064
2017-06-01 08:31,3.559999943,3.54161
2017-06-01 08:32,3.559999943,3.54895
2017-06-01 08:33,3.575000048,3.55398
2017-06-01 08:34,3.622499943,3.56696
2017-06-01 08:35,3.647500038,3.59792
2017-06-01 08:36,3.602499962,3.62934
2017-06-01 08:37,3.627500057,3.62704
2017-06-01 08:38,3.662499905,3.64084
2017-06-01 08:39,3.61500001,3.6553
2017-06-01 08:40,3.63499999,3.64572
2017-06-01 08:41,3.640000105,3.65118
2017-06-01 08:42,3.642499924,3.63431
2017-06-01 08:43,3.644999981,3.6328
2017-06-01 08:44,3.647500038,3.62897
2017-06-01 08:45,3.682499886,3.62772
2017-06-01 08:46,3.657500029,3.64454
2017-06-01 08:47,3.667500019,3.64217
2017-06-01 08:48,3.662499905,3.66046
2017-06-01 08:49,3.734999895,3.66263
2017-06-01 08:50,3.69749999,3.71528
2017-06-01 08:51,3.717499971,3.71603
2017-06-01 08:52,3.717499971,3.74418
2017-06-01 08:53,3.720000029,3.7369
2017-06-01 08:54,3.707499981,3.74817
2017-06-01 08:55,3.720000029,3.74066
2017-06-01 08:56,3.710000038,3.74109
2017-06-01 08:57,3.747499943,3.72212
2017-06-01 08:58,3.775000095,3.73445
2017-06-01 08:59,3.694999933,3.74623
2017-06-01 09:00,3.694999933,3.7113
2017-06-01 09:01,3.714999914,3.69447
2017-06-01 09:02,3.674999952,3.68706
2017-06-01 09:03,3.680000067,3.68446
2017-06-01 09:04,3.67750001,3.69426
2017-06-01 09:05,3.674999952,3.68739
2017-06-01 09:06,3.674999952,3.69271
2017-06-01 09:07,3.724999905,3.69857
2017-06-01 09:08,3.67750001,3.72436
2017-06-01 09:09,3.704999924,3.69935
2017-06-01 09:10,3.690000057,3.71207
2017-06-01 09:11,3.692500114,3.69752
2017-06-01 09:12,3.692500114,3.70825
2017-06-01 09:13,3.692500114,3.70327
2017-06-01 09:14,3.782500029,3.70264
2017-06-01 09:15,3.730000019,3.74894
2017-06-01 09:16,3.792500019,3.73767
2017-06-01 09:17,3.777499914,3.77866
2017-06-01 09:18,3.782500029,3.75792
2017-06-01 09:19,3.787499905,3.77051
2017-06-01 09:20,3.782500029,3.76376
2017-06-01 09:21,3.789999962,3.7622
2017-06-01 09:22,3.795000076,3.76258
2017-06-01 09:23,3.785000086,3.77083
2017-06-01 09:24,3.782500029,3.77835
2017-06-01 09:25,3.785000086,3.78918
2017-06-01 09:26,3.785000086,3.80119
2017-06-01 09:27,3.777499914,3.81525
2017-06-01 09:28,3.80250001,3.82113
2017-06-01 09:29,3.769999981,3.83444
2017-06-01 09:30,3.785000086,3.81528
2017-06-01 09:31,3.797499895,3.81658
2017-06-01 09:32,3.849999905,3.80999
2017-06-01 09:33,3.859999895,3.83999
2017-06-01 09:34,3.825000048,3.85291
2017-06-01 09:35,3.827500105,3.84247
2017-06-01 09:36,3.807499886,3.82969
2017-06-01 09:37,3.825000048,3.80767
2017-06-01 09:38,3.82249999,3.81447
2017-06-01 09:39,3.825000048,3.80821
2017-06-01 09:40,3.825000048,3.80857
2017-06-01 09:41,3.825000048,3.80716
2017-06-01 09:42,3.825000048,3.81616
2017-06-01 09:43,3.825000048,3.82496
2017-06-01 09:44,3.742500067,3.83071
2017-06-01 09:45,3.777499914,3.78806
2017-06-01 09:46,3.762500048,3.79141
2017-06-01 09:47,3.769999981,3.77167
2017-06-01 09:48,3.762500048,3.78141
2017-06-01 09:49,3.75999999,3.76421
2017-06-01 09:50,3.75999999,3.75511
2017-06-01 09:51,3.744999886,3.75058
2017-06-01 09:52,3.744999886,3.74444
2017-06-01 09:53,3.742500067,3.73883
2017-06-01 09:54,3.742500067,3.73226
2017-06-01 09:55,3.742500067,3.73499
2017-06-01 09:56,3.742500067,3.73778
2017-06-01 09:57,3.744999886,3.73832
2017-06-01 09:58,3.744999886,3.73978
2017-06-01 09:59,3.742500067,3.7425
2017-06-01 10:00,3.744999886,3.74332
2017-06-01 10:01,3.835000038,3.74329
2017-06-01 10:02,3.779999971,3.79268
2017-06-01 10:03,3.86500001,3.78502
2017-06-01 10:04,3.837500095,3.84514
2017-06-01 10:05,3.852499962,3.83126
2017-06-01 10:06,3.872499943,3.86025
2017-06-01 10:07,3.920000076,3.86542
2017-06-01 10:08,3.855000019,3.90174
2017-06-01 10:09,3.904999971,3.87471
2017-06-01 10:10,3.877500057,3.89622
2017-06-01 10:11,3.880000114,3.87097
2017-06-01 10:12,3.882499933,3.88834
2017-06-01 10:13,3.880000114,3.88813
2017-06-01 10:14,3.882499933,3.89757
2017-06-01 10:15,3.882499933,3.90901
2017-06-01 10:16,3.882499933,3.92488
2017-06-01 10:17,3.882499933,3.93435
2017-06-01 10:18,3.880000114,3.93455
2017-06-01 10:19,3.882499933,3.92791
2017-06-01 10:20,3.880000114,3.92087
2017-06-01 10:21,3.877500057,3.90804
2017-06-01 10:22,3.869999886,3.89366
2017-06-01 10:23,3.880000114,3.87683
2017-06-01 10:24,3.877500057,3.87152
2017-06-01 10:25,3.875,3.86375
2017-06-01 10:26,3.875,3.85931
2017-06-01 10:27,3.875,3.85459
2017-06-01 10:28,3.877500057,3.85401
2017-06-01 10:29,3.877500057,3.85729
2017-06-01 10:30,3.877500057,3.85991
2017-06-01 10:31,3.877500057,3.86256
2017-06-01 10:32,3.877500057,3.8658
2017-06-01 10:33,3.835000038,3.86962
2017-06-01 10:34,3.900000095,3.8481
2017-06-01 10:35,3.862499952,3.87495
2017-06-01 10:36,3.852499962,3.86027
2017-06-01 10:37,3.852499962,3.8657
2017-06-01 10:38,3.852499962,3.84897
2017-06-01 10:39,3.852499962,3.84777
2017-06-01 10:40,3.845000029,3.85181
2017-06-01 10:41,3.847500086,3.84886
2017-06-01 10:42,3.849999905,3.84354
2017-06-01 10:43,3.847500086,3.8433
2017-06-01 10:44,3.847500086,3.84686
2017-06-01 10:45,3.847500086,3.84662
2017-06-01 10:46,3.835000038,3.84275
2017-06-01 10:47,3.842499971,3.8359
2017-06-01 10:48,3.842499971,3.83937
2017-06-01 10:49,3.839999914,3.83756
2017-06-01 10:50,3.839999914,3.8364
2017-06-01 10:51,3.839999914,3.8345
2017-06-01 10:52,3.837500095,3.83411
2017-06-01 10:53,3.859999895,3.83285
2017-06-01 10:54,3.872499943,3.84484
2017-06-01 10:55,3.862499952,3.85738
2017-06-01 10:56,3.86500001,3.86265
2017-06-01 10:57,3.867500067,3.86558
2017-06-01 10:58,3.869999886,3.86618
2017-06-01 10:59,3.869999886,3.87203
2017-06-01 11:00,3.86500001,3.87437
2017-06-01 11:01,3.869999886,3.86944
2017-06-01 11:02,3.872499943,3.86797
2017-06-01 11:03,3.872499943,3.86908
2017-06-01 11:04,3.872499943,3.871
2017-06-01 11:05,3.877500057,3.86949
2017-06-01 11:06,3.877500057,3.87137
2017-06-01 11:07,3.877500057,3.87513
2017-06-01 11:08,3.875,3.87986
2017-06-01 11:09,3.880000114,3.87965
2017-06-01 11:10,3.877500057,3.88276
2017-06-01 11:11,3.877500057,3.88367
2017-06-01 11:12,3.880000114,3.88495
2017-06-01 11:13,3.880000114,3.88337
2017-06-01 11:14,3.875,3.88182
2017-06-01 11:15,3.880000114,3.87841
2017-06-01 11:16,3.880000114,3.87816
2017-06-01 11:17,3.880000114,3.87554
2017-06-01 11:18,3.880000114,3.87548
2017-06-01 11:19,3.880000114,3.87445
2017-06-01 11:20,3.880000114,3.87358
2017-06-01 11:21,3.877500057,3.87319
2017-06-01 11:22,3.877500057,3.87229
2017-06-01 11:23,3.880000114,3.87212
2017-06-01 11:24,3.877500057,3.8732
2017-06-01 11:25,3.877500057,3.87311
2017-06-01 11:26,3.880000114,3.87383
2017-06-01 11:27,3.877500057,3.87485
2017-06-01 11:28,3.880000114,3.87461
2017-06-01 11:29,3.880000114,3.87663
2017-06-01 11:30,3.882499933,3.87672
2017-06-01 11:31,3.880000114,3.87892
2017-06-01 11:32,3.88499999,3.87825
2017-06-01 11:33,3.880000114,3.88126
2017-06-01 11:34,3.855000019,3.87887
2017-06-01 11:35,3.855000019,3.86484
2017-06-01 11:36,3.859999895,3.85648
2017-06-01 11:37,3.847500086,3.85256
2017-06-01 11:38,3.857500076,3.84781
2017-06-01 11:39,3.849999905,3.85028
2017-06-01 11:40,3.855000019,3.84295
2017-06-01 11:41,3.849999905,3.84746
2017-06-01 11:42,3.852499962,3.84576
2017-06-01 11:43,3.842499971,3.84792
2017-06-01 11:44,3.845000029,3.84085
2017-06-01 11:45,3.842499971,3.84164
2017-06-01 11:46,3.839999914,3.83911
2017-06-01 11:47,3.839999914,3.83808
2017-06-01 11:48,3.835000038,3.83574
2017-06-01 11:49,3.835000038,3.8321
2017-06-01 11:50,3.837500095,3.8311
2017-06-01 11:51,3.835000038,3.83114
2017-06-01 11:52,3.835000038,3.83004
2017-06-01 11:53,3.837500095,3.82992
2017-06-01 11:54,3.837500095,3.83085
2017-06-01 11:55,3.837500095,3.83213
2017-06-01 11:56,3.835000038,3.8335
2017-06-01 11:57,3.839999914,3.83252
2017-06-01 11:58,3.837500095,3.83528
2017-06-01 11:59,3.837500095,3.83541
2017-06-01 12:00,3.839999914,3.83702
2017-06-01 12:01,3.835000038,3.83777
2017-06-01 12:02,3.835000038,3.83603
2017-06-01 12:03,3.839999914,3.8361
2017-06-01 12:04,3.817500114,3.83781
2017-06-01 12:05,3.797499895,3.82632
2017-06-01 12:06,3.817500114,3.81032
2017-06-01 12:07,3.805000067,3.8098
2017-06-01 12:08,3.807499886,3.80325
2017-06-01 12:09,3.805000067,3.80705
2017-06-01 12:10,3.807499886,3.79971
2017-06-01 12:11,3.807499886,3.80056
2017-06-01 12:12,3.807499886,3.80281
2017-06-01 12:13,3.80250001,3.80558
2017-06-01 12:14,3.80250001,3.80157
2017-06-01 12:15,3.809999943,3.80034
