,current_5576,current_2409,current_2410,current_28987,current_17529,current_20245,current_18538,current_25513,current_27775
2018-01-15 08:00:00,335.75,341.75,341.75,58.75,285.25,28.75,275.75,149.5,75.0
2018-01-15 12:00:00,348.25,343.75,344.0,52.0,295.0,22.0,277.75,160.25,76.25
2018-01-15 16:00:00,414.75,413.5,413.75,64.5,352.25,34.5,347.5,192.0,98.5
2018-01-15 20:00:00,397.0,391.5,391.75,67.5,326.25,37.5,325.5,171.5,92.5
2018-01-16 00:00:00,256.5,258.0,258.5,44.75,214.75,14.75,192.0,108.25,62.5
2018-01-16 04:00:00,251.75,252.5,252.75,50.5,203.25,20.5,186.5,95.25,54.75
2018-01-16 08:00:00,342.75,341.25,341.5,58.75,286.75,28.75,275.25,147.5,77.0
2018-01-16 12:00:00,352.75,357.75,357.75,56.25,302.75,26.25,291.75,161.75,80.5
2018-01-16 16:00:00,420.75,416.5,416.5,65.75,351.75,35.75,350.5,189.5,95.75
2018-01-16 20:00:00,385.25,387.5,387.0,65.5,323.25,35.5,321.5,167.25,89.5
2018-01-17 00:00:00,261.25,255.75,255.75,45.0,210.75,15.0,189.75,104.25,62.25
2018-01-17 04:00:00,250.75,246.75,248.0,50.25,199.0,20.25,180.75,93.5,54.75
2018-01-17 08:00:00,344.25,342.25,342.25,61.25,282.25,31.25,276.25,147.5,77.75
2018-01-17 12:00:00,354.5,350.75,351.0,60.0,293.25,30.0,284.75,158.0,79.75
2018-01-17 16:00:00,415.0,413.0,413.75,66.75,349.0,36.75,347.0,185.75,97.25
2018-01-17 20:00:00,391.0,387.75,387.0,66.5,322.0,36.5,321.75,168.25,90.75
2018-01-18 00:00:00,249.66666666666666,255.5,255.25,47.0,209.5,17.0,189.5,104.0,61.25
2018-01-18 04:00:00,251.25,250.0,251.25,52.25,201.5,22.25,184.0,95.5,52.5
2018-01-18 08:00:00,336.25,332.5,333.0,59.75,275.25,29.75,266.5,140.5,73.75
2018-01-18 12:00:00,342.0,339.75,340.0,50.25,290.0,20.25,273.75,152.25,76.25
2018-01-18 16:00:00,407.25,405.75,406.25,63.75,344.0,33.75,339.75,185.25,94.25
2018-01-18 20:00:00,385.25,384.25,384.75,65.5,321.5,35.5,318.25,167.75,88.0
2018-01-19 00:00:00,253.25,256.25,256.75,45.75,212.25,15.75,190.25,105.75,62.0
2018-01-19 04:00:00,251.25,249.5,249.5,50.25,201.5,20.25,183.5,96.25,55.0
2018-01-19 08:00:00,334.75,334.75,335.5,58.0,281.25,28.0,268.75,146.5,76.5
2018-01-19 12:00:00,340.25,339.5,339.5,52.25,288.25,22.25,273.5,159.75,78.5
2018-01-19 16:00:00,404.5,404.75,405.0,62.0,343.75,32.0,338.75,189.0,95.75
2018-01-19 20:00:00,389.75,390.0,390.5,66.25,325.0,36.25,324.0,166.75,89.0
2018-01-20 00:00:00,264.75,268.5,268.0,47.75,221.5,17.75,202.5,109.0,61.0
2018-01-20 04:00:00,242.75,244.0,244.0,46.0,199.25,16.0,178.0,97.75,53.0
2018-01-20 08:00:00,331.0,334.5,335.25,57.25,282.0,27.25,268.5,139.5,70.75
2018-01-20 12:00:00,333.25,328.75,329.75,49.75,280.75,19.75,262.75,150.25,70.75
2018-01-20 16:00:00,381.75,377.5,378.0,62.25,317.5,32.25,311.5,170.25,84.5
2018-01-20 20:00:00,367.25,367.5,368.0,63.5,305.0,33.5,301.5,155.25,79.5
2018-01-21 00:00:00,262.6666666666667,260.5,261.0,45.25,217.0,15.25,194.5,103.25,58.75
2018-01-21 04:00:00,232.75,235.75,235.75,46.0,192.25,16.0,169.75,93.25,51.5
2018-01-21 08:00:00,311.25,311.75,312.25,67.25,245.0,37.25,245.75,118.0,56.75
2018-01-21 12:00:00,311.25,311.75,311.75,55.0,258.5,25.0,245.75,128.75,63.25
2018-01-21 16:00:00,364.0,365.0,365.25,67.5,297.75,37.5,299.0,145.0,75.25
2018-01-21 20:00:00,364.25,362.0,362.0,67.75,295.5,37.75,296.0,142.75,78.5
2018-01-22 00:00:00,255.25,248.0,248.0,45.0,205.5,15.0,182.0,98.0,57.25
2018-01-22 04:00:00,247.75,251.25,250.75,48.5,203.25,18.5,185.25,101.25,55.75
2018-01-22 08:00:00,333.75,336.25,337.0,58.75,279.0,28.75,270.25,143.5,74.75
2018-01-22 12:00:00,347.5,351.5,351.75,54.75,296.5,24.75,285.5,157.5,79.5
2018-01-22 16:00:00,415.25,409.0,409.75,64.25,347.0,34.25,343.0,185.0,95.25
2018-01-22 20:00:00,389.0,393.5,393.75,68.0,328.0,38.0,327.5,169.25,89.75
2018-01-23 00:00:00,257.0,253.25,253.25,43.5,210.75,13.5,187.25,104.75,63.25
2018-01-23 04:00:00,257.25,261.0,260.75,50.0,211.75,20.0,195.0,104.0,58.0
2018-01-23 08:00:00,352.0,351.75,351.75,57.75,297.0,27.75,285.75,153.5,76.75
2018-01-23 12:00:00,368.5,368.75,368.75,53.5,316.5,23.5,302.75,169.0,83.0
2018-01-23 16:00:00,443.0,448.25,448.25,67.0,383.0,37.0,382.25,207.75,106.0
2018-01-23 20:00:00,421.25,421.75,422.0,69.25,351.75,39.25,355.75,185.5,98.25
2018-01-24 00:00:00,269.5,272.0,271.75,46.5,226.25,16.5,206.0,113.0,67.75
2018-01-24 04:00:00,257.75,255.25,255.25,49.5,207.75,19.5,189.25,97.0,58.5
2018-01-24 08:00:00,362.25,361.0,361.75,61.75,305.5,31.75,295.0,154.75,79.75
2018-01-24 12:00:00,382.75,380.75,381.25,53.75,328.25,23.75,314.75,177.0,89.0
2018-01-24 16:00:00,458.5,458.5,458.75,68.0,392.75,38.0,392.5,214.25,109.75
2018-01-24 20:00:00,428.5,423.0,423.5,67.75,358.25,37.75,357.0,189.5,101.5
2018-01-25 00:00:00,281.0,280.75,280.75,45.25,238.0,15.25,214.75,119.75,70.25
2018-01-25 04:00:00,262.75,264.5,264.5,52.5,215.5,22.5,198.5,101.25,60.25
2018-01-25 08:00:00,363.5,364.75,365.0,61.25,306.0,31.25,298.75,155.75,83.75
2018-01-25 12:00:00,388.25,390.0,390.25,54.25,337.25,24.25,324.0,182.5,91.75
2018-01-25 16:00:00,462.5,462.25,463.25,66.5,397.5,36.5,396.25,220.0,112.75
2018-01-25 20:00:00,430.25,430.25,430.25,67.75,362.5,37.75,364.25,195.25,102.5
2018-01-26 00:00:00,285.0,282.0,282.75,47.0,237.25,17.0,216.0,120.75,73.0
2018-01-26 04:00:00,265.0,266.25,267.25,50.25,217.75,20.25,200.25,103.75,60.0
2018-01-26 08:00:00,374.0,374.5,375.0,59.0,317.75,29.0,308.5,165.75,86.0
2018-01-26 12:00:00,393.5,399.75,399.75,53.0,347.5,23.0,333.75,190.0,92.0
2018-01-26 16:00:00,462.75,466.25,467.0,63.5,403.75,33.5,400.25,222.75,114.0
2018-01-26 20:00:00,422.25,420.75,422.0,68.5,355.0,38.5,354.75,185.25,96.75
2018-01-27 00:00:00,290.0,286.25,286.25,46.0,239.75,16.0,220.25,121.5,73.75
2018-01-27 04:00:00,252.0,252.5,252.25,44.25,209.5,14.25,186.5,99.75,58.25
2018-01-27 08:00:00,356.25,361.5,361.25,58.25,305.5,28.25,295.5,156.25,82.75
2018-01-27 12:00:00,372.75,375.75,375.75,54.25,325.5,24.25,309.75,176.75,86.25
2018-01-27 16:00:00,421.75,423.25,422.75,66.75,357.25,36.75,357.25,193.5,98.5
2018-01-27 20:00:00,393.75,395.0,394.75,68.75,328.5,38.75,329.0,170.5,89.75
2018-01-28 00:00:00,286.25,283.25,283.5,47.25,237.5,17.25,217.25,117.5,69.5
2018-01-28 04:00:00,245.0,249.75,249.75,48.75,202.5,18.75,183.75,99.25,55.25
2018-01-28 08:00:00,310.5,314.0,314.25,65.0,251.0,35.0,248.0,115.5,61.0
2018-01-28 12:00:00,331.25,328.0,328.5,55.25,275.0,25.25,262.0,137.25,69.5
2018-01-28 16:00:00,391.0,396.75,396.5,70.25,327.0,40.25,330.75,159.75,86.5
2018-01-28 20:00:00,380.75,377.75,378.25,70.25,309.25,40.25,311.75,146.5,83.75
2018-01-29 00:00:00,270.75,254.33333333333334,254.66666666666666,45.5,222.25,15.5,188.33333333333334,100.0,63.75
2018-01-29 04:00:00,259.5,261.75,261.25,49.75,213.75,19.75,195.75,99.0,57.75
2018-01-29 08:00:00,360.0,362.25,362.75,61.5,307.0,31.5,296.25,162.5,82.75
2018-01-29 12:00:00,394.75,395.0,394.75,54.25,343.0,24.25,329.0,185.25,91.0
2018-01-29 16:00:00,455.75,457.0,457.0,68.0,389.0,38.0,391.0,214.25,109.25
2018-01-29 20:00:00,425.0,424.75,425.25,68.25,356.25,38.25,358.75,186.25,98.75
2018-01-30 00:00:00,281.75,281.0,281.25,47.0,235.75,17.0,215.0,118.25,70.0
2018-01-30 04:00:00,263.5,261.25,261.5,49.5,213.5,19.5,195.25,100.25,57.25
2018-01-30 08:00:00,358.0,359.75,360.25,57.75,305.75,27.75,293.75,159.25,80.75
2018-01-30 12:00:00,373.25,375.0,375.75,54.5,323.25,24.5,309.0,174.75,86.25
2018-01-30 16:00:00,435.75,439.25,439.5,67.25,374.25,37.25,373.25,204.25,104.75
2018-01-30 20:00:00,415.25,417.0,417.0,68.0,350.25,38.0,351.0,181.75,98.5
2018-01-31 00:00:00,274.5,274.5,274.75,43.75,230.75,13.75,208.5,115.0,68.75
2018-01-31 04:00:00,259.25,259.25,258.75,51.5,209.75,21.5,193.25,94.0,58.0
2018-01-31 08:00:00,354.5,348.75,349.0,58.75,294.25,28.75,282.75,148.5,78.0
2018-01-31 12:00:00,379.25,379.0,379.5,56.0,325.5,26.0,313.0,172.25,88.25
2018-01-31 16:00:00,439.25,442.5,442.5,68.0,377.0,38.0,376.5,201.75,105.0
2018-01-31 20:00:00,408.5,409.0,410.0,67.25,340.75,37.25,343.0,176.5,94.25
2018-02-01 00:00:00,269.25,269.75,269.0,45.5,224.75,15.5,203.75,110.25,65.5
2018-02-01 04:00:00,254.75,259.5,260.0,47.25,212.25,17.25,193.5,98.25,57.25
2018-02-01 08:00:00,352.75,354.25,353.75,57.5,297.5,27.5,288.25,149.5,76.5
2018-02-01 12:00:00,365.25,361.5,362.25,50.75,311.75,20.75,295.5,163.0,79.25
2018-02-01 16:00:00,430.5,430.75,432.25,66.0,366.75,36.0,364.75,195.5,99.0
2018-02-01 20:00:00,410.5,411.0,411.0,68.0,345.5,38.0,345.0,178.5,96.0
2018-02-02 00:00:00,274.25,274.5,274.5,45.75,230.5,15.75,208.5,115.5,67.75
2018-02-02 04:00:00,259.0,263.0,263.25,49.5,214.25,19.5,197.0,103.5,61.25
2018-02-02 08:00:00,354.75,354.75,354.5,56.5,302.5,26.5,288.75,152.5,78.5
2018-02-02 12:00:00,360.75,358.75,359.75,49.25,312.0,19.25,292.75,164.5,80.75
2018-02-02 16:00:00,425.25,427.75,427.5,63.25,365.25,33.25,361.75,198.25,100.5
2018-02-02 20:00:00,407.5,402.25,402.5,67.0,336.25,37.0,336.25,177.75,94.5
2018-02-03 00:00:00,283.0,259.6666666666667,260.3333333333333,47.0,231.0,17.0,193.66666666666669,114.5,66.5
2018-02-03 04:00:00,240.25,244.75,244.0,43.5,202.25,13.5,178.75,97.0,54.25
2018-02-03 08:00:00,348.25,351.0,351.0,58.25,294.5,28.25,285.0,149.25,78.0
2018-02-03 12:00:00,361.25,355.75,356.5,53.25,307.25,23.25,289.75,165.75,83.0
2018-02-03 16:00:00,411.25,414.0,414.0,66.0,349.25,36.0,348.0,186.75,92.25
2018-02-03 20:00:00,395.0,390.0,390.0,68.0,323.0,38.0,324.0,164.0,88.0
2018-02-04 00:00:00,278.75,271.0,271.0,46.75,225.5,16.75,205.0,108.75,63.25
2018-02-04 04:00:00,242.75,243.75,245.0,47.5,200.0,17.5,177.75,96.75,56.25
2018-02-04 08:00:00,320.0,319.0,318.5,66.25,254.25,36.25,253.0,120.25,59.0
2018-02-04 12:00:00,331.75,330.5,329.75,57.75,274.75,27.75,264.5,140.75,70.25
2018-02-04 16:00:00,396.25,398.75,398.25,75.0,324.75,45.0,332.75,165.0,85.75
2018-02-04 20:00:00,385.5,383.0,383.75,72.0,312.5,42.0,317.0,151.5,83.25
2018-02-05 00:00:00,268.75,263.5,263.75,45.75,220.0,15.75,197.5,105.0,64.0
2018-02-05 04:00:00,262.5,266.75,267.25,50.25,218.25,20.25,200.75,103.75,59.5
2018-02-05 08:00:00,371.75,368.25,368.25,58.5,313.0,28.5,302.25,160.0,83.0
2018-02-05 12:00:00,390.0,390.0,389.75,52.5,338.5,22.5,324.0,180.25,87.25
2018-02-05 16:00:00,456.5,459.5,461.25,67.0,395.75,37.0,393.5,218.75,109.25
2018-02-05 20:00:00,424.75,419.25,419.25,67.0,352.75,37.0,353.25,186.75,99.25
2018-02-06 00:00:00,284.25,271.75,271.75,44.75,228.25,14.75,205.75,113.0,67.25
2018-02-06 04:00:00,269.75,272.75,273.25,50.25,223.0,20.25,206.75,106.75,62.25
2018-02-06 08:00:00,375.5,364.0,364.75,56.0,313.0,26.0,298.0,154.5,81.75
2018-02-06 12:00:00,396.25,394.25,394.5,53.5,345.25,23.5,328.25,183.5,89.25
2018-02-06 16:00:00,458.0,460.5,461.0,65.0,395.0,35.0,394.5,218.0,109.0
2018-02-06 20:00:00,430.25,423.0,422.75,70.0,354.0,40.0,357.0,186.75,99.0
2018-02-07 00:00:00,285.5,260.6666666666667,261.3333333333333,46.5,231.25,16.5,194.66666666666669,112.0,71.25
2018-02-07 04:00:00,271.25,271.0,270.75,51.0,220.5,21.0,205.0,102.5,61.5
2018-02-07 08:00:00,367.75,365.0,366.5,58.0,309.75,28.0,299.0,158.25,81.5
2018-02-07 12:00:00,383.0,386.5,386.75,51.75,336.75,21.75,320.5,179.0,88.75
2018-02-07 16:00:00,462.0,464.25,463.5,66.0,400.0,36.0,398.25,219.0,112.0
2018-02-07 20:00:00,435.25,420.25,421.0,67.25,353.75,37.25,354.25,187.25,100.75
2018-02-08 00:00:00,285.75,263.3333333333333,263.0,45.25,234.0,15.25,197.33333333333331,111.0,68.25
2018-02-08 04:00:00,264.75,272.5,271.75,49.5,223.75,19.5,206.5,107.75,62.25
2018-02-08 08:00:00,370.75,369.75,369.75,60.5,314.5,30.5,303.75,160.5,82.25
2018-02-08 12:00:00,376.75,376.75,375.75,50.5,327.0,20.5,310.75,172.75,87.25
2018-02-08 16:00:00,435.25,435.75,437.0,63.0,375.75,33.0,369.75,202.25,104.75
2018-02-08 20:00:00,420.75,413.25,413.75,67.0,349.25,37.0,347.25,181.25,98.5
2018-02-09 00:00:00,280.25,270.0,269.75,44.75,226.0,14.75,204.0,113.5,66.75
2018-02-09 04:00:00,263.75,264.0,264.0,49.0,217.0,19.0,198.0,103.0,57.75
2018-02-09 08:00:00,364.75,365.25,365.0,60.5,310.0,30.5,299.25,159.5,85.75
2018-02-09 12:00:00,364.0,364.5,364.75,51.75,316.25,21.75,298.5,168.0,84.75
2018-02-09 16:00:00,424.5,425.75,426.0,65.25,362.75,35.25,359.75,196.25,98.75
2018-02-09 20:00:00,404.25,402.5,402.5,66.75,338.25,36.75,336.5,173.0,90.25
2018-02-10 00:00:00,283.0,272.75,273.0,46.25,227.0,16.25,206.75,111.75,65.0
2018-02-10 04:00:00,240.75,244.75,244.5,43.5,202.25,13.5,178.75,96.5,57.0
2018-02-10 08:00:00,347.5,344.25,344.5,61.25,286.0,31.25,278.25,146.75,76.0
2018-02-10 12:00:00,344.25,339.5,340.25,52.0,290.5,22.0,273.5,154.0,78.0
2018-02-10 16:00:00,406.0,406.75,407.5,65.25,343.0,35.25,340.75,186.25,94.5
2018-02-10 20:00:00,393.5,391.25,391.5,68.75,324.0,38.75,325.25,166.75,88.0
2018-02-11 00:00:00,286.0,276.25,276.0,47.5,230.75,17.5,210.25,111.75,66.25
2018-02-11 04:00:00,245.75,246.25,245.75,46.0,200.25,16.0,180.25,96.5,53.75
2018-02-11 08:00:00,324.0,319.75,320.0,68.25,253.0,38.25,253.75,121.0,62.75
2018-02-11 12:00:00,341.0,339.75,339.75,61.5,283.25,31.5,273.75,143.5,71.75
2018-02-11 16:00:00,392.75,398.25,398.25,71.75,328.25,41.75,332.25,164.5,90.5
2018-02-11 20:00:00,382.25,375.25,375.75,69.25,307.0,39.25,309.25,146.75,84.75
2018-02-12 00:00:00,249.66666666666666,260.0,260.25,45.0,217.0,15.0,194.0,101.5,60.5
2018-02-12 04:00:00,264.5,266.5,267.25,51.75,216.25,21.75,200.5,102.25,59.25
2018-02-12 08:00:00,370.0,370.5,370.5,61.25,311.25,31.25,304.5,163.75,85.0
2018-02-12 12:00:00,390.75,393.0,392.75,58.0,338.75,28.0,327.0,188.25,96.75
2018-02-12 16:00:00,452.25,452.75,453.25,67.0,387.75,37.0,386.75,212.0,108.5
2018-02-12 20:00:00,425.75,434.3333333333333,435.0,67.5,365.3333333333333,37.5,368.3333333333333,192.33333333333334,97.25
2018-02-13 00:00:00,278.25,274.75,275.25,46.25,230.25,16.25,208.75,116.75,67.0
2018-02-13 04:00:00,264.75,264.5,264.5,50.75,215.25,20.75,198.5,104.5,59.0
2018-02-13 08:00:00,360.5,357.25,357.75,57.75,300.75,27.75,291.25,160.5,78.0
2018-02-13 12:00:00,361.25,362.5,362.75,52.25,314.75,22.25,296.5,172.0,83.5
2018-02-13 16:00:00,421.75,422.75,423.25,61.5,362.25,31.5,356.75,193.75,98.25
2018-02-13 20:00:00,413.5,407.5,407.25,69.25,340.0,39.25,341.5,177.0,92.75
2018-02-14 00:00:00,280.5,269.25,269.75,46.25,223.5,16.25,203.25,112.75,66.5
2018-02-14 04:00:00,253.0,255.75,255.75,48.0,210.0,18.0,189.75,101.0,54.75
2018-02-14 08:00:00,340.25,338.25,338.5,60.75,280.75,30.75,272.25,146.75,76.5
2018-02-14 12:00:00,358.0,359.5,359.25,56.75,303.75,26.75,293.5,165.5,83.0
2018-02-14 16:00:00,404.0,406.0,406.25,64.0,342.5,34.0,340.0,181.75,90.75
2018-02-14 20:00:00,378.5,379.5,379.5,67.75,314.25,37.75,313.5,163.75,81.5
2018-02-15 00:00:00,273.25,263.5,263.5,46.75,217.75,16.75,197.5,109.75,65.25
2018-02-15 04:00:00,261.0,241.0,241.25,45.25,196.75,15.25,175.0,99.0,53.5
2018-02-15 08:00:00,292.75,289.5,289.5,55.75,235.0,25.75,223.5,116.0,58.0
2018-02-15 12:00:00,291.0,285.0,284.75,48.25,239.25,18.25,219.0,125.0,61.5
2018-02-15 16:00:00,299.0,302.5,303.0,52.25,252.25,22.25,236.5,128.75,63.0
2018-02-15 20:00:00,302.25,303.75,303.75,54.0,251.0,24.0,237.75,127.0,64.0
2018-02-16 00:00:00,231.25,219.5,218.5,39.25,181.75,9.25,153.5,88.0,49.75
2018-02-16 04:00:00,209.25,209.0,208.75,41.5,170.0,11.5,143.0,77.0,42.25
2018-02-16 08:00:00,214.75,215.0,214.5,46.0,168.5,16.0,149.0,74.25,38.75
2018-02-16 12:00:00,211.25,211.75,212.25,39.75,172.5,9.75,145.75,81.75,40.5
2018-02-16 16:00:00,262.75,262.75,263.25,49.5,215.25,19.5,196.75,104.75,54.25
2018-02-16 20:00:00,284.75,287.75,287.5,55.0,234.75,25.0,221.75,114.0,62.75
2018-02-17 00:00:00,233.25,225.0,226.75,42.0,184.75,12.0,159.0,89.0,52.25
2018-02-17 04:00:00,206.5,207.25,208.0,39.0,170.75,9.0,141.25,81.0,44.75
2018-02-17 08:00:00,244.75,242.5,242.25,47.75,197.0,17.75,176.5,91.25,43.75
2018-02-17 12:00:00,258.75,260.75,260.75,47.25,217.0,17.25,194.75,107.0,51.0
2018-02-17 16:00:00,326.75,325.75,326.25,58.0,269.25,28.0,259.75,134.75,68.75
2018-02-17 20:00:00,337.25,336.5,336.25,64.25,275.5,34.25,270.5,136.75,71.75
2018-02-18 00:00:00,256.5,249.5,249.75,45.0,204.0,15.0,183.5,96.25,54.0
2018-02-18 04:00:00,225.0,225.5,225.0,43.75,182.25,13.75,159.5,86.25,45.25
2018-02-18 08:00:00,307.25,302.25,301.5,66.75,235.25,36.75,236.25,108.25,53.75
2018-02-18 12:00:00,325.0,320.75,321.25,61.25,263.0,31.25,254.75,129.25,64.5
2018-02-18 16:00:00,365.0,367.75,368.25,72.25,298.25,42.25,301.75,143.25,74.25
2018-02-18 20:00:00,370.25,370.25,370.25,70.25,301.0,40.25,304.25,144.0,78.75
2018-02-19 00:00:00,261.75,254.25,253.75,45.5,209.5,15.5,188.25,101.0,58.0
2018-02-19 04:00:00,245.0,245.0,245.0,48.25,198.5,18.25,179.0,96.25,53.5
2018-02-19 08:00:00,334.0,332.0,332.25,58.25,276.75,28.25,266.0,144.5,71.25
2018-02-19 12:00:00,353.25,347.75,348.0,52.25,298.5,22.25,281.75,163.5,80.0
2018-02-19 16:00:00,404.5,406.75,407.75,63.25,345.0,33.25,340.75,185.75,94.25
2018-02-19 20:00:00,396.75,394.5,395.0,67.0,330.25,37.0,328.5,172.25,90.0
2018-02-20 00:00:00,262.5,261.25,261.75,44.75,217.75,14.75,195.25,112.25,66.25
2018-02-20 04:00:00,245.25,249.75,249.5,46.5,203.25,16.5,183.75,96.5,54.25
2018-02-20 08:00:00,333.25,327.25,328.0,54.5,277.0,24.5,261.25,142.75,73.75
2018-02-20 12:00:00,346.75,335.0,335.5,49.25,288.75,19.25,269.0,152.0,75.75
2018-02-20 16:00:00,400.0,406.0,406.25,65.5,343.25,35.5,340.0,183.5,93.0
2018-02-20 20:00:00,391.25,389.0,389.75,67.5,324.25,37.5,323.0,166.75,89.25
2018-02-21 00:00:00,259.5,254.25,254.75,45.0,210.5,15.0,188.25,105.25,62.0
2018-02-21 04:00:00,244.75,248.75,248.5,49.0,201.5,19.0,182.75,95.25,56.75
2018-02-21 08:00:00,334.75,325.75,326.75,55.5,272.0,25.5,259.75,139.5,71.5
2018-02-21 12:00:00,350.75,335.75,335.5,51.25,287.25,21.25,269.75,150.25,76.25
2018-02-21 16:00:00,402.0,402.25,402.25,62.25,342.5,32.25,336.25,184.25,94.75
2018-02-21 20:00:00,400.0,398.0,397.75,67.25,332.0,37.25,332.0,174.25,91.25
2018-02-22 00:00:00,260.75,259.0,260.0,45.75,213.75,15.75,193.0,105.0,62.0
2018-02-22 04:00:00,249.0,251.75,252.25,46.75,206.25,16.75,185.75,101.25,58.0
2018-02-22 08:00:00,334.0,323.0,323.0,55.25,270.5,25.25,257.0,142.75,71.75
2018-02-22 12:00:00,335.5,328.75,328.75,51.0,280.75,21.0,262.75,150.5,71.25
2018-02-22 16:00:00,400.5,404.0,404.25,62.75,342.75,32.75,338.0,187.0,94.5
2018-02-22 20:00:00,388.5,388.75,388.5,65.75,323.5,35.75,322.75,168.5,87.5
2018-02-23 00:00:00,256.5,254.5,254.75,45.25,211.75,15.25,188.5,106.25,62.25
2018-02-23 04:00:00,245.5,244.5,245.25,49.25,199.0,19.25,178.5,95.0,54.25
2018-02-23 08:00:00,329.25,323.5,323.25,58.5,267.75,28.5,257.5,138.25,72.5
2018-02-23 12:00:00,345.0,337.5,337.5,52.25,287.75,22.25,271.5,157.5,77.75
2018-02-23 16:00:00,382.25,387.5,387.75,60.25,330.0,30.25,321.5,175.0,87.0
2018-02-23 20:00:00,379.25,380.5,380.5,66.25,316.25,36.25,314.5,163.0,83.5
2018-02-24 00:00:00,263.5,263.0,263.0,46.25,217.25,16.25,197.0,107.0,61.5
2018-02-24 04:00:00,228.25,230.75,230.0,42.25,190.5,12.25,164.75,93.25,53.25
2018-02-24 08:00:00,312.75,313.75,313.5,55.75,260.75,25.75,247.75,131.0,68.0
2018-02-24 12:00:00,308.75,306.5,306.5,49.5,260.25,19.5,240.5,134.0,64.75
2018-02-24 16:00:00,358.0,361.0,361.5,61.5,302.0,31.5,295.0,157.25,79.0
2018-02-24 20:00:00,363.25,362.75,363.0,64.25,299.75,34.25,296.75,153.75,79.0
2018-02-25 00:00:00,252.0,251.25,251.25,46.75,205.75,16.75,185.25,97.25,55.0
2018-02-25 04:00:00,224.75,228.25,228.0,46.0,184.75,16.0,162.25,88.75,50.25
2018-02-25 08:00:00,289.5,288.25,288.75,65.25,224.5,35.25,222.25,99.25,52.0
2018-02-25 12:00:00,292.25,290.0,290.25,53.25,238.5,23.25,224.0,114.75,56.75
2018-02-25 16:00:00,338.25,341.0,341.0,64.25,278.0,34.25,275.0,133.75,71.5
2018-02-25 20:00:00,350.0,350.0,350.5,66.75,284.25,36.75,284.0,134.25,74.75
2018-02-26 00:00:00,241.75,242.75,243.0,45.0,199.5,15.0,176.75,94.0,54.5
2018-02-26 04:00:00,240.5,240.25,240.25,48.25,193.0,18.25,174.25,91.5,50.75
2018-02-26 08:00:00,320.0,312.0,313.25,53.75,262.0,23.75,246.0,136.25,67.75
2018-02-26 12:00:00,346.5,316.5,316.25,48.25,268.25,18.25,250.5,142.5,68.0
2018-02-26 16:00:00,366.5,372.75,373.0,58.25,314.75,28.25,306.75,169.25,83.5
2018-02-26 20:00:00,375.25,373.0,373.75,64.0,310.25,34.0,307.0,157.75,82.5
2018-02-27 00:00:00,249.25,251.0,250.75,45.0,207.75,15.0,185.0,100.5,58.25
2018-02-27 04:00:00,247.25,253.25,253.0,44.75,206.75,14.75,187.25,104.75,58.0
2018-02-27 08:00:00,306.75,310.25,310.25,52.5,260.75,22.5,244.25,133.25,67.25
2018-02-27 12:00:00,310.0,307.75,308.75,49.0,261.25,19.0,241.75,136.5,66.5
2018-02-27 16:00:00,369.25,366.5,367.5,60.25,307.75,30.25,300.5,164.0,82.25
2018-02-27 20:00:00,369.25,368.5,369.0,65.5,306.5,35.5,302.5,155.25,82.75
2018-02-28 00:00:00,248.75,244.75,245.25,43.75,202.25,13.75,178.75,100.5,56.0
2018-02-28 04:00:00,237.5,240.0,240.75,47.0,194.5,17.0,174.0,94.0,55.5
2018-02-28 08:00:00,322.25,320.75,321.25,59.5,263.5,29.5,254.75,139.0,72.0
2018-02-28 12:00:00,344.5,346.25,346.75,60.0,290.0,30.0,280.25,153.5,79.5
2018-02-28 16:00:00,394.25,396.0,396.75,66.0,332.25,36.0,330.0,179.25,90.25
2018-02-28 20:00:00,374.25,372.0,372.25,64.25,310.0,34.25,306.0,162.25,84.75
2018-03-01 00:00:00,255.0,252.25,252.25,42.0,209.5,12.0,186.25,104.75,61.25
2018-03-01 04:00:00,231.75,232.25,233.0,41.75,191.5,11.75,166.25,99.0,52.5
2018-03-01 08:00:00,308.25,301.0,301.5,54.5,250.0,24.5,235.0,128.25,62.75
2018-03-01 12:00:00,311.0,310.75,310.75,46.5,265.5,16.5,244.75,142.5,69.25
2018-03-01 16:00:00,372.25,380.75,380.5,59.75,321.0,29.75,314.75,172.5,87.5
2018-03-01 20:00:00,371.0,369.75,370.0,67.0,305.0,37.0,303.75,155.75,82.75
2018-03-02 00:00:00,247.5,246.25,246.0,44.25,204.0,14.25,180.25,100.0,58.0
2018-03-02 04:00:00,249.0,251.0,250.25,47.75,204.5,17.75,185.0,98.5,55.75
2018-03-02 08:00:00,329.5,323.0,323.25,51.0,274.75,21.0,257.0,136.5,69.5
2018-03-02 12:00:00,324.75,326.0,326.25,44.75,284.0,14.75,260.0,146.75,70.0
2018-03-02 16:00:00,376.25,385.75,386.0,59.5,327.0,29.5,319.75,173.0,84.25
2018-03-02 20:00:00,374.5,373.25,373.25,63.0,310.5,33.0,307.25,159.25,79.5
2018-03-03 00:00:00,257.5,255.5,256.0,44.75,212.5,14.75,189.5,104.0,59.0
2018-03-03 04:00:00,229.75,231.75,231.75,43.25,190.75,13.25,165.75,93.75,52.25
2018-03-03 08:00:00,305.75,303.75,303.5,53.0,253.25,23.0,237.75,128.0,63.25
