,current_5576,current_2409,current_2410,current_28987,current_17529,current_20245,current_18538,current_25513,current_27775
2018-03-03 12:00:00,295.5,298.0,297.75,45.75,254.0,15.75,232.0,136.0,64.5
2018-03-03 16:00:00,334.5,335.25,335.5,59.0,278.25,29.0,269.25,145.25,73.5
2018-03-03 20:00:00,343.25,342.0,341.75,63.5,280.75,33.5,276.0,142.5,74.5
2018-03-04 00:00:00,242.25,240.5,240.5,45.0,197.5,15.0,174.5,96.25,55.25
2018-03-04 04:00:00,216.25,217.5,217.0,43.75,175.5,13.75,151.5,87.0,46.25
2018-03-04 08:00:00,277.25,276.5,276.5,60.25,220.0,30.25,210.5,101.75,49.0
2018-03-04 12:00:00,277.25,276.25,276.75,51.0,227.5,21.0,210.25,112.0,53.75
2018-03-04 16:00:00,334.75,337.75,338.0,65.0,273.75,35.0,271.75,133.0,70.0
2018-03-04 20:00:00,340.25,337.5,338.0,73.0,271.25,43.0,271.5,130.5,71.5
2018-03-05 00:00:00,231.0,231.25,231.0,41.75,190.75,11.75,165.25,90.25,50.75
2018-03-05 04:00:00,233.5,240.0,240.5,48.25,193.0,18.25,174.0,94.5,51.75
2018-03-05 08:00:00,312.5,316.5,316.25,53.75,264.5,23.75,250.5,135.5,69.5
2018-03-05 12:00:00,322.5,324.5,324.25,50.0,276.0,20.0,258.5,145.0,74.75
2018-03-05 16:00:00,373.0,373.5,374.5,63.25,311.75,33.25,307.5,164.5,84.0
2018-03-05 20:00:00,365.25,359.5,360.5,63.0,298.75,33.0,293.5,153.75,81.75
2018-03-06 00:00:00,236.0,236.25,237.0,42.0,196.25,12.0,170.25,99.0,57.25
2018-03-06 04:00:00,239.5,243.25,243.75,49.25,195.25,19.25,177.25,95.25,51.5
2018-03-06 08:00:00,296.75,295.0,295.25,47.75,249.25,17.75,229.0,126.5,64.25
2018-03-06 12:00:00,290.75,287.25,288.5,41.5,246.75,11.5,221.25,128.0,63.0
2018-03-06 16:00:00,347.75,351.5,352.25,58.25,296.25,28.25,285.5,156.5,81.25
2018-03-06 20:00:00,356.25,353.25,353.5,63.0,292.75,33.0,287.25,153.75,80.25
2018-03-07 00:00:00,236.0,233.5,233.5,41.25,192.75,11.25,167.5,98.0,57.25
2018-03-07 04:00:00,233.75,240.0,239.5,48.5,192.0,18.5,174.0,90.75,53.75
2018-03-07 08:00:00,295.75,299.25,300.25,51.75,251.5,21.75,233.25,125.0,64.75
2018-03-07 12:00:00,300.5,301.0,301.25,47.666666666666664,259.25,17.666666666666664,235.0,133.0,68.0
2018-03-07 16:00:00,366.5,373.25,373.5,60.0,313.75,30.0,307.25,168.25,85.75
2018-03-07 20:00:00,363.0,360.0,360.0,62.5,299.25,32.5,294.0,154.25,82.25
2018-03-08 00:00:00,235.0,235.0,236.0,39.5,194.75,9.5,169.0,99.0,57.25
2018-03-08 04:00:00,240.75,244.5,245.0,47.5,197.75,17.5,178.5,97.5,54.5
2018-03-08 08:00:00,317.25,321.75,322.75,57.25,270.25,27.25,255.75,141.5,75.5
2018-03-08 12:00:00,332.0,332.75,332.75,53.75,278.25,23.75,266.75,150.75,76.25
2018-03-08 16:00:00,375.5,379.5,379.75,61.5,319.25,31.5,313.5,169.25,86.75
2018-03-08 20:00:00,370.0,365.5,365.5,64.66666666666667,301.75,34.66666666666667,299.5,156.25,81.5
2018-03-09 00:00:00,239.25,236.25,236.5,41.75,196.0,11.75,170.25,98.0,56.0
2018-03-09 04:00:00,236.25,240.25,239.75,48.25,192.25,18.25,174.25,94.25,53.75
2018-03-09 08:00:00,329.25,316.0,316.75,55.75,263.25,25.75,250.0,136.25,66.5
2018-03-09 12:00:00,329.25,321.25,321.25,47.75,274.25,17.75,255.25,145.75,71.25
2018-03-09 16:00:00,369.5,373.5,373.75,59.25,315.5,29.25,307.5,169.5,83.5
2018-03-09 20:00:00,364.0,363.25,363.5,66.0,300.5,36.0,297.25,155.25,79.25
2018-03-10 00:00:00,248.25,248.25,247.5,47.5,204.5,17.5,182.25,103.5,59.25
2018-03-10 04:00:00,223.25,227.0,227.5,42.5,185.25,12.5,161.0,94.5,53.75
2018-03-10 08:00:00,309.5,310.5,310.5,56.0,255.0,26.0,244.5,129.25,64.0
2018-03-10 12:00:00,293.75,300.75,300.25,50.333333333333336,250.25,20.333333333333336,234.75,129.25,64.75
2018-03-10 16:00:00,338.0,344.5,344.5,60.75,284.5,30.75,278.5,151.25,76.0
2018-03-10 20:00:00,347.5,347.25,347.25,62.666666666666664,283.5,32.666666666666664,281.25,146.5,75.25
2018-03-11 00:00:00,238.25,237.25,237.25,43.5,194.5,13.5,171.25,96.75,55.75
2018-03-11 04:00:00,221.0,222.25,223.0,43.333333333333336,180.75,13.333333333333336,156.25,90.0,47.0
2018-03-11 08:00:00,270.75,271.75,271.75,61.333333333333336,212.75,31.333333333333336,205.75,97.75,51.5
2018-03-11 12:00:00,268.0,267.0,267.0,50.75,219.75,20.75,201.0,106.5,55.0
2018-03-11 16:00:00,319.25,321.5,321.25,60.0,261.25,30.0,255.5,128.0,67.75
2018-03-11 20:00:00,338.25,334.25,334.75,67.66666666666667,268.0,37.66666666666667,268.25,127.0,71.5
2018-03-12 00:00:00,229.25,229.0,229.0,42.0,187.0,12.0,163.0,89.75,53.5
2018-03-12 04:00:00,235.25,240.0,241.0,50.25,191.5,20.25,174.0,92.75,50.75
2018-03-12 08:00:00,295.75,294.5,294.5,50.75,248.0,20.75,228.5,124.75,62.25
2018-03-12 12:00:00,306.5,286.5,286.0,42.5,247.0,12.5,220.5,129.5,61.25
2018-03-12 16:00:00,355.75,344.0,344.25,57.0,288.75,27.0,278.0,151.5,76.75
2018-03-12 20:00:00,351.25,349.0,349.0,62.0,289.75,32.0,283.0,149.25,79.5
2018-03-13 00:00:00,230.0,228.5,228.75,42.25,187.5,12.25,162.5,95.25,55.5
2018-03-13 04:00:00,231.25,239.25,239.25,47.75,191.75,17.75,173.25,93.0,52.0
2018-03-13 08:00:00,288.5,287.5,288.0,46.75,241.25,16.75,221.5,119.0,60.75
2018-03-13 12:00:00,275.25,276.0,276.0,39.25,237.75,9.25,210.0,119.75,57.5
2018-03-13 16:00:00,331.75,333.25,333.0,54.0,280.25,24.0,267.25,145.25,73.25
2018-03-13 20:00:00,344.25,340.0,341.0,60.0,280.5,30.0,274.0,143.5,77.0
2018-03-14 00:00:00,232.0,227.0,227.5,40.0,187.0,10.0,161.0,94.25,53.75
2018-03-14 04:00:00,231.75,234.25,234.5,48.0,186.25,18.0,168.25,90.0,52.0
2018-03-14 08:00:00,271.75,273.0,273.25,48.0,226.25,18.0,207.0,110.0,54.5
2018-03-14 12:00:00,263.75,263.5,263.5,40.75,225.0,10.75,197.5,115.5,56.75
2018-03-14 16:00:00,324.75,327.75,328.0,53.5,276.5,23.5,261.75,145.75,75.75
2018-03-14 20:00:00,342.25,338.0,337.75,59.75,279.5,29.75,272.0,143.5,77.0
2018-03-15 00:00:00,224.0,222.75,222.75,40.0,183.25,10.0,156.75,94.5,53.0
2018-03-15 04:00:00,231.0,236.0,236.75,52.333333333333336,188.75,22.333333333333336,170.0,92.75,52.0
2018-03-15 08:00:00,326.75,297.75,298.25,54.0,245.5,24.0,231.75,128.25,63.75
2018-03-15 12:00:00,305.0,308.0,307.5,51.75,259.0,21.75,242.0,134.5,66.75
2018-03-15 16:00:00,350.0,350.5,351.5,61.25,293.0,31.25,284.5,154.0,77.5
2018-03-15 20:00:00,341.75,338.75,339.5,60.666666666666664,280.25,30.666666666666664,272.75,145.75,76.0
2018-03-16 00:00:00,226.25,226.25,226.25,41.0,187.25,11.0,160.25,93.75,52.75
2018-03-16 04:00:00,228.0,236.5,236.75,46.5,189.25,16.5,170.5,92.0,48.5
2018-03-16 08:00:00,295.5,293.0,293.0,51.75,243.5,21.75,227.0,121.0,63.25
2018-03-16 12:00:00,304.25,292.0,292.5,45.75,248.5,15.75,226.0,130.5,65.25
2018-03-16 16:00:00,345.75,343.5,343.25,57.5,289.0,27.5,277.5,154.5,76.25
2018-03-16 20:00:00,348.0,343.5,343.5,62.666666666666664,282.75,32.666666666666664,277.5,147.25,76.25
2018-03-17 00:00:00,236.5,234.5,235.25,43.5,192.0,13.5,168.5,95.75,54.5
2018-03-17 04:00:00,246.25,221.25,220.75,42.25,179.25,12.25,155.25,90.75,50.0
2018-03-17 08:00:00,302.25,290.0,289.75,52.0,240.25,22.0,224.0,117.5,57.75
2018-03-17 12:00:00,278.0,278.25,278.25,44.75,236.0,14.75,212.25,124.0,61.75
2018-03-17 16:00:00,314.25,315.75,316.25,55.5,263.0,25.5,249.75,141.25,68.75
2018-03-17 20:00:00,328.75,326.5,326.75,62.0,266.25,32.0,260.5,135.75,71.25
2018-03-18 00:00:00,229.0,228.0,228.0,42.5,187.5,12.5,162.0,93.0,53.5
2018-03-18 04:00:00,216.0,214.0,214.25,42.75,173.75,12.75,148.0,89.25,48.5
2018-03-18 08:00:00,271.0,274.25,275.0,62.25,214.75,32.25,208.25,101.25,48.75
2018-03-18 12:00:00,286.75,287.0,287.25,55.75,235.0,25.75,221.0,117.75,58.0
2018-03-18 16:00:00,334.75,334.5,334.5,63.75,270.25,33.75,268.5,135.0,69.75
2018-03-18 20:00:00,333.25,331.5,331.5,67.25,267.0,37.25,265.5,128.0,71.25
2018-03-19 00:00:00,224.25,222.0,222.5,41.0,181.0,11.0,156.0,89.5,52.0
2018-03-19 04:00:00,231.5,236.25,236.5,47.25,189.0,17.25,170.25,92.5,51.75
2018-03-19 08:00:00,303.25,305.0,305.0,57.0,251.25,27.0,239.0,132.75,68.5
2018-03-19 12:00:00,310.75,313.0,312.75,51.5,264.5,21.5,247.0,138.5,71.5
2018-03-19 16:00:00,368.75,370.75,369.5,60.0,310.5,30.0,304.75,164.25,84.5
2018-03-19 20:00:00,355.0,352.25,352.5,60.25,291.75,30.25,286.25,151.25,79.5
2018-03-20 00:00:00,229.0,229.25,229.5,37.666666666666664,189.5,7.666666666666664,163.25,96.5,56.25
2018-03-20 04:00:00,234.75,238.25,237.75,49.0,192.25,19.0,172.25,93.25,52.0
2018-03-20 08:00:00,304.75,292.5,293.0,45.333333333333336,244.75,15.333333333333336,226.5,123.25,64.5
2018-03-20 12:00:00,307.0,290.5,291.0,42.5,251.5,12.5,224.5,131.5,64.25
2018-03-20 16:00:00,356.5,360.25,360.75,60.0,302.25,30.0,294.25,160.5,83.25
2018-03-20 20:00:00,360.25,356.75,357.25,66.0,293.25,36.0,290.75,152.0,81.75
2018-03-21 00:00:00,232.75,232.25,232.0,42.0,191.75,12.0,166.25,99.0,57.5
2018-03-21 04:00:00,235.0,239.5,240.0,48.5,192.5,18.5,173.5,95.5,56.0
2018-03-21 08:00:00,313.75,319.0,319.25,56.25,268.25,26.25,253.0,140.5,73.75
2018-03-21 12:00:00,327.25,327.5,328.0,51.75,278.25,21.75,261.5,148.25,77.75
2018-03-21 16:00:00,390.25,387.75,387.75,63.5,326.0,33.5,321.75,178.0,89.5
2018-03-21 20:00:00,374.0,368.5,369.0,62.0,306.25,32.0,302.5,161.25,83.75
2018-03-22 00:00:00,244.75,237.0,237.75,42.5,198.0,12.5,171.0,100.75,56.5
2018-03-22 04:00:00,240.5,244.75,244.25,46.75,196.25,16.75,178.75,96.5,54.0
2018-03-22 08:00:00,296.25,293.75,294.0,51.75,248.0,21.75,227.75,129.75,66.75
2018-03-22 12:00:00,291.25,288.75,288.5,44.666666666666664,247.25,14.666666666666664,222.75,128.5,63.25
2018-03-22 16:00:00,348.5,349.5,349.0,57.0,293.5,27.0,283.5,156.75,79.75
2018-03-22 20:00:00,354.0,353.5,353.5,62.25,293.0,32.25,287.5,150.75,80.75
2018-03-23 00:00:00,230.25,231.25,231.25,42.0,188.75,12.0,165.25,97.0,55.75
2018-03-23 04:00:00,236.75,239.75,239.75,48.5,193.5,18.5,173.75,94.75,53.5
2018-03-23 08:00:00,291.25,296.25,296.5,46.0,249.5,16.0,230.25,125.5,64.75
2018-03-23 12:00:00,288.75,288.75,288.25,41.0,249.75,11.0,222.75,129.0,62.5
2018-03-23 16:00:00,343.0,347.0,346.75,55.0,294.25,25.0,281.0,157.75,79.5
2018-03-23 20:00:00,345.0,344.75,344.5,61.75,283.25,31.75,278.75,145.75,77.0
2018-03-24 00:00:00,239.75,239.25,239.0,42.25,198.25,12.25,173.25,97.75,57.75
2018-03-24 04:00:00,217.75,219.0,219.0,42.75,179.75,12.75,153.0,89.75,49.5
2018-03-24 08:00:00,291.5,291.0,291.25,54.0,242.75,24.0,225.0,120.5,60.75
2018-03-24 12:00:00,284.0,284.5,285.5,47.0,239.25,17.0,218.5,126.5,59.5
2018-03-24 16:00:00,322.75,320.75,320.75,55.0,266.0,25.0,254.75,139.5,71.0
2018-03-24 20:00:00,332.75,329.0,328.5,63.333333333333336,269.0,33.333333333333336,263.0,135.75,72.75
2018-03-25 00:00:00,230.25,230.75,230.5,43.5,189.5,13.5,164.75,93.5,54.75
2018-03-25 04:00:00,213.75,214.75,215.0,43.25,171.25,13.25,148.75,89.75,46.5
2018-03-25 08:00:00,269.75,270.25,270.5,60.5,210.0,30.5,204.25,98.0,49.25
2018-03-25 12:00:00,261.75,261.75,261.75,46.666666666666664,216.5,16.666666666666664,195.75,102.5,52.75
2018-03-25 16:00:00,310.5,315.5,315.75,63.0,255.0,33.0,249.5,122.75,65.25
2018-03-25 20:00:00,326.0,324.25,324.25,66.0,261.0,36.0,258.25,122.0,70.25
2018-03-26 00:00:00,217.0,216.0,216.75,40.75,177.25,10.75,150.0,85.25,49.75
2018-03-26 04:00:00,231.75,233.0,233.25,48.25,186.5,18.25,167.0,91.5,51.25
2018-03-26 08:00:00,287.25,282.25,283.0,48.0,237.5,18.0,216.25,119.0,59.5
2018-03-26 12:00:00,276.0,274.75,275.0,41.5,233.75,11.5,208.75,123.0,57.75
2018-03-26 16:00:00,326.25,328.75,330.0,54.5,277.75,24.5,262.75,144.5,73.75
2018-03-26 20:00:00,341.0,333.5,334.0,57.5,275.75,27.5,267.5,140.25,76.5
2018-03-27 00:00:00,227.0,225.5,225.5,41.0,186.5,11.0,159.5,95.25,55.5
2018-03-27 04:00:00,230.75,231.0,231.75,50.5,183.75,20.5,165.0,88.5,47.5
2018-03-27 08:00:00,314.75,275.75,275.75,45.75,233.0,15.75,209.75,115.75,56.0
2018-03-27 12:00:00,289.0,266.25,266.5,39.5,228.25,9.5,200.25,119.5,56.75
2018-03-27 16:00:00,343.0,328.75,328.5,55.25,275.0,25.25,262.75,143.25,73.5
2018-03-27 20:00:00,338.5,338.25,338.25,62.0,277.5,32.0,272.25,142.0,77.0
2018-03-28 00:00:00,225.75,221.0,221.0,38.0,181.25,8.0,155.0,92.75,53.75
2018-03-28 04:00:00,229.0,227.75,227.0,49.25,179.75,19.25,161.75,86.5,50.25
2018-03-28 08:00:00,287.0,267.75,267.75,46.25,222.25,16.25,201.75,108.25,54.0
2018-03-28 12:00:00,265.0,262.0,262.5,41.0,224.25,11.0,199.0,114.75,57.25
2018-03-28 16:00:00,322.75,328.75,329.0,52.5,276.0,22.5,256.25,144.75,75.0
2018-03-28 20:00:00,337.5,331.25,331.0,59.75,274.0,29.75,257.75,140.25,74.5
2018-03-29 00:00:00,221.25,219.75,219.75,40.0,181.5,10.0,169.0,92.75,52.25
2018-03-29 04:00:00,229.0,227.75,227.75,46.0,183.0,16.0,170.75,87.75,48.0
2018-03-29 08:00:00,272.5,271.25,271.0,45.666666666666664,225.5,15.666666666666664,203.5,115.5,58.0
2018-03-29 12:00:00,267.5,268.5,268.75,41.25,230.75,11.25,204.75,118.25,56.75
2018-03-29 16:00:00,330.25,324.75,324.5,54.25,273.75,24.25,254.5,147.0,74.25
2018-03-29 20:00:00,335.75,335.5,335.75,61.0,276.0,31.0,259.75,140.75,72.33333333333333
2018-03-30 00:00:00,225.75,219.75,219.5,40.0,181.0,10.0,167.5,90.5,50.5
2018-03-30 04:00:00,231.5,228.75,229.25,48.666666666666664,183.25,18.666666666666664,172.0,91.5,49.75
2018-03-30 08:00:00,265.25,267.25,267.0,46.0,223.25,16.0,201.0,112.25,55.0
2018-03-30 12:00:00,268.75,263.0,263.25,39.666666666666664,227.75,9.666666666666664,202.75,119.5,56.25
2018-03-30 16:00:00,319.0,319.25,319.5,52.75,267.5,22.75,249.25,139.75,70.75
2018-03-30 20:00:00,332.75,328.75,328.75,61.666666666666664,268.0,31.666666666666664,251.5,136.25,71.5
2018-03-31 00:00:00,224.0,226.75,227.0,42.5,185.5,12.5,174.5,96.0,53.25
2018-03-31 04:00:00,214.25,212.75,212.75,39.5,173.75,9.5,160.25,88.0,46.666666666666664
2018-03-31 08:00:00,272.0,276.0,276.5,49.0,227.75,19.0,214.5,116.5,57.5
2018-03-31 12:00:00,277.0,268.0,268.5,44.0,226.5,14.0,209.0,118.5,59.5
2018-03-31 16:00:00,295.0,309.75,311.0,55.25,257.25,25.25,239.5,135.5,68.0
2018-03-31 20:00:00,319.5,315.75,315.5,59.75,258.0,29.75,242.5,129.5,69.0
2018-04-01 00:00:00,224.25,224.5,223.75,40.25,184.75,10.25,170.5,91.25,52.25
2018-04-01 04:00:00,205.25,207.0,208.0,40.5,170.25,10.5,156.0,86.5,46.0
2018-04-01 08:00:00,257.5,259.25,259.75,55.5,205.5,25.5,191.75,94.0,47.5
2018-04-01 12:00:00,274.75,272.0,273.25,52.5,223.25,22.5,206.25,112.25,54.75
2018-04-01 16:00:00,319.25,319.5,320.0,61.0,259.0,31.0,243.25,128.25,66.25
2018-04-01 20:00:00,323.5,316.25,316.5,62.0,256.5,32.0,241.5,126.25,69.25
2018-04-02 00:00:00,222.0,214.0,213.75,38.666666666666664,175.25,8.666666666666664,161.25,86.5,48.5
2018-04-02 04:00:00,227.5,227.25,227.5,44.75,183.0,14.75,169.0,88.5,48.25
2018-04-02 08:00:00,257.75,269.5,269.5,47.5,222.75,17.5,204.5,113.5,58.5
2018-04-02 12:00:00,256.75,259.25,260.25,38.75,224.25,8.75,200.5,115.5,56.25
2018-04-02 16:00:00,325.25,322.0,322.25,55.25,271.25,25.25,254.75,145.75,73.75
2018-04-02 20:00:00,336.75,329.0,329.5,58.5,273.25,28.5,256.25,138.25,72.33333333333333
2018-04-03 00:00:00,222.25,217.75,217.5,39.0,180.25,9.0,165.25,90.0,51.666666666666664
2018-04-03 04:00:00,228.75,227.75,228.25,44.75,184.0,14.75,171.0,91.25,47.75
2018-04-03 08:00:00,267.75,268.0,267.75,47.75,221.25,17.75,204.5,114.75,57.0
2018-04-03 12:00:00,270.0,267.75,267.75,39.25,230.25,9.25,205.25,120.25,57.5
2018-04-03 16:00:00,321.75,318.25,318.75,51.75,269.0,21.75,253.0,141.75,70.0
2018-04-03 20:00:00,331.25,327.75,328.5,62.0,269.75,32.0,255.25,139.5,74.25
2018-04-04 00:00:00,227.25,221.0,220.75,39.0,183.5,9.0,167.5,93.25,51.25
2018-04-04 04:00:00,227.5,225.25,225.25,44.75,181.25,14.75,169.0,87.25,48.75
2018-04-04 08:00:00,277.0,278.0,278.25,51.5,228.75,21.5,207.5,118.0,60.25
2018-04-04 12:00:00,284.0,282.75,283.0,48.5,236.25,18.5,212.25,123.5,66.0
2018-04-04 16:00:00,340.0,337.75,337.25,57.0,281.25,27.0,263.5,148.25,74.75
2018-04-04 20:00:00,337.75,335.0,335.25,60.0,277.25,30.0,259.0,141.5,74.25
2018-04-05 00:00:00,221.75,216.5,216.0,39.5,178.75,9.5,166.5,90.75,51.0
2018-04-05 04:00:00,230.0,233.5,233.5,44.25,190.5,14.25,175.5,93.5,52.0
2018-04-05 08:00:00,285.25,287.75,288.5,55.25,234.0,25.25,211.5,120.5,62.5
2018-04-05 12:00:00,296.5,298.25,298.0,48.75,249.75,18.75,224.25,134.0,67.75
2018-04-05 16:00:00,342.25,349.0,348.75,60.75,290.5,30.75,270.5,153.25,79.5
2018-04-05 20:00:00,337.75,336.25,337.25,61.0,277.5,31.0,258.25,141.75,76.0
2018-04-06 00:00:00,225.0,224.0,223.5,39.666666666666664,184.0,9.666666666666664,171.5,94.25,54.25
2018-04-06 04:00:00,229.75,232.5,232.75,46.5,188.25,16.5,174.75,95.25,53.0
2018-04-06 08:00:00,278.25,275.5,276.5,49.0,228.5,19.0,205.25,114.25,56.25
2018-04-06 12:00:00,269.75,268.75,269.0,40.666666666666664,230.75,10.666666666666664,207.0,120.75,58.75
2018-04-06 16:00:00,339.25,338.5,338.5,56.75,283.25,26.75,264.5,150.5,76.25
2018-04-06 20:00:00,341.5,339.75,340.0,61.25,280.0,31.25,259.75,141.75,74.75
2018-04-07 00:00:00,226.75,228.0,228.25,41.0,187.25,11.0,171.5,92.5,49.0
2018-04-07 04:00:00,214.5,219.25,219.25,40.0,180.25,10.0,166.0,91.25,50.0
2018-04-07 08:00:00,285.0,284.0,283.5,51.75,235.5,21.75,219.25,118.25,59.25
2018-04-07 12:00:00,281.5,280.0,280.5,43.25,238.5,13.25,220.5,125.0,63.5
2018-04-07 16:00:00,318.5,319.0,319.0,52.5,267.25,22.5,250.0,140.25,67.75
2018-04-07 20:00:00,330.0,327.0,326.75,59.0,268.5,29.0,249.5,136.5,72.0
2018-04-08 00:00:00,225.5,225.0,225.25,41.75,184.75,11.75,171.25,93.25,54.0
2018-04-08 04:00:00,204.0,208.0,208.5,42.0,169.25,12.0,154.0,83.0,44.5
2018-04-08 08:00:00,255.25,258.5,257.75,54.0,204.5,24.0,190.0,97.25,48.0
2018-04-08 12:00:00,261.5,262.75,263.0,47.5,216.75,17.5,199.25,105.0,53.75
2018-04-08 16:00:00,316.75,317.75,318.0,59.75,258.0,29.75,241.25,124.25,67.5
2018-04-08 20:00:00,324.5,323.5,324.75,63.75,261.0,33.75,245.25,127.25,74.0
2018-04-09 00:00:00,217.75,218.25,218.25,40.333333333333336,178.5,10.333333333333336,162.25,85.75,49.5
2018-04-09 04:00:00,228.75,227.25,227.5,46.5,184.25,16.5,169.0,89.75,47.75
2018-04-09 08:00:00,269.25,270.75,270.5,45.0,227.0,15.0,205.75,115.75,57.25
2018-04-09 12:00:00,268.5,268.0,267.5,40.25,230.0,10.25,205.25,120.75,57.0
2018-04-09 16:00:00,323.5,326.75,327.25,53.25,274.5,23.25,258.0,145.5,71.25
2018-04-09 20:00:00,337.25,333.75,334.25,60.5,274.5,30.5,257.25,139.25,74.75
2018-04-10 00:00:00,220.25,219.5,219.75,39.666666666666664,180.25,9.666666666666664,166.5,90.0,51.5
2018-04-10 04:00:00,224.75,227.75,228.5,45.0,183.0,15.0,171.5,93.5,50.666666666666664
2018-04-10 08:00:00,264.25,265.25,265.75,44.5,222.5,14.5,201.5,114.0,55.5
2018-04-10 12:00:00,265.25,264.0,264.5,38.75,228.0,8.75,201.75,118.75,56.0
2018-04-10 16:00:00,319.25,319.5,319.25,52.25,269.25,22.25,252.25,141.75,71.75
2018-04-10 20:00:00,335.0,332.75,332.75,59.0,274.5,29.0,258.25,139.75,76.0
2018-04-11 00:00:00,220.75,221.0,220.75,40.0,183.5,10.0,170.0,92.5,52.0
2018-04-11 04:00:00,224.5,223.5,224.5,45.0,181.75,15.0,168.25,88.75,49.0
2018-04-11 08:00:00,260.25,262.75,262.5,46.25,219.0,16.25,197.25,109.75,54.0
2018-04-11 12:00:00,257.0,259.75,260.75,39.0,223.75,9.0,198.5,115.75,56.5
2018-04-11 16:00:00,257.0,320.5,320.5,52.25,269.5,22.25,251.5,143.0,70.25
2018-04-11 20:00:00,257.0,329.75,329.75,58.25,273.25,28.25,256.75,141.0,74.25
2018-04-12 00:00:00,226.75,215.75,215.75,39.5,177.5,9.5,166.25,90.5,49.0
2018-04-12 04:00:00,226.0,226.25,226.5,45.25,183.75,15.25,170.75,90.75,49.0
2018-04-12 08:00:00,255.75,262.0,262.25,42.666666666666664,218.25,12.666666666666664,198.5,112.0,53.25
2018-04-12 12:00:00,257.5,256.5,257.0,37.5,220.0,7.5,197.5,114.25,55.0
2018-04-12 16:00:00,285.0,312.5,312.25,50.5,262.25,20.5,243.75,137.75,70.5
2018-04-12 20:00:00,326.25,323.5,323.25,57.25,267.5,27.25,250.75,136.0,73.75
2018-04-13 00:00:00,215.0,214.0,214.25,39.5,176.0,9.5,164.0,90.0,51.25
2018-04-13 04:00:00,218.0,223.25,223.5,48.333333333333336,179.5,18.333333333333336,166.0,88.0,46.5
2018-04-13 08:00:00,266.5,266.25,266.25,47.0,222.0,17.0,199.75,114.0,57.25
2018-04-13 12:00:00,270.25,268.5,268.5,42.75,227.5,12.75,203.75,118.75,58.0
2018-04-13 16:00:00,325.25,322.5,322.75,54.25,270.25,24.25,250.0,142.25,70.5
2018-04-13 20:00:00,335.25,329.5,330.75,60.0,271.5,30.0,253.0,139.25,75.25
2018-04-14 00:00:00,232.5,227.5,227.5,41.25,186.0,11.25,172.75,94.25,52.25
2018-04-14 04:00:00,217.0,215.25,215.75,40.5,175.75,10.5,164.0,91.25,48.5
2018-04-14 08:00:00,300.25,302.25,302.5,59.75,244.25,29.75,231.5,125.0,61.75
2018-04-14 12:00:00,302.0,302.0,302.25,53.0,250.0,23.0,234.0,134.5,66.25
2018-04-14 16:00:00,338.25,340.5,340.5,59.75,281.75,29.75,266.5,148.75,73.0
2018-04-14 20:00:00,332.25,325.0,325.5,62.333333333333336,265.25,32.333333333333336,247.0,133.75,70.75
2018-04-15 00:00:00,230.25,224.25,224.5,40.75,185.5,10.75,170.0,90.5,51.5
2018-04-15 04:00:00,206.75,207.25,207.0,44.0,168.0,14.0,155.0,84.25,44.25
2018-04-15 08:00:00,258.5,257.25,257.5,53.75,205.5,23.75,189.75,94.75,46.25
2018-04-15 12:00:00,264.5,261.5,261.75,47.25,217.25,17.25,201.25,108.75,52.0
2018-04-15 16:00:00,307.25,305.5,306.0,59.5,245.5,29.5,232.0,121.5,62.25
2018-04-15 20:00:00,320.25,314.5,315.0,62.5,252.75,32.5,238.0,121.5,68.0
2018-04-16 00:00:00,217.25,212.0,211.25,40.0,173.25,10.0,159.5,83.75,47.25
2018-04-16 04:00:00,225.75,223.75,225.0,40.0,180.75,10.0,166.75,90.75,48.0
2018-04-16 08:00:00,260.75,259.5,260.25,46.5,214.0,16.5,192.75,106.0,52.75
2018-04-16 12:00:00,262.25,261.75,261.75,40.25,223.75,10.25,201.75,116.5,57.0
2018-04-16 16:00:00,312.5,311.75,312.25,52.5,261.75,22.5,246.25,139.0,70.75
2018-04-16 20:00:00,335.5,330.75,330.75,60.666666666666664,272.75,30.666666666666664,256.0,137.5,74.5
2018-04-17 00:00:00,223.0,218.75,218.5,37.0,179.75,7.0,166.25,89.0,51.25
2018-04-17 04:00:00,225.25,226.0,225.75,45.5,182.5,15.5,169.25,89.5,48.5
2018-04-17 08:00:00,258.5,259.0,259.5,45.666666666666664,214.75,15.666666666666664,195.75,109.75,54.0
2018-04-17 12:00:00,259.25,258.5,259.0,38.75,222.75,8.75,201.0,119.75,57.0
2018-04-17 16:00:00,316.5,316.0,315.75,50.25,266.0,20.25,250.0,139.75,70.5
2018-04-17 20:00:00,335.25,327.25,327.0,58.333333333333336,268.75,28.333333333333336,252.25,136.5,75.5
2018-04-18 00:00:00,222.0,219.5,220.0,40.25,181.5,10.25,167.5,90.0,50.5
2018-04-18 04:00:00,222.5,220.0,220.0,44.75,176.0,14.75,165.0,84.25,47.5
2018-04-18 08:00:00,254.25,257.5,257.25,45.75,215.75,15.75,194.75,106.5,53.75
2018-04-18 12:00:00,255.0,255.25,255.75,38.75,218.75,8.75,194.75,113.5,56.0
2018-04-18 16:00:00,315.75,315.75,316.0,52.25,264.75,22.25,247.75,140.25,71.5
2018-04-18 20:00:00,335.0,330.25,330.75,61.666666666666664,273.0,31.666666666666664,257.0,141.25,75.5
