month,passengers
1939,29.4595
1940,28.7775
1941,30.525
1942,35.9673
1943,34.8351
1944,24.9551
1945,11.1966
1946,16.4301
1947,28.1262
1948,25.9087
1949,22.2417
1950,9.2927
1951,8.6448
1952,21.6836
1953,19.616
1954,22.5286
1955,12.8696
1956,17.426
1957,21.0378
1958,12.6998
1959,9.4999
1960,20.8335
1961,17.3417
1962,29.9168
1963,36.6169
1964,22.4997
1965,18.0834
1966,12.1167
1967,18.0335
1968,17.3183
1969,24.8669
1970,21.5
1971,40.0671
1972,42.767
1973,46.3334
1974,35.9547
1975,22.1331
1976,14.925
1977,9.3916
1978,10.2585
1979,12.2251
1980,9.7366
1981,14.3668
1982,26.2666
1983,25.4001
1984,23.0667
1985,15.5667
1986,16.1334
1987,21.8667
1988,19.7667
1989,19.1752
1990,24.9416
1991,20.8084
1992,21.0587
1993,20.8966
1994,15.6919
1995,20.517
1996,31.1594
1997,31.6172
1998,34.0604
1999,24.1308
2000,17.2553
2001,15.1234
2002,14.0303
2003,22.7138
2004,18.4368
2005,18.2254
2006,15.5842
2007,17.0179
2008,20.6818
2009,19.8735
2010,21.4839
2011,16.9418
2012,12.0189
2013,14.1749
2014,11.1472
2015,12.1923
2016,11.8669
2017,14.1503
2018,13.9049
2019,10.7921
2020,11.0487
2021,11.0287
2022,14.8054
2023,13.7582
2024,13.2268
2025,11.4338
2026,10.046
2027,9.8437
2028,9.5087
2029,13.9584
2030,14.0567
2031,14.517
2032,10.0905
2033,10.7921
2034,11.2019
2035,10.7921
2036,12.1845
2037,12.0755
2038,16.7388
2039,17.4976
2040,15.8763
2041,14.3352
2042,11.5567
2043,10.0185
2044,9.4482
2045,7.5349
2046,5.7327
2047,5.3282
2048,4.8347
2049,7.5836
2050,7.7779
2051,8.3019
2052,11.8519
2053,12.6021
2054,17.9086
2055,16.9305
2056,12.8202
2057,14.3345
2058,15.8019
2059,14.2653
2060,14.4586
2061,13.7186
2062,15.0048
2063,14.6473
2064,16.3001
2065,18.7954
2066,16.3505
2067,15.7869
2068,15.4273
2069,13.8516
2070,14.2327
2071,13.3448
2072,13.6142
2073,14.8019
2074,13.903
2075,14.4683
2076,18.2208
2077,23.1185
2078,20.1721
2079,18.009
2080,17.4869
2081,19.2192
2082,24.254
2083,20.1309
2084,19.5657
2085,16.8661
2086,20.0965
2087,17.1949
2088,13.8305
2089,20.0059
2090,21.0842
2091,14.3491
2092,14.5115
2093,8.5332
2094,8.3421
2095,8.773
2096,8.7553
2097,7.5737
2098,8.9895
2099,14.1087
2100,10.4835
2101,7.0587
2102,15.8804
2103,12.6135
2104,22.3379
2105,21.7348
2106,21.3034
2107,16.9276
2108,13.9711
2109,13.1464
2110,13.7915
2111,17.2497
2112,22.3333
2113,32.5366
2114,30.4839
2115,39.3569
2116,62.4755
2117,67.7844
2118,65.4084
2119,85.7692
2120,86.6968
2121,72.6044
2122,50.9342
2123,51.1243
2124,56.5002
2125,52.1516
2126,57.985
2127,63.6191
2128,58.6806
2129,46.1625
2130,46.1695
2131,62.7617
2132,84.3161
2133,91.2741
2134,82.0278
2135,84.6807
2136,94.6311
2137,83.0809
2138,73.8396
2139,54.5606
2140,49.1301
2141,52.5053
2142,56.3417
2143,54.7172
2144,62.625
2145,69.9997
2146,83.0914
2147,84.3304
2148,69.6479
2149,83.3689
2150,83.6515
2151,85.89
2152,87.2544
2153,119.7346
2154,122.1959
2155,128
2156,112.6086
2157,93.7908
2158,90.3515
2159,84.56
2160,76.9223
2161,86.0008
2162,95.2281
2163,104.74
2164,81.4983
2165,68.307
2166,66.1184
2167,71.1302
2168,72.3925
2169,72.6926
2170,73.312
2171,79.9088
2172,77.5759
2173,69.7857
2174,56.6003
2175,57.3341
2176,60.7374
2177,58.0705
2178,70.3058
2179,91.908
2180,83.0283
2181,80.6928
2182,72.8182
2183,61.6451
2184,55.7771
2185,64.0351
2186,62.456
2187,65.4934
2188,59.0246
2189,59.28
2190,65.5697
2191,67.7468
2192,62.0662
2193,47.4572
2194,50.3893
2195,60.701
2196,53.0475
2197,48.7084
2198,63.9641
2199,72.2603
2200,62.3016
2201,55.6633
2202,72.1505
2203,57.7076
2204,72.3478
2205,82.7533
2206,66.7316
2207,57.7395
2208,56.9411
2209,62.714
2210,62.739
2211,88.3815
2212,106.4731
2213,110.7745
2214,80.6951
2215,81.0534
2216,93.4238
2217,80.414
2218,75.3104
2219,66.3063
2220,64.5723
2221,60.8848
2222,63.7835
2223,61.8692
2224,55.2978
2225,45.6508
2226,66.2964
2227,55.9512
2228,37.0596
2229,16.0728
2230,28.192
2231,27.567
2232,36.9063
2233,42.4474
2234,35.2174
2235,18.7339
2236,13.3998
2237,18.5088
2238,21.5901
2239,14.7174
2240,18.1002
2241,21.7964
2242,17.4072
2243,23.5633
2244,19.8083
2245,23.2084
2246,17.3417
2247,22.3116
2248,15.317
2249,10.2001
2250,13.0955
2251,12.2157
2252,9.5584
2253,9.825
2254,22.3083
2255,19.6417
2256,21.9083
2257,21.5898
2258,24.4501
2259,28.2732
2260,26.6499
2261,24.3849
2262,21.7432
2263,13.2334
2264,19.2799
2265,25.7335
2266,29.0085
2267,26.3752
2268,18.2748
2269,13.4811
2270,16.8847
2271,14.4089
2272,8.1833
2273,8.5418
2274,16.8752
2275,21.2586
2276,18.1759
2277,12.6667
2278,6.0982
2279,4.4335
2280,4.4335
2281,12.7669
2282,16.359
2283,15.5335
2284,12.5235
2285,20.6642
2286,13.6168
2287,9.2752
2288,15.6352
2289,13.1551
2290,14.8697
2291,16.1402
2292,13.3968
2293,10.0252
2294,16.5842
2295,19.7336
2296,18.3512
2297,17.6751
2298,7.2134
2299,5.5214
2300,5.3301
2301,5.5967
2302,10.5253
2303,11.7503
2304,15.5864
2305,19.2901
2306,21.0821
2307,20.8352
2308,24.18
2309,21.4584
2310,15.2013
2311,12.9358
2312,10.5652
2313,15.36
2314,14.6385
2315,14.4094
2316,12.7649
2317,12.8585
2318,11.6215
2319,11.5936
2320,11.3035
2321,11.8552
2322,18.6087
2323,15.1713
2324,11.0165
2325,10.8108
2326,9.4231
2327,9.5197
2328,10.451
2329,12.8578
2330,13.4329
2331,19.9336
2332,22.9852
2333,21.1686
2334,19.0568
2335,16.6098
2336,13.0595
2337,12.4598
2338,11.9587
2339,12.7383
2340,12.6934
2341,11.3531
2342,16.2251
2343,17.9222
2344,23.554
2345,26.3952
2346,25.8724
2347,20.9382
2348,17.3268
2349,14.0583
2350,10.4971
2351,14.6071
2352,13.0921
2353,13.0988
2354,16.154
2355,12.2934
2356,10.2247
2357,6.7775
2358,6.1865
2359,5.0752
2360,5.4718
2361,10.06
2362,9.3101
2363,7.976
2364,8.6236
2365,9.2234
2366,8.8525
2367,10.5234
2368,10.5331
2369,12.8016
2370,13.7987
2371,16.3505
2372,20.2017
2373,15.5252
2374,13.9277
2375,14.4714
2376,13.9835
2377,14.5752
2378,14.4602
2379,10.6417
2380,15.5991
2381,11.7425
2382,9.2631
2383,7.8805
2384,28.7336
2385,50.5484
2386,46.3417
2387,28.908
2388,14.792
2389,11.8893
2390,15.5865
2391,16.9503
2392,17.8253
2393,18.6867
2394,35.4366
2395,30.7699
2396,36.8753
2397,32.0665
2398,25.4334
2399,27.5965
2400,25.2333
2401,31.6515
2402,32.3078
2403,31.7481
2404,46.3569
2405,49.5699
2406,56.7759
2407,55.6204
2408,74.2034
2409,73.5996
2410,78.2421
2411,90.2305
2412,82.2615
2413,89.6692
2414,96.3534
2415,90.6417
2416,77.4456
2417,70.7621
2418,69.9685
2419,72.6653
2420,55.4358
2421,54.5116
2422,60.0031
2423,77.0433
2424,79.7918
2425,80.5148
2426,88.4441
2427,81.6419
2428,66.0362
2429,71.0831
2430,77.462
2431,64.1538
2432,48.6348
2433,63.4459
2434,78.7996
2435,84.6133
2436,73.3372
2437,61.7067
2438,72.5273
2439,80.2415
2440,82.8209
2441,80.7445
2442,79.5896
2443,89.0604
2444,107.1046
2445,120.2656
2446,103.5099
2447,97.1825
2448,95.088
2449,94.9306
2450,84.9957
2451,74.1831
2452,81.2507
2453,86.218
2454,88.3172
2455,89.8274
2456,86.1181
2457,72.1135
2458,76.5944
2459,64.834
2460,64.2743
2461,73.3702
2462,74.3614
2463,59.7215
2464,54.0993
2465,71.4419
2466,74.9887
2467,59.7399
2468,48.5023
2469,65.0255
2470,71.564
2471,68.6531
2472,78.8882
2473,105.3646
2474,126.0365
2475,152.218
2476,138.2861
2477,102.7685
2478,108.1137
2479,109.0806
2480,78.3516
2481,73.529
2482,79.076
2483,81.0838
2484,69.3584
2485,80.0718
2486,94.6589
2487,88.5442
2488,98.0751
2489,90.5041
2490,81.0081
2491,70.8838
2492,66.0938
2493,61.6061
2494,73.4186
2495,67.6735
2496,83.6823
2497,95.2441
2498,88.5354
2499,99.0242
2500,112.8045
2501,112.3894
2502,111.8318
2503,104.1341
2504,111.2424
2505,116.0274
2506,88.864
2507,96.4958
2508,77.3877
2509,64.33
2510,67.6853
2511,71.8696
2512,81.6419
2513,80.411
2514,67.844
2515,58.48
2516,59.3965
2517,63.6318
2518,61.5973
2519,54.8031
2520,42.4417
2521,38.97
2522,32.8605
2523,43.1004
2524,41.858
2525,29.7231
2526,35.4301
2527,38.4009
2528,47.2671
2529,44.1153
2530,34.3715
2531,32.8908
2532,38.3852
2533,52.5011
2534,48.2368
2535,49.2722
2536,51.7568
2537,37.8101
2538,49.8985
2539,53.3021
2540,43.7032
2541,58.5207
2542,57.6397
2543,41.6634
2544,30.9281
2545,38.4035
2546,49.0803
2547,39.9269
2548,56.9965
2549,49.6067
2550,43.45
2551,42.9833
2552,40.4836
2553,31.2909
2554,28.9217
2555,17.8716
2556,20.9085
2557,23.3002
2558,23.1586
2559,26.5928
2560,25.7934
2561,35.648
2562,51.759
2563,51.0003
2564,47.0052
2565,32.7918
2566,23.7633
2567,17.2766
2568,21.1107
2569,17.8324
2570,18.8919
2571,23.1104
2572,37.0173
2573,39.4247
2574,38.9421
2575,35.1988
2576,31.5081
2577,21.1563
2578,13.8281
2579,19.6466
2580,17.2839
2581,18.4635
2582,15.405
2583,15.6586
2584,13.099
2585,19.442
2586,21.6064
2587,23.0067
2588,23.2444
2589,21.5592
2590,24.1284
2591,18.9503
2592,13.362
2593,9.8731
2594,19.442
2595,15.7031
2596,10.0346
2597,8.6002
2598,12.0908
2599,15.101
2600,6.9584
2601,6.0918
2602,5.8623
2603,2.6
2604,2.5668
2605,3.1146
2606,7.3168
2607,7.5251
2608,3.0031
2609,1.2834
2610,1.2366
2611,1.225
2612,6.6751
2613,8.1067
2614,10.925
2615,9.1101
2616,11.4642
2617,12.6703
2618,17.5917
2619,15.3083
2620,12.392
2621,11.8184
2622,8.5802
2623,9.2085
2624,8.6636
2625,9.5087
2626,9.5087
2627,13.5231
2628,13.0337
2629,13.1634
2630,10.9328
2631,9.8115
2632,13.8782
2633,13.2569
2634,10.9753
2635,9.5296
2636,9.0853
2637,9.7302
2638,9.0601
2639,9.4186
2640,8.7499
2641,11.5026
2642,15.8561
2643,15.6364
2644,10.9468
2645,8.8879
2646,6.208
2647,5.9599
2648,4.9584
2649,8.2635
2650,14.8001
2651,12.2299
2652,13.935
2653,11.8582
2654,9.3966
2655,8.218
2656,8.9332
2657,9.5251
2658,8.2775
2659,6.5499
2660,5.4169
2661,9.7084
2662,10.3336
2663,9.4751
2664,10.1172
2665,11.167
2666,11.7503
2667,12.888
2668,7.9317
2669,15.917
2670,14.8998
2671,30.7151
2672,38.0417
2673,40.6588
2674,30.1082
2675,19.0046
2676,13.3834
2677,5.413
2678,12.9964
2679,11.9919
2680,5.2518
2681,9.8836
2682,22.9017
2683,31.0569
2684,31.1668
2685,15.0933
2686,22.1581
2687,33.0714
2688,34.5669
2689,39.7835
2690,46.9484
2691,39.3574
2692,37.6083
2693,38.3166
2694,55.4501
2695,43.208
2696,38.938
2697,44.033
2698,43.1172
2699,59.8164
2700,70.5729
2701,64.8815
2702,61.7665
2703,71.8827
2704,73.5519
2705,108.1979
2706,100.633
2707,90.6154
2708,67.7327
2709,61.7751
2710,63.8164
2711,53.7942
2712,44.9254
2713,51.0054
2714,55.3825
2715,83.5161
2716,101.5949
2717,96.0965
2718,79.2784
2719,69.8807
2720,78.6413
2721,69.1578
2722,69.9071
2723,80.2459
2724,83.7633
2725,94.8488
2726,81.0688
2727,95.1023
2728,87.9116
2729,100.8644
2730,136.907
2731,120.9178
2732,118.0451
2733,123.1957
2734,122.9116
2735,122.2341
2736,102.8938
2737,98.3468
2738,85.2991
2739,94.5611
2740,78.2412
2741,73.6816
2742,75.5363
2743,74.6639
2744,73.1073
2745,69.3031
2746,64.3395
2747,59.3406
2748,61.8307
2749,78.758
2750,72.7537
2751,61.9852
2752,58.7923
2753,60.933
2754,65.1351
2755,54.2707
2756,60.7623
2757,62.5917
2758,63.1033
2759,62.1802
2760,52.7264
2761,50.7925
2762,55.8082
2763,66.1874
2764,70.0085
2765,71.1354
2766,73.2121
2767,79.1627
2768,63.2811
2769,94.0789
2770,95.0194
2771,93.0856
2772,82.1195
2773,73.1606
2774,79.0625
2775,93.8195
2776,99.2067
2777,94.2545
2778,90.439
2779,72.4488
2780,47.178
2781,59.8022
2782,78.9416
2783,113.7706
2784,132.5081
2785,123.4264
2786,104.9386
2787,105.7992
2788,102.3439
2789,92.8555
2790,96.2834
2791,118.7883
2792,82.4287
2793,58.9418
2794,89.0594
2795,98.4142
2796,80.6342
2797,80.9038
2798,78.5366
2799,87.3087
2800,74.3582
2801,44.6415
2802,49.7883
2803,57.529
2804,53.8168
2805,59.112
2806,58.6214
2807,43.8248
2808,49.1895
2809,65.5609
2810,62.1696
2811,63.0501
2812,51.2996
2813,42.4848
2814,29.3166
2815,35.7866
2816,27.9166
2817,29.0431
2818,28.8251
2819,19.7581
2820,37.5919
2821,52.3717
2822,76.4338
2823,76.8383
2824,71.9847
2825,55.6587
2826,55.2503
2827,69.7837
2828,64.4913
2829,45.9479
2830,36.9582
2831,42.3216
2832,50.7245
2833,40.4666
2834,25.2447
2835,35.1552
2836,36.0584
2837,36.7671
2838,36.1085
2839,38.0316
2840,50.6151
2841,47.7428
2842,41.5395
2843,35.2787
2844,35.7083
2845,48.5921
2846,53.5517
2847,45.0452
2848,40.5169
2849,35.2994
2850,32.1915
2851,31.7919
2852,37.8669
2853,53.405
2854,40.1181
2855,24.735
2856,29.3581
2857,30.531
2858,31.1
2859,32.8752
2860,36.0386
2861,29.8969
2862,35.8804
2863,34.2802
2864,34.0799
2865,30.7465
2866,25.8669
2867,26.4435
2868,24.8337
2869,23.9889
2870,25.6001
2871,20.8575
2872,21.9504
2873,21.0413
2874,20.5007
2875,20.9413
2876,15.7092
2877,11.0502
2878,10.1665
2879,10.4085
2880,10.7065
2881,10.355
2882,8.8724
2883,9.8635
2884,18.6061
2885,20.8252
2886,18.1586
2887,20.931
2888,15.7137
2889,8.5583
2890,16.7017
2891,13.7165
2892,12.1252
2893,12.6014
2894,9.3683
2895,7.2251
2896,5.8884
2897,5.7169
2898,12.4504
2899,11.2558
2900,9.8252
2901,8.2717
2902,8.1749
2903,12.3467
2904,13.5335
2905,15.0234
2906,19.3919
2907,14.1349
2908,9.8368
2909,9.2419
2910,13.4086
2911,17.2168
2912,11.92
2913,9.3967
2914,5.11
2915,3.6833
2916,3.6814
2917,5.0218
2918,5.538
2919,5.0752
2920,10.2134
2921,9.2419
2922,9.8836
2923,10.2219
2924,8.5018
2925,6.1852
2926,5.215
2927,6.3586
2928,5.9581
2929,5.6585
2930,4.6039
2931,3.0917
2932,3.0917
2933,3.0962
2934,7.9585
2935,8.4396
2936,8.6002
2937,10.8267
2938,9.2419
2939,10.9652
2940,12.8585
2941,10.64
2942,16.3583
2943,18.316
2944,17.479
2945,15.9192
2946,10.9754
2947,8.9368
2948,7.4341
2949,8.0433
2950,13.7588
2951,12.9457
2952,16.0102
2953,14.8421
2954,23.2467
2955,19.9069
2956,10.9232
2957,6.9419
2958,11.9194
2959,18.7336
2960,17.4834
2961,27.4745
2962,27.5536
2963,15.9788
2964,14.8918
2965,12.5352
2966,18.4051
2967,18.8587
2968,26.6935
2969,28.4451
2970,40.3634
2971,39.4388
2972,39.3303
2973,38.9926
2974,29.3386
2975,24.7184
2976,24.8265
2977,45.6751
2978,48.4061
2979,43.8403
2980,47.0249
2981,43.4425
2982,47.2488
2983,52.3212
2984,70.643
2985,76.7338
2986,73.2181
2987,71.3832
2988,74.2088
2989,82.7912
2990,73.2595
2991,75.6723
2992,60.3795
2993,46.1093
2994,49.7594
2995,32.1563
2996,42.6717
2997,53.5453
2998,56.3137
2999,78.941
3000,87.2385
3001,68.6965
3002,79.4927
3003,90.5383
3004,77.3986
3005,79.7044
3006,64.633
3007,64.7626
3008,55.7401
3009,47.3978
3010,64.6624
3011,85.0007
3012,99.2113
3013,94.0445
3014,96.429
3015,95.2741
3016,123.499
3017,126.684
3018,118.6658
3019,103.9189
3020,100.7651
3021,105.317
3022,107.8863
3023,109.7326
3024,117.8734
3025,107.3968
3026,121.6279
3027,122.5099
3028,135.0367
3029,114.887
3030,111.1536
3031,93.1061
3032,98.7072
3033,108.018
3034,105.5611
3035,79.2066
3036,71.7519
3037,68.9474
3038,68.4323
3039,68.3772
3040,117.3182
3041,119.1576
3042,105.287
3043,105.3473
3044,114.3616
3045,75.8261
3046,68.1077
3047,63.0932
3048,84.2694
3049,112.8512
3050,91.0183
3051,93.7891
3052,69.6356
3053,65.2635
3054,58.4071
3055,69.7421
3056,76.7782
3057,95.9374
3058,91.4708
3059,131.6353
3060,141.4791
3061,109.7593
3062,121.7349
3063,119.8758
3064,92.8058
3065,76.8888
3066,71.7796
3067,69.8275
3068,73.43
3069,83.0038
3070,91.8171
3071,93.8096
3072,98.441
3073,102.1921
3074,89.7662
3075,106.0127
3076,93.398
3077,88.6179
3078,103.5606
3079,101.5081
3080,74.9014
3081,79.2187
3082,97.0663
3083,89.3061
3084,85.6495
3085,92.969
3086,75.4213
3087,69.7369
3088,62.3288
3089,60.8425
3090,61.271
3091,55.5941
3092,70.1095
3093,70.5027
3094,54.4837
3095,54.0246
3096,51.2482
3097,49.9766
3098,48.9874
3099,34.9849
3100,25.3582
3101,19.0804
3102,18.2719
3103,22.8509
3104,27.2556
3105,41.7586
3106,42.1614
3107,25.3584
3108,32.0752
3109,33.9775
3110,25.8666
3111,32.0446
3112,31.5584
3113,31.1257
3114,37.2485
3115,54.3404
3116,46.7129
3117,24.5414
3118,28.4685
3119,36.5701
3120,45.9837
3121,54.0229
3122,37.8884
3123,23.2625
3124,24.5243
3125,26.4683
3126,15.6072
3127,24.6285
3128,18.2798
3129,29.8269
3130,51.2921
3131,46.1419
3132,47.155
3133,39.1263
3134,28.6084
3135,27.9599
3136,40.7833
3137,37.6503
3138,41.8252
3139,44.3585
3140,49.8701
3141,43.9502
3142,41.6416
3143,30.7971
3144,33.1671
3145,38.7369
3146,35.8002
3147,27.8225
3148,18.5718
3149,16.9409
3150,22.5839
3151,18.0419
3152,13.3318
3153,12.9753
3154,17.7837
3155,22.4815
3156,21.7428
3157,27.4005
3158,29.0996
3159,19.5149
3160,12.5266
3161,10.0924
3162,14.2587
3163,18.9784
3164,12.2402
3165,7.5491
3166,6.3586
3167,7.0003
3168,20.7756
3169,20.2568
3170,15.6465
3171,14.8799
3172,14.4754
3173,17.8419
3174,12.6884
3175,19.1219
3176,19.6065
3177,20.8498
3178,19.7566
3179,24.927
3180,19.8691
3181,20.9487
3182,18.3068
3183,13.5309
3184,12.5687
3185,15.8783
3186,16.1559
3187,18.6979
3188,11.9103
3189,9.8867
3190,14.1868
3191,13.8232
3192,16.8503
3193,18.1864
3194,15.6902
3195,19.1839
3196,18.3103
3197,13.4564
3198,8.6411
3199,6.5246
3200,11.167
3201,11.9132
3202,8.0214
3203,8.108
3204,7.1965
3205,6.6566
3206,7.047
3207,11.2254
3208,16.8921
3209,12.8337
3210,23.258
3211,18.2457
3212,10.8919
3213,5.8396
3214,5.1734
3215,7.0587
3216,7.947
3217,11.2254
3218,9.8869
3219,7.2064
3220,6.7953
3221,6.417
3222,6.1796
3223,12.4971
3224,10.0635
3225,11.9737
3226,12.9383
3227,21.4287
3228,18.1338
3229,13.6746
3230,11.1524
3231,11.729
3232,15.6434
3233,15.7002
3234,15.7799
3235,11.9838
3236,12.1114
3237,10.4131
3238,11.1654
3239,10.2139
3240,10.489
3241,8.6488
3242,7.5116
3243,6.4289
3244,5.0752
3245,11.167
3246,11.167
3247,12.1733
3248,24.0436
3249,20.4254
3250,22.4003
3251,17.1558
3252,26.128
3253,34.3419
3254,31.1217
3255,17.6675
3256,13.2666
3257,10.8418
3258,9.1668
3259,30.1236
3260,28.4232
3261,37.5418
3262,53.9428
3263,48.2
3264,39.9865
3265,30.9625
3266,18.0529
3267,41.6498
3268,47.2633
3269,36.4247
3270,56.477
3271,56.4732
3272,64.2287
3273,61.9031
3274,61.988
3275,84.0496
3276,115.7879
3277,115.8235
3278,127.0507
3279,115.43
3280,99.8291
3281,82.2495
3282,104.0364
3283,94.8608
3284,120.9081
3285,98.0378
3286,83.2116
3287,79.2627
3288,107.9219
3289,109.5378
3290,127.4928
3291,139.5427
3292,131.7319
3293,136.9094
3294,120.4368
3295,119.376
3296,141.2721
3297,152.0533
3298,151.9098
3299,163.7074
3300,159.5408
3301,128.1196
3302,134.4069
3303,160.0846
3304,164.4962
3305,149.2552
3306,175.9621
3307,190.2298
3308,191.2122
3309,212.1033
3310,197.615
3311,172.3279
3312,136.8787
3313,127.3701
3314,141.0188
3315,137.5164
3316,135.4479
3317,159.6642
3318,147.4588
3319,111.9872
3320,91.4342
3321,119.2214
3322,97.3782
3323,93.1916
3324,92.1311
3325,86.8398
3326,124.7547
3327,143.0009
3328,148.342
3329,148.6611
3330,145.8375
3331,129.627
3332,108.4137
3333,83.9428
3334,94.6937
3335,103.4153
3336,116.5489
3337,115.2496
3338,113.8978
3339,135.4786
3340,134.8633
3341,108.9012
3342,103.0653
3343,87.9396
3344,83.5842
3345,102.2736
3346,97.6218
3347,114.495
3348,96.2514
3349,74.9355
3350,86.9102
3351,100.3722
3352,121.686
3353,122.7949
3354,118.0055
3355,125.4881
3356,119.8665
3357,112.067
3358,119.2434
3359,124.014
3360,104.8583
3361,99.8583
3362,112.7278
3363,130.1233
3364,120.6524
3365,93.1396
3366,92.9623
3367,98.1193
3368,132.4489
3369,140.8416
3370,117.5071
3371,130.9517
3372,104.4678
3373,107.0278
3374,85.2076
3375,92.6255
3376,95.4761
3377,82.7933
3378,75.9148
3379,70.8195
3380,72.0488
3381,77.93
3382,73.2559
3383,57.3373
3384,42.0281
3385,26.4414
3386,30.8637
3387,36.3433
3388,51.0787
3389,49.2499
3390,54.5592
3391,48.2868
3392,29.9613
3393,34.9752
3394,38.1167
3395,49.6506
3396,54.0648
3397,46.8918
3398,44.5769
3399,49.9254
3400,47.0106
3401,46.5419
3402,49.5624
3403,49.4905
3404,45.4335
3405,55.4969
3406,66.6851
3407,52.3935
3408,51.5734
3409,60.124
3410,74.3756
3411,70.4821
3412,77.8604
3413,71.2016
3414,47.7365
3415,30.6862
3416,32.1516
3417,37.1338
3418,33.4434
3419,27.6214
3420,31.6514
3421,29.0283
3422,44.5006
3423,45.6768
3424,33.7435
3425,20.8132
3426,25.8766
3427,35.7421
3428,29.4749
3429,26.2436
3430,21.1528
3431,19.946
3432,20.8215
3433,20.1421
3434,27.6635
3435,23.5086
3436,12.7419
3437,20.3039
3438,27.667
3439,25.0784
3440,27.7817
3441,15.9399
3442,24.1297
3443,32.1419
3444,32.022
3445,27.6353
3446,11.6482
3447,9.2419
3448,18.217
3449,15.1714
3450,11.4068
3451,12.5835
3452,8.7285
3453,7.9435
3454,7.2192
3455,12.3336
3456,16.577
3457,12.1151
3458,14.5931
3459,15.3368
3460,15.9935
3461,17.2583
3462,12.7318
3463,8.0199
3464,4.4335
3465,4.324
3466,3.7918
3467,4.2947
3468,7.4967
3469,6.6751
3470,9.7834
3471,7.3168
3472,5.6001
3473,5.3435
3474,4.2946
3475,5.3867
3476,5.1101
3477,6.3586
3478,10.27
3479,10.2768
3480,9.9035
3481,9.2185
3482,11.8483
3483,9.2419
3484,6.5418
3485,5.0752
3486,9.8836
3487,14.692
3488,7.5613
3489,5.8531
3490,8.3032
3491,8.3913
3492,8.4599
3493,8.1752
3494,5.4167
3495,4.5048
3496,3.7584
3497,4.1176
3498,3.9901
3499,12.2133
3500,11.4835
3501,11.275
3502,12.1749
3503,7.3049
3504,6.6751
3505,7.8768
3506,8.0169
3507,5.0667
3508,4.1968
3509,2.7139
3510,2.4517
3511,3.2085
3512,3.2085
3513,3.4267
3514,7.3168
3515,7.9001
3516,8.1128
3517,13.175
3518,11.0248
3519,8.6598
3520,5.3742
3521,4.1233
3522,4.1999
3523,4.1999
3524,4.1999
3525,7.8698
3526,7.7249
3527,7.2253
3528,14.4925
3529,14.6416
3530,26.4423
3531,21.8005
3532,15.069
3533,13.5583
3534,6.3249
3535,16.1751
3536,15.6417
3537,19.1084
3538,18.6751
3539,25.9502
3540,26.5213
3541,24.3548
3542,18.175
3543,14.4733
3544,8.5083
3545,6.9082
3546,2.9416
3547,7.2584
3548,12.7417
3549,24.5085
3550,35.3102
3551,39.7087
3552,42.6595
3553,26.1962
3554,30.7332
3555,48.6264
3556,42.5666
3557,35.6028
3558,29.4831
3559,37.3012
3560,35.8412
3561,42.8242
3562,38.9209
3563,47.8106
3564,44.1387
3565,30.1881
3566,55.5003
3567,75.2047
3568,74.4786
3569,69.9743
3570,74.2811
3571,71.2412
3572,72.7395
3573,79.0451
3574,88.2786
3575,84.9584
3576,61.7392
3577,90.8659
3578,97.5776
3579,100.6557
3580,121.4497
3581,129.2117
3582,115.7362
3583,117.4567
3584,137.4877
3585,128.7266
3586,139.1288
3587,120.0661
3588,125.1345
3589,142.4664
3590,124.4242
3591,138.1824
3592,160.8539
3593,166.0364
3594,152.1855
3595,154.3671
3596,178.5069
3597,170.3253
3598,148.997
3599,141.5334
3600,146.2752
3601,141.103
3602,143.0042
3603,115.2705
3604,129.6988
3605,118.0733
3606,113.8368
3607,101.5968
3608,98.3896
3609,104.3704
3610,125.8291
3611,122.29
3612,128.2622
3613,129.9441
3614,125.9588
3615,140.5269
3616,118.3966
3617,123.4996
3618,116.5635
3619,123.2807
3620,117.6206
3621,120.7144
3622,107.385
3623,118.0189
3624,95.8137
3625,85.1303
3626,88.8272
3627,76.9719
3628,80.9591
3629,80.041
3630,87.428
3631,95.1463
3632,109.0297
3633,94.8502
3634,103.0917
3635,89.2603
3636,96.6941
3637,119.0909
3638,104.0399
3639,89.1204
3640,103.399
3641,111.2432
3642,106.9267
3643,133.2336
3644,154.7074
3645,149.7489
3646,127.8571
3647,122.7822
3648,105.1678
3649,118.3759
3650,118.8617
3651,115.1143
3652,113.6362
3653,113.1337
3654,106.8246
3655,114.2952
3656,100.234
3657,108.0322
3658,96.1031
3659,85.3556
3660,96.6687
3661,94.8056
3662,83.651
3663,73.337
3664,72.0881
3665,66.1878
3666,60.3457
3667,57.583
3668,63.4055
3669,65.7956
3670,67.9506
3671,67.3585
3672,65.0386
3673,50.8924
3674,41.4312
3675,23.9331
3676,20.3248
3677,23.1346
3678,28.8003
3679,27.4588
3680,37.3631
3681,36.1164
3682,32.0753
3683,32.4046
3684,37.5263
3685,38.2101
3686,23.6131
3687,25.7252
3688,47.5845
3689,53.1101
3690,50.6801
3691,47.8503
3692,43.767
3693,52.8169
3694,59.3281
3695,54.7647
3696,50.3118
3697,31.8813
3698,40.3161
3699,33.521
3700,27.05
3701,21.4266
3702,27.8534
3703,27.9009
3704,47.787
3705,60.9671
3706,63.6354
3707,42.9539
3708,47.7623
