month,passengers
177,48.3634
178,33.0648
179,28.7303
180,51.6702
181,45.6368
182,40.0882
183,35.5284
184,50.6389
185,54.7146
186,41.8084
187,36.5815
188,43.0318
189,48.5234
190,32.8867
191,27.4253
192,35.6152
193,26.0733
194,37.8254
195,41.0697
196,28.7697
197,27.3268
198,29.8083
199,30.5018
200,46.0914
201,34.3832
202,35.0569
203,47.3049
204,43.0585
205,27.8697
206,38.3517
207,49.9601
208,46.8749
209,34.1901
210,22.6881
211,28.5985
212,29.3884
213,36.2643
214,44.9834
215,53.5367
216,33.2712
217,27.5517
218,42.6383
219,53.9085
220,43.04
221,34.2087
222,37.7284
223,45.6714
224,30.2837
225,37.5729
226,27.3949
227,28.6201
228,29.9584
229,39.1967
230,39.0933
231,26.6697
232,25.9005
233,22.1413
234,28.4503
235,31.0714
236,30.8167
237,34.7884
238,23.7803
239,30.47
240,28.8245
241,32.2235
242,26.9768
243,25.8483
244,24.5699
245,31.2851
246,30.9881
247,36.6884
248,33.6049
249,27.2303
250,28.5246
251,21.9121
252,31.8583
253,25.1836
254,43.4833
255,24.5497
256,24.9765
257,23.785
258,31.2399
259,34.6886
260,32.0732
261,32.7818
262,30.4868
263,25.7347
264,27.7535
265,28.1385
266,26.7264
267,27.7447
268,34.6846
269,33.2373
270,34.9684
271,24.4953
272,24.7652
273,20.3363
274,23.5902
275,18.9579
276,18.3816
277,33.2004
278,42.8987
279,27.1262
280,26.1814
281,26.5049
282,20.2767
283,22.8618
284,25.4838
285,34.4783
286,3.1414
287,0
288,13.8036
289,21.0852
290,23.5765
291,27.1532
292,24.8416
293,24.2216
294,21.8338
295,20.0247
296,21.7565
297,20.7569
298,26.0436
299,27.1384
300,24.2911
301,18.8703
302,26.3115
303,28.27
304,26.127
305,25.3348
306,27.8649
307,21.7701
308,23.7648
309,19.4702
310,17.0031
311,16.1845
312,20.4101
313,21.017
314,23.6506
315,26.9846
316,22.2033
317,15.8785
318,17.0699
319,21.3236
320,20.7646
321,22.7433
322,21.49
323,23.7602
324,23.545
325,18.9852
326,23.4049
327,25.7499
328,20.4136
329,23.0266
330,19.2535
331,23.6516
332,18.4959
333,23.3098
334,20.5155
335,27.8973
336,23.8378
337,23.5433
338,28.792
339,26.1381
340,25.697
341,23.457
342,24.4881
343,24.0797
344,23.9532
345,24.4989
346,23.3289
347,20.3713
348,17.705
349,17.1447
350,18.8885
351,29.3553
352,33.5871
353,26.2436
354,23.2266
355,18.8558
356,18.761
357,17.1969
358,20.6302
359,18.2702
360,19.0882
361,14.5147
362,16.1937
363,24.3785
364,24.7328
365,24.4167
366,24.3969
367,23.88
368,21.7399
369,20.2635
370,20.9015
371,22.1503
372,24.9016
373,28.7081
374,24.3602
375,21.9661
376,24.0052
377,21.9364
378,29.7103
379,26.9068
380,27.4147
381,32.8276
382,32.9753
383,30.9019
384,28.9656
385,30.057
386,26.5118
387,24.0368
388,26.3578
389,32.2435
390,34.3999
391,32.6873
392,42.7102
393,41.5574
394,45.4067
395,50.3168
396,58.0604
397,45.5899
398,41.4348
399,58.321
400,80.4155
401,69.4135
402,69.5515
403,56.0234
404,45.6716
405,40.5489
406,46.4552
407,43.4733
408,29.2715
409,34.0448
410,33.9451
411,50.9049
412,45.5725
413,56.0364
414,41.5044
415,40.4587
416,34.3427
417,40.8589
418,43.3259
419,40.2995
420,46.309
421,42.9255
422,47.2671
423,44.8004
424,46.4257
425,45.2952
426,41.387
427,46.6953
428,40.1554
429,58.5835
430,51.5847
431,52.0461
432,61.4777
433,49.2018
434,56.1782
435,45.2487
436,54.2876
437,47.6018
438,53.6832
439,48.2326
440,48.261
441,55.9044
442,52.497
443,57.1871
444,51.9653
445,53.0785
446,51.5486
447,45.9382
448,39.3249
449,44.3186
450,50.126
451,62.1182
452,63.4873
453,70.8185
454,56.8503
455,64.4195
456,61.8886
457,74.5969
458,49.7199
459,30.6977
460,41.6152
461,44.897
462,55.3101
463,52.2647
464,40.8101
465,46.0456
466,37.5864
467,40.3187
468,41.7157
469,41.6915
470,32.9797
471,29.9244
472,52.2852
473,69.5059
474,57.3755
475,54.1072
476,46.5718
477,53.479
478,62.1312
479,59.9721
480,63.4607
481,60.3085
482,57.1171
483,44.1888
484,37.9867
485,45.2036
486,40.091
487,45.1668
488,45.1154
489,45.8573
490,47.4145
491,42.1167
492,45.2852
493,55.7142
494,45.3607
495,49.1933
496,34.2665
497,30.9079
498,38.9308
499,34.6297
500,48.2186
501,49.8702
502,48.9215
503,55.7695
504,62.1714
505,52.0898
506,61.3456
507,58.452
508,32.1079
509,28.8682
510,19.7146
511,28.5999
512,35.7072
513,36.0984
514,44.6933
515,38.41
516,31.8297
517,30.1337
518,41.1968
519,36.9051
520,32.6696
521,29.4232
522,28.5548
523,23.7052
524,32.2852
525,26.2283
526,41.2304
527,31.7479
528,41.0266
529,33.2467
530,37.4602
531,33.7362
532,27.7366
533,21.2235
534,25.9384
535,25.9585
536,38.2983
537,34.7068
538,31.7731
539,32.0117
540,36.3802
541,36.8984
542,26.1597
543,21.9618
544,20.0367
545,23.0035
546,25.0928
547,28.317
548,28.0584
549,35.7936
550,36.0982
551,29.5763
552,30.5618
553,34.533
554,32.3367
555,20.63
556,20.5839
557,17.8999
558,15.2593
559,24.5338
560,33.5207
561,28.1758
562,24.6565
563,25.1735
564,22.3884
565,29.5716
566,22.4334
567,24.1765
568,21.5887
569,17.8267
570,19.5765
571,25.3086
572,25.0103
573,17.8911
574,5.5681
575,0
576,0
577,0
578,0
579,0
580,4.1667
581,4.1667
582,4.1667
583,3.3999
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0.6417
612,1.2834
613,1.2834
614,1.8183
615,1.2834
616,1.2834
617,1.2834
618,1.9251
619,1.9251
620,2.5668
621,3.2085
622,2.96
623,3.8502
624,3.8502
625,4.4919
626,5.1336
627,6.417
628,6.417
629,6.25
630,5.4117
631,5.1336
632,5.1336
633,5.1336
634,5.1336
635,5.7498
636,6.2932
637,5.7753
638,5.7753
639,5.7753
640,5.393
641,8.6586
642,8.027
643,7.7168
644,3.4775
645,3.1634
646,3.0845
647,2.5668
648,3.3085
649,3.8502
650,5.1336
651,5.533
652,4.4919
653,5.043
654,3.9864
655,3.2085
656,3.8502
657,5.2336
658,5.75
659,5.1336
660,5.1336
661,5.7753
662,5.6219
663,4.9715
664,4.4919
665,8.0289
666,7.8016
667,10.2365
668,8.2714
669,12.5619
670,21.8887
671,16.745
672,16.0274
673,4.1927
674,4.7348
675,5.7169
676,19.0653
677,25.5922
678,31.6285
679,29.577
680,22.8052
681,23.8486
682,16.1087
683,13.0488
684,11.7658
685,16.0703
686,25.3341
687,28.9306
688,36.9423
689,28.8201
690,20.9162
691,23.1952
692,20.5713
693,13.8469
694,15.5254
695,20.5257
696,21.7404
697,26.2618
698,26.6389
699,17.5317
700,12.1442
701,18.1987
702,17.3987
703,18.3155
704,17.6615
705,25.9348
706,14.24
707,16.4388
708,29.1351
709,22.3159
710,19.4721
711,17.9351
712,18.2556
713,22.0485
714,22.425
715,27.3588
716,31.056
717,33.3217
718,51.3789
719,38.6216
720,21.6505
721,30.9652
722,21.8233
723,19.6749
724,22.9966
725,15.2543
726,7.6298
727,10.775
728,15.917
729,24.2911
730,28.1664
731,26.3918
732,33.9692
733,26.2371
734,18.149
735,19.2022
736,26.4422
737,20.2708
738,14.4676
739,15.3783
740,18.5369
741,20.5334
742,19.3944
743,14.5769
744,23.0838
745,24.8983
746,18.7803
747,15.1961
748,10.822
749,19.9488
750,17.1901
751,8.9002
752,6.9715
753,6.4385
754,15.3177
755,21.6656
756,26.1716
757,40.9004
758,40.5835
759,35.8668
760,24.0217
761,24.498
762,18.7684
763,23.0494
764,19.7385
765,16.4352
766,10.1015
767,16.1469
768,15.4856
769,24.5488
770,18.5375
771,18.4062
772,14.8788
773,11.5421
774,8.6586
775,12.8117
776,9.2348
777,15.7086
778,15.5566
779,10.9334
780,13.3351
781,15.215
782,10.7834
783,14.3568
784,22.4669
785,23.4003
786,13.4166
787,10.9002
788,20.9418
789,19.3217
790,14.7467
791,20.3752
792,18.5527
793,12.214
794,13.7835
795,12.87
796,7.8823
797,17.9502
798,29.7169
799,20.1166
800,13.635
801,16.3851
802,16.3618
803,13.225
804,9.1366
805,5.4501
806,4.45
807,1.9251
808,1.9251
809,5.9495
810,9.6168
811,9.6168
812,8.2083
813,12.6918
814,23.4003
815,18.5668
816,10.4839
817,5.1899
818,1.6083
819,4.8084
820,8.9417
821,8.9751
822,8.9751
823,4.7512
824,0
825,0
826,0
827,0
828,0
829,4.1667
830,4.1667
831,3.7666
832,0
833,4.1667
834,8.3334
835,5.3333
836,11.9334
837,6
838,0.7932
839,0
840,8.3334
841,8.3334
842,8.3334
843,7.0665
844,4.1667
845,7.9333
846,12.5001
847,15.3667
848,10
849,6.0333
850,1.6332
851,0
852,0
853,4.1667
854,4.1667
855,0.9666
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0.6417
865,0.6417
866,0.6417
867,0.6417
868,0.6417
869,0.6417
870,4.8084
871,4.8084
872,1.2083
873,0.6417
874,0.6417
875,0.0128
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0.6417
892,0.6417
893,0.6166
894,0
895,0
896,0
897,0.6417
898,1.2834
899,1.2834
900,2.5668
901,2.5668
902,2.5668
903,3.2085
904,3.2085
905,3.0549
906,3.2085
907,4.4919
908,4.3768
909,3.8502
910,3.8551
911,3.8502
912,3.8502
913,4.4919
914,4.4919
915,4.4919
916,4.4919
917,4.4919
918,4.4341
919,4.4528
920,4.4919
921,4.2998
922,3.8502
923,3.8502
924,3.8298
925,3.2085
926,3.2085
927,3.8502
928,4.4919
929,4.4919
930,5.1336
931,5.7753
932,5.7753
933,5.7753
934,5.9756
935,14.1087
936,26.3978
937,26.6088
938,25.5235
939,18.5185
940,11.3284
941,7.9736
942,8.3421
943,10.2672
944,13.7969
945,13.0452
946,13.1505
947,12.358
948,12.1884
949,10.6793
950,5.849
951,9.3753
952,5.7753
953,5.2317
954,5.4049
955,5.1336
956,6.2297
957,5.3098
958,10.5837
959,6.8518
960,7.0519
961,6.5436
962,6.0883
963,10.7525
964,29.7639
965,32.8223
966,31.4027
967,28.1667
968,18.2243
969,11.5562
970,9.4036
971,8.1685
972,13.1505
973,13.6437
974,18.0855
975,17.998
976,13.0629
977,12.6118
978,11.895
979,13.7367
980,12.1586
981,11.6869
982,11.6067
983,12.1903
984,14.9544
985,13.1874
986,7.9863
987,11.5715
988,11.6153
989,12.2717
990,19.1451
991,17.2871
992,13.7452
993,9.7987
994,15.138
995,17.9428
996,20.3838
997,23.3506
998,27.5567
999,34.9535
1000,28.1936
1001,23.3852
1002,28.4117
1003,21.5487
1004,13.5859
1005,12.1388
1006,17.0903
1007,12.3088
1008,17.5969
1009,25.909
1010,20.2999
1011,12.6439
1012,7.4319
1013,8.2119
1014,8.3421
1015,12.8254
1016,14.3016
1017,12.2985
1018,10.2054
1019,10.6901
1020,12.7756
1021,17.2401
1022,20.2788
1023,20.4521
1024,16.3738
1025,13.865
1026,18.0746
1027,27.0885
1028,20.9325
1029,17.9937
1030,11.2769
1031,8.7753
1032,20.5099
1033,19.5588
1034,12.9168
1035,10.5729
1036,15.0984
1037,13.7019
1038,18.8557
1039,20.1629
1040,19.2103
1041,21.903
1042,14.6332
1043,11.7084
1044,9.168
1045,18.1586
1046,16.4496
1047,12.3699
1048,12.2752
1049,9.3085
1050,8.5351
1051,12.8184
1052,17.389
1053,21.4717
1054,20.3085
1055,17.7837
1056,21.7418
1057,22.6685
1058,13.7415
1059,7.5118
1060,10.7785
1061,13.0251
1062,6.5176
1063,6.3586
1064,6.1329
1065,5.0752
1066,4.3046
1067,7.9585
1068,8.6002
1069,13.2281
1070,11.3564
1071,7.0334
1072,6.165
1073,2.5084
1074,1.8882
1075,6.0334
1076,6.0334
1077,7.8276
1078,5.4501
1079,9.6168
1080,6.4579
1081,4.8084
1082,1.1142
1083,8.3334
1084,8.3334
1085,3.3332
1086,4.1667
1087,4.1667
1088,2.0866
1089,0
1090,4.1667
1091,12.5001
1092,14.2667
1093,19.9001
1094,15.5031
1095,4.1667
1096,3.0466
1097,0
1098,0
1099,4.1667
1100,0.4333
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,4.1667
1110,8.3334
1111,10.45
1112,6.9633
1113,1.3666
1114,0
1115,0
1116,0
1117,4.1667
1118,4.1667
1119,1.3666
1120,4.1667
1121,3.7433
1122,0
1123,0
1124,0
1125,0
1126,4.1667
1127,4.1667
1128,1.8666
1129,0
1130,0
1131,4.1667
1132,4.1667
1133,4.1667
1134,4.1667
1135,0.8332
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,4.1667
1144,4.1667
1145,0.8766
1146,0
1147,0.6417
1148,0.6417
1149,0.6417
1150,0.6417
1151,0.6417
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0.6417
1166,0.6417
1167,0.6417
1168,0.6417
1169,0.6417
1170,0.6417
1171,0.6417
1172,0.6417
1173,0.6417
1174,1.2834
1175,1.2834
1176,1.2834
1177,1.2834
1178,1.2834
1179,0.8479
1180,0.6417
1181,0.6417
1182,1.2834
1183,1.9251
1184,1.9251
1185,2.5668
1186,2.5668
1187,2.2266
1188,1.9251
1189,2.5668
1190,2.5668
1191,2.5668
1192,3.6279
1193,3.2085
1194,3.8502
1195,3.8502
1196,4.3834
1197,5.1336
1198,5.7753
1199,5.2498
1200,6.417
1201,6.417
1202,6.417
1203,7.5447
1204,7.0587
1205,6.7583
1206,5.8651
1207,5.7753
1208,5.7753
1209,6.417
1210,5.8609
1211,4.6998
1212,6.8447
1213,7.0587
1214,7.2253
1215,6.4336
1216,6.853
1217,7.0219
1218,7.0587
1219,7.3364
1220,7.2102
1221,7.7004
1222,7.0726
1223,7.4245
1224,7.0587
1225,7.0587
1226,7.0587
1227,6.919
1228,6.417
1229,6.417
1230,7.0587
1231,7.7004
1232,7.7004
1233,7.1917
1234,7.0587
1235,7.2324
1236,6.417
1237,6.6713
1238,6.417
1239,6.3211
1240,5.1813
1241,4.1254
1242,3.2085
1243,3.2085
1244,3.8502
1245,3.5468
1246,3.8815
1247,4.4919
1248,4.2809
1249,3.5649
1250,4.4919
1251,8.6586
1252,6.4135
1253,10.9089
1254,12.834
1255,11.1951
1256,9.3485
1257,8.9358
1258,8.9168
1259,9.2447
1260,13.7687
1261,17.0416
1262,11.0551
1263,8.8467
1264,12.1068
1265,11.9583
1266,12.9335
1267,8.8034
1268,9.0953
1269,8.9838
1270,8.3568
1271,6.5492
1272,5.8515
1273,5.7753
1274,6.5819
1275,9.1833
1276,8.7818
1277,8.3414
1278,13.622
1279,13.0569
1280,10.0634
1281,10.683
1282,15.1405
1283,11.6162
1284,10.9037
1285,12.6031
1286,12.8287
1287,12.89
1288,16.682
1289,17.1454
1290,12.5337
1291,22.2346
1292,25.8499
1293,22.3052
1294,17.1688
1295,14.4699
1296,18.1935
1297,15.8858
1298,14.0269
1299,11.1335
1300,11.5288
1301,11.2435
1302,10.8505
1303,14.8767
1304,15.6052
1305,17.2033
1306,19.6251
1307,16.0654
1308,13.7202
1309,10.8253
1310,11.357
1311,11.2902
1312,11.2198
1313,14.2231
1314,16.2771
1315,11.6932
1316,10.2576
1317,7.6673
1318,6.9945
1319,12.6235
1320,12.5821
1321,9.7936
1322,8.5685
1323,8.1316
1324,9.4503
1325,10.5859
1326,8.3523
1327,12.5249
1328,15.8245
1329,15.617
1330,15.7969
1331,11.1836
1332,16.0616
1333,13.47
1334,12.6551
1335,13.0921
1336,8.8319
1337,11.6113
1338,12.4504
1339,8.0719
1340,11.5136
1341,11.7053
1342,17.2004
1343,19.1468
1344,10.2982
1345,13.5304
1346,11.8208
1347,11.2351
1348,12.7563
1349,12.8649
1350,16.4483
1351,13.665
1352,19.2785
1353,23.1752
1354,17.2399
1355,10.5831
1356,6.5034
1357,6.0313
1358,8.0591
1359,7.9001
1360,5.1198
1361,3.6669
1362,7.1575
1363,7.1112
1364,4.2554
1365,1.29
1366,5.4501
1367,8.7834
1368,4.4767
1369,1.2834
1370,1.2834
1371,6.7335
1372,6.7335
1373,5.5424
1374,1.2834
1375,1.2834
1376,1.9251
1377,1.9251
1378,1.9251
1379,1.9251
1380,1.9251
1381,1.9251
1382,6.0918
1383,10.2585
1384,11.7565
1385,12.0384
1386,7.3684
1387,3.0517
1388,2.5668
1389,2.5668
1390,2.5668
1391,2.5668
1392,2.5668
1393,2.5668
1394,2.2141
1395,1.2834
1396,5.3597
1397,8.9751
1398,7.275
1399,2.8583
1400,0.6417
1401,1.2834
1402,1.2834
1403,5.4501
1404,9.6168
1405,7.1167
1406,1.5415
1407,1.2834
1408,1.2834
1409,1.2834
1410,5.4501
1411,5.4501
1412,5.4501
1413,5.4501
1414,4.8466
1415,0.9069
1416,0.6417
1417,4.8084
1418,8.443
1419,7.19
1420,0.3999
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0.6417
1427,0.6417
1428,0.6417
1429,0.6417
1430,4.8084
1431,2.255
1432,0.6417
1433,0.6417
1434,0.6417
1435,0.6417
1436,0.6417
1437,0.6417
1438,0.4196
1439,0
1440,3.6251
1441,3.8502
1442,3.8502
1443,4.4919
1444,4.4919
1445,4.4919
1446,5.1336
1447,5.5334
1448,7.0587
1449,8.3868
1450,7.4415
1451,6.2281
1452,6.417
1453,7.0587
1454,7.0587
1455,7.0587
1456,7.3351
1457,6.8602
1458,7.0587
1459,6.7
1460,6.417
1461,6.417
1462,6.3215
1463,5.7753
1464,6.3326
1465,5.6217
1466,4.5641
1467,4.4919
1468,4.7015
1469,4.4885
1470,4.4919
1471,5.1336
1472,4.6131
1473,7.0587
1474,6.8428
1475,5.8619
1476,6.4168
1477,5.7851
1478,4.7332
1479,5.1336
1480,5.3322
1481,4.0181
1482,4.7339
1483,3.2432
1484,3.8251
1485,4.3302
1486,5.1336
1487,6.3453
1488,8.047
1489,8.3421
1490,9.1351
1491,8.5602
1492,8.7853
1493,9.6255
1494,9.5268
1495,10.3385
1496,10.8587
1497,11.6049
1498,12.1923
1499,12.5734
1500,12.8617
1501,12.537
1502,12.5819
1503,11.9438
1504,11.6798
1505,12.1102
1506,12.2138
1507,12.5938
1508,12.834
1509,12.834
1510,12.916
1511,12.7128
1512,11.1585
1513,10.9089
1514,11.3487
1515,11.7148
1516,10.9571
1517,10.4499
1518,10.2088
1519,9.0417
1520,7.6497
1521,6.4098
1522,5.1442
1523,7.0003
1524,7.9499
1525,7.642
1526,7.642
1527,7.9218
1528,10.7979
1529,11.1518
1530,10.5837
1531,11.4106
1532,12.5088
1533,9.992
1534,9.6255
1535,10.6954
1536,9.6582
1537,9.5671
1538,10.2088
1539,10.2518
1540,9.4344
1541,9.205
1542,10.999
1543,10.9921
1544,11.8553
1545,11.8789
1546,9.9656
1547,9.3781
1548,8.6751
1549,8.5351
1550,8.4267
1551,7.8395
1552,6.3586
1553,5.9118
1554,7.0849
1555,6.4254
1556,5.4877
1557,3.9039
1558,3.675
1559,4.3167
1560,6.1834
1561,6.8251
1562,6.8251
1563,7.9283
1564,9.7134
1565,12.5087
1566,12.9353
1567,19.362
1568,22.5773
1569,17.2903
1570,10.132
1571,12.8399
1572,16.3888
1573,14.8277
1574,13.1034
1575,8.84
1576,8.9254
1577,13.2683
1578,13.6754
1579,9.5626
1580,16.8254
1581,20.8832
1582,15.338
1583,15.3337
1584,13.3645
1585,6.9867
1586,7.0003
1587,6.8218
1588,7.3014
1589,5.9865
1590,6.0559
1591,5.2334
1592,6.9902
1593,6.3737
1594,8.2837
1595,15.6005
1596,15.5178
1597,15.222
1598,22.2886
1599,17.3934
1600,15.9399
1601,12.4606
1602,16.3365
1603,19.3703
1604,21.7845
1605,15.8855
1606,9.1663
1607,6.6189
1608,10.9918
1609,10.5782
1610,14.1284
1611,10.7921
1612,7.3519
1613,10.4669
1614,11.3877
1615,9.5604
1616,5.3502
1617,5.0168
1618,5.6564
1619,6.0617
1620,5.5591
1621,9.0364
1622,12.5125
1623,12.0084
1624,9.5083
1625,7.2246
1626,4.1901
1627,3.3295
1628,2.715
1629,7.3168
1630,7.3168
1631,10.3251
1632,8.7099
1633,7.3815
1634,5.715
1635,8.3468
1636,8.4362
1637,7.4733
1638,2.8806
1639,2.5668
1640,3.1668
1641,7.125
1642,16.3365
1643,20.857
1644,21.0467
1645,13.4444
1646,3.7817
1647,6.7335
1648,10.4283
1649,10.9002
1650,7.5951
1651,3.6629
1652,2.0566
1653,1.9251
1654,1.6849
1655,1.2834
1656,1.2834
1657,1.2834
1658,1.2834
1659,1.1675
1660,0.6417
1661,0.6417
1662,0.6417
1663,0.5632
1664,0
1665,0
1666,0
1667,0
1668,4.1667
1669,8.3334
1670,6.1833
1671,4.1667
1672,0.1199
1673,0
1674,4.1667
1675,4.8084
1676,5.4501
1677,3.3033
1678,1.2834
1679,1.2449
1680,1.1549
1681,0.6417
1682,0.6417
1683,0.6417
1684,0.6417
1685,4.8084
1686,4.1965
1687,2.9266
1688,0
1689,1.9251
1690,2.4934
1691,1.9251
1692,1.9251
1693,1.9251
1694,1.9251
1695,1.9251
1696,1.9251
1697,1.9251
1698,1.9251
1699,1.9251
1700,1.8647
1701,1.2834
1702,1.9251
1703,1.9251
1704,2.3313
1705,3.2085
1706,3.2085
1707,3.8502
1708,3.8502
1709,4.2868
1710,3.8502
1711,3.9298
1712,3.2085
1713,2.8334
1714,2.0726
1715,1.9247
1716,1.2834
1717,1.0813
1718,0.1579
1719,0
1720,0.6417
1721,1.2834
1722,1.2834
1723,1.9251
1724,1.9251
1725,2.5668
1726,3.2085
1727,3.8502
1728,12.834
1729,12.5306
1730,11.567
1731,12.5719
1732,12.834
1733,12.7466
1734,15.1466
1735,18.1621
1736,16.1884
1737,13.6755
1738,15.8435
1739,16.0237
1740,20.246
1741,20.1846
1742,15.787
1743,10.3582
1744,9.6255
1745,13.2191
1746,11.8831
1747,8.3421
1748,10.8387
1749,9.3549
1750,7.5616
1751,6.1286
1752,5.1336
1753,5.1336
1754,6.0732
1755,6.417
1756,6.4381
1757,11.0591
1758,9.868
1759,9.3118
1760,5.8752
1761,7.7004
1762,9.1353
1763,10.8702
1764,12.1604
1765,11.4102
1766,11.7072
1767,10.9921
1768,10.6573
1769,8.7666
1770,9.6255
1771,15.6582
1772,15.4603
1773,11.8798
1774,10.667
1775,12.6372
1776,14.0438
1777,18.6093
1778,17.717
1779,16.273
1780,13.9109
1781,12.834
1782,12.5547
1783,13.4757
1784,13.6781
1785,13.9457
1786,18.5125
1787,21.5443
1788,21.5637
1789,22.5709
1790,23.6193
1791,23.3755
1792,22.3177
1793,21.3473
1794,29.3249
1795,25.8874
1796,24.2856
1797,27.9081
1798,23.031
1799,20.3925
1800,23.3719
1801,16.6618
1802,13.1343
1803,10.9594
1804,18.8584
1805,10.4112
1806,17.2233
1807,13.567
1808,10.3504
1809,9.1468
1810,8.1624
1811,7.7226
1812,11.3085
1813,11.4874
1814,11.1572
1815,9.6549
1816,17.7777
1817,33.1457
1818,36.2503
1819,31.5786
1820,28.3505
1821,21.8348
1822,14.3755
1823,21.1921
1824,27.6552
1825,24.5172
1826,27.8339
1827,28.1537
1828,29.9782
1829,34.9647
1830,30.034
1831,25.7175
1832,27.9608
1833,34.4059
1834,47.4778
1835,49.3433
1836,54.5319
1837,56.3727
1838,34.3394
1839,29.7987
1840,31.274
1841,31.5881
1842,25.0818
1843,31.1494
1844,47.3045
1845,55.1635
1846,69.2842
1847,65.3297
1848,59.5089
1849,48.5429
1850,49.6668
1851,59.6666
1852,52.1761
1853,48.5179
1854,51.8289
1855,46.629
1856,54.8367
1857,52.0155
1858,46.7123
1859,52.9365
1860,46.3509
1861,45.9351
1862,50.8498
1863,35.9243
1864,29.6405
1865,33.8248
1866,48.5762
1867,48.5906
1868,44.1637
1869,45.968
1870,42.111
1871,45.5258
1872,45.1085
1873,45.2031
1874,37.0194
1875,45.4388
1876,49.0631
1877,39.3404
1878,46.8846
1879,40.4351
1880,37.6247
1881,48.2069
1882,51.2035
1883,36.4782
1884,39.8489
1885,40.6312
1886,51.7982
1887,55.8689
1888,60.1611
1889,69.7031
1890,59.987
1891,50.0373
1892,43.2835
1893,44.0525
1894,40.5844
1895,32.1719
1896,42.7839
1897,52.3146
1898,50.277
1899,56.7678
1900,56.1998
1901,51.0829
1902,44.861
1903,48.4532
1904,43.3169
1905,46.5024
1906,41.6101
1907,45.9351
1908,42.0749
1909,28.2824
1910,30.7169
1911,39.3804
1912,36.5712
1913,43.2503
1914,46.9933
1915,45.4882
1916,45.7325
1917,38.1701
1918,49.161
1919,49.0701
1920,50.1851
1921,41.0006
1922,54.9002
1923,59.6503
1924,61.3392
1925,58.2169
1926,54.1904
1927,54.4598
1928,56.5019
1929,60.35
1930,74.6843
1931,64.7499
1932,67.0151
1933,50.8243
1934,40.2949
1935,26.333
1936,27.3916
1937,25.3756
1938,25.6881
