BUKSIHA.PQMS.ID10.1MEASURE.P3,Load,,,,,,,,,,,0
2017/11/23 22:00:51,4124.039063,,,,,,,,,,,
2017/11/23 22:10:51,4146.713379,,,,,,,,,,,
2017/11/23 22:20:51,4136.209961,,,,,,,,,,,
2017/11/23 22:30:51,4178.35791,,,,,,,,,,,
2017/11/23 22:40:51,4223.333496,,,,,,,,,,,
2017/11/23 22:50:51,4182.601563,,,,,,,,,,,
2017/11/23 23:00:51,3524.712646,,,,,,,,,,,
2017/11/23 23:10:51,3339.996582,,,,,,,,,,,
2017/11/23 23:20:51,3262.342041,,,,,,,,,,,
2017/11/23 23:30:51,3215.423584,,,,,,,,,,,
2017/11/23 23:40:51,3132.627686,,,,,,,,,,,
2017/11/23 23:50:51,3216.937744,,,,,,,,,,,
2017/11/24 00:00:51,3990.544678,,,,,,,,,,,
2017/11/24 00:10:51,4277.928223,,,,,,,,,,,
2017/11/24 00:20:51,3774.033691,,,,,,,,,,,
2017/11/24 00:30:51,3947.328857,,,,,,,,,,,
2017/11/24 00:40:51,4253.163086,,,,,,,,,,,
2017/11/24 00:50:51,4317.489746,,,,,,,,,,,
2017/11/24 01:00:51,4150.565918,,,,,,,,,,,
2017/11/24 01:10:51,4064.62207,,,,,,,,,,,
2017/11/24 01:20:51,3989.976563,,,,,,,,,,,
2017/11/24 01:30:51,4085.477295,,,,,,,,,,,
2017/11/24 01:40:51,4132.757324,,,,,,,,,,,
2017/11/24 01:50:51,3721.381836,,,,,,,,,,,
2017/11/24 02:00:51,3856.286621,,,,,,,,,,,
2017/11/24 02:10:51,4255.589844,,,,,,,,,,,
2017/11/24 02:20:51,4290.651855,,,,,,,,,,,
2017/11/24 02:30:51,4065.116455,,,,,,,,,,,
2017/11/24 02:40:51,3981.137939,,,,,,,,,,,
2017/11/24 02:50:51,3593.55249,,,,,,,,,,,
2017/11/24 03:00:51,3367.288818,,,,,,,,,,,
2017/11/24 03:10:51,3084.744629,,,,,,,,,,,
2017/11/24 03:20:51,3106.70166,,,,,,,,,,,
2017/11/24 03:30:51,3071.763428,,,,,,,,,,,
2017/11/24 03:40:51,3261.020264,,,,,,,,,,,
2017/11/24 03:50:51,3776.263672,,,,,,,,,,,
2017/11/24 04:00:51,3964.4646,,,,,,,,,,,
2017/11/24 04:10:51,4093.776611,,,,,,,,,,,
2017/11/24 04:20:51,4188.710938,,,,,,,,,,,
2017/11/24 04:30:51,3823.025879,,,,,,,,,,,
2017/11/24 04:40:51,4176.507813,,,,,,,,,,,
2017/11/24 04:50:51,4287.625488,,,,,,,,,,,
2017/11/24 05:00:51,4045.993408,,,,,,,,,,,
2017/11/24 05:10:51,3951.21582,,,,,,,,,,,
2017/11/24 05:20:51,4139.500488,,,,,,,,,,,
2017/11/24 05:30:51,3464.680908,,,,,,,,,,,
2017/11/24 05:40:51,3671.083252,,,,,,,,,,,
2017/11/24 05:50:51,3437.270264,,,,,,,,,,,
2017/11/24 06:00:51,4151.549316,,,,,,,,,,,
2017/11/24 06:10:51,4187.131836,,,,,,,,,,,
2017/11/24 06:20:51,4350.043457,,,,,,,,,,,
2017/11/24 06:30:51,4268.253906,,,,,,,,,,,
2017/11/24 06:40:51,4599.182617,,,,,,,,,,,
2017/11/24 06:50:51,4574.473633,,,,,,,,,,,
2017/11/24 07:00:51,3747.330078,,,,,,,,,,,
2017/11/24 07:10:51,3629.786133,,,,,,,,,,,
2017/11/24 07:20:51,3788.475586,,,,,,,,,,,
2017/11/24 07:30:51,4780.654297,,,,,,,,,,,
2017/11/24 07:40:51,5307.100098,,,,,,,,,,,
2017/11/24 07:50:51,5368.016113,,,,,,,,,,,
2017/11/24 08:00:51,5127.533691,,,,,,,,,,,
2017/11/24 08:10:51,4968.509766,,,,,,,,,,,
2017/11/24 08:20:51,5420.983887,,,,,,,,,,,
2017/11/24 08:30:51,5776.387695,,,,,,,,,,,
2017/11/24 08:40:51,5632.585938,,,,,,,,,,,
2017/11/24 08:50:51,5964.117188,,,,,,,,,,,
2017/11/24 09:00:51,6120.361328,,,,,,,,,,,
2017/11/24 09:10:51,5984.87793,,,,,,,,,,,
2017/11/24 09:20:51,6067.035156,,,,,,,,,,,
2017/11/24 09:30:51,5766.685547,,,,,,,,,,,
2017/11/24 09:40:51,5592.275879,,,,,,,,,,,
2017/11/24 09:50:51,6699.692383,,,,,,,,,,,
2017/11/24 10:00:51,6463.632813,,,,,,,,,,,
2017/11/24 10:10:51,6285.767578,,,,,,,,,,,
2017/11/24 10:20:51,6218.566895,,,,,,,,,,,
2017/11/24 10:30:51,6118.097168,,,,,,,,,,,
2017/11/24 10:40:51,5846.794434,,,,,,,,,,,
2017/11/24 10:50:51,6109.996582,,,,,,,,,,,
2017/11/24 11:00:51,6052.086426,,,,,,,,,,,
2017/11/24 11:10:51,6073.148926,,,,,,,,,,,
2017/11/24 11:20:51,6299.857422,,,,,,,,,,,
2017/11/24 11:30:51,5509.566406,,,,,,,,,,,
2017/11/24 11:40:51,5314.04248,,,,,,,,,,,
2017/11/24 11:50:51,5437.188965,,,,,,,,,,,
2017/11/24 12:00:51,4759.703125,,,,,,,,,,,
2017/11/24 12:10:51,4720.887207,,,,,,,,,,,
2017/11/24 12:20:51,4542.947754,,,,,,,,,,,
2017/11/24 12:30:51,4852.716309,,,,,,,,,,,
2017/11/24 12:40:51,5362.311523,,,,,,,,,,,
2017/11/24 12:50:51,5430.310059,,,,,,,,,,,
2017/11/24 13:00:51,5413.4375,,,,,,,,,,,
2017/11/24 13:10:51,5801.867676,,,,,,,,,,,
2017/11/24 13:20:51,5723.208984,,,,,,,,,,,
2017/11/24 13:30:51,5876.50293,,,,,,,,,,,
2017/11/24 13:40:51,5685.752441,,,,,,,,,,,
2017/11/24 13:50:51,5871.382324,,,,,,,,,,,
2017/11/24 14:00:51,5943.381836,,,,,,,,,,,
2017/11/24 14:10:51,6190.422852,,,,,,,,,,,
2017/11/24 14:20:51,6061.90332,,,,,,,,,,,
2017/11/24 14:30:51,5604.801758,,,,,,,,,,,
2017/11/24 14:40:51,5440.495117,,,,,,,,,,,
2017/11/24 14:50:51,5916.738281,,,,,,,,,,,
2017/11/24 15:00:51,5639.291992,,,,,,,,,,,
2017/11/24 15:10:51,5957.377441,,,,,,,,,,,
2017/11/24 15:20:51,5915.019531,,,,,,,,,,,
2017/11/24 15:30:51,5755.137695,,,,,,,,,,,
2017/11/24 15:40:51,5755.970215,,,,,,,,,,,
2017/11/24 15:50:51,6044.966309,,,,,,,,,,,
2017/11/24 16:00:51,6229.953125,,,,,,,,,,,
2017/11/24 16:10:51,6009.912598,,,,,,,,,,,
2017/11/24 16:20:51,6274.736816,,,,,,,,,,,
2017/11/24 16:30:52,4960.086426,,,,,,,,,,,
2017/11/24 16:40:52,5125.424316,,,,,,,,,,,
2017/11/24 16:50:52,5037.80127,,,,,,,,,,,
2017/11/24 17:00:52,5406.272461,,,,,,,,,,,
2017/11/24 17:10:52,5234.609375,,,,,,,,,,,
2017/11/24 17:20:52,5495.441895,,,,,,,,,,,
2017/11/24 17:30:52,5215.982422,,,,,,,,,,,
2017/11/24 17:40:52,5339.274414,,,,,,,,,,,
2017/11/24 17:50:52,5158.063965,,,,,,,,,,,
2017/11/24 18:00:52,4919.069824,,,,,,,,,,,
2017/11/24 18:10:52,5252.403809,,,,,,,,,,,
2017/11/24 18:20:52,5473.44873,,,,,,,,,,,
2017/11/24 18:30:52,5213.186035,,,,,,,,,,,
2017/11/24 18:40:52,4916.137695,,,,,,,,,,,
2017/11/24 18:50:52,4953.871094,,,,,,,,,,,
2017/11/24 19:00:52,4857.424805,,,,,,,,,,,
2017/11/24 19:10:52,4897.653809,,,,,,,,,,,
2017/11/24 19:20:52,4397.614258,,,,,,,,,,,
2017/11/24 19:30:52,3922.537598,,,,,,,,,,,
2017/11/24 19:40:52,3815.566895,,,,,,,,,,,
2017/11/24 19:50:52,4058.849121,,,,,,,,,,,
2017/11/24 20:00:52,4042.68042,,,,,,,,,,,
2017/11/24 20:10:52,4716.418457,,,,,,,,,,,
2017/11/24 20:20:52,4874.302246,,,,,,,,,,,
2017/11/24 20:30:52,4628.833496,,,,,,,,,,,
2017/11/24 20:40:52,4429.589844,,,,,,,,,,,
2017/11/24 20:50:52,4863.796875,,,,,,,,,,,
2017/11/24 21:00:52,4660.966309,,,,,,,,,,,
2017/11/24 21:10:52,4815.24707,,,,,,,,,,,
2017/11/24 21:20:52,4836.438965,,,,,,,,,,,
2017/11/24 21:30:52,4734.097656,,,,,,,,,,,
2017/11/24 21:40:52,4821.415039,,,,,,,,,,,
2017/11/24 21:50:52,4480.804199,,,,,,,,,,,
2017/11/24 22:00:52,4083.006592,,,,,,,,,,,
2017/11/24 22:10:52,4059.987305,,,,,,,,,,,
2017/11/24 22:20:52,4364.851074,,,,,,,,,,,
2017/11/24 22:30:52,4437.108398,,,,,,,,,,,
2017/11/24 22:40:52,4267.958496,,,,,,,,,,,
2017/11/24 22:50:52,4213.419434,,,,,,,,,,,
2017/11/24 23:00:52,3549.782227,,,,,,,,,,,
2017/11/24 23:10:52,3643.696289,,,,,,,,,,,
2017/11/24 23:20:52,3283.516357,,,,,,,,,,,
2017/11/24 23:30:52,3218.053467,,,,,,,,,,,
2017/11/24 23:40:52,3169.591553,,,,,,,,,,,
2017/11/24 23:50:52,3140.397217,,,,,,,,,,,
2017/11/25 00:00:52,3707.258789,,,,,,,,,,,
2017/11/25 00:10:52,3720.221436,,,,,,,,,,,
2017/11/25 00:20:52,4030.337891,,,,,,,,,,,
2017/11/25 00:30:52,4047.690674,,,,,,,,,,,
2017/11/25 00:40:52,4006.80835,,,,,,,,,,,
2017/11/25 00:50:52,3864.526855,,,,,,,,,,,
2017/11/25 01:00:52,4085.94043,,,,,,,,,,,
2017/11/25 01:10:52,3825.650635,,,,,,,,,,,
2017/11/25 01:20:52,3593.214111,,,,,,,,,,,
2017/11/25 01:30:52,3691.38916,,,,,,,,,,,
2017/11/25 01:40:52,3968.466064,,,,,,,,,,,
2017/11/25 01:50:52,3457.460938,,,,,,,,,,,
2017/11/25 02:00:52,3928.329834,,,,,,,,,,,
2017/11/25 02:10:52,4235.193359,,,,,,,,,,,
2017/11/25 02:20:52,4090.448486,,,,,,,,,,,
2017/11/25 02:30:52,3691.055664,,,,,,,,,,,
2017/11/25 02:40:52,3932.794678,,,,,,,,,,,
2017/11/25 02:50:52,3699.367432,,,,,,,,,,,
2017/11/25 03:00:52,3153.852051,,,,,,,,,,,
2017/11/25 03:10:52,3060.307129,,,,,,,,,,,
2017/11/25 03:20:52,2863.670654,,,,,,,,,,,
2017/11/25 03:30:52,3034.763672,,,,,,,,,,,
2017/11/25 03:40:52,2876.72876,,,,,,,,,,,
2017/11/25 03:50:52,3263.75293,,,,,,,,,,,
2017/11/25 04:00:52,3855.517578,,,,,,,,,,,
2017/11/25 04:10:52,3747.934326,,,,,,,,,,,
2017/11/25 04:20:52,3780.613037,,,,,,,,,,,
2017/11/25 04:30:52,3837.035156,,,,,,,,,,,
2017/11/25 04:40:52,3904.921631,,,,,,,,,,,
2017/11/25 04:50:52,3534.01001,,,,,,,,,,,
2017/11/25 05:00:52,3624.602539,,,,,,,,,,,
2017/11/25 05:10:52,3691.358154,,,,,,,,,,,
2017/11/25 05:20:52,3678.289551,,,,,,,,,,,
2017/11/25 05:30:52,3045.538818,,,,,,,,,,,
2017/11/25 05:40:52,3204.497314,,,,,,,,,,,
2017/11/25 05:50:52,3296.197021,,,,,,,,,,,
2017/11/25 06:00:52,3331.763672,,,,,,,,,,,
2017/11/25 06:10:52,3153.809082,,,,,,,,,,,
2017/11/25 06:20:52,3100.236816,,,,,,,,,,,
2017/11/25 06:30:52,3145.008057,,,,,,,,,,,
2017/11/25 06:40:52,2990.742676,,,,,,,,,,,
2017/11/25 06:50:52,2891.324951,,,,,,,,,,,
2017/11/25 07:00:52,2480.421143,,,,,,,,,,,
2017/11/25 07:10:52,2526.623535,,,,,,,,,,,
2017/11/25 07:20:52,2420.713867,,,,,,,,,,,
2017/11/25 07:30:52,2364.685059,,,,,,,,,,,
2017/11/25 07:40:52,2654.695068,,,,,,,,,,,
2017/11/25 07:50:52,2447.678223,,,,,,,,,,,
2017/11/25 08:00:52,2459.876709,,,,,,,,,,,
2017/11/25 08:10:52,2564.636475,,,,,,,,,,,
2017/11/25 08:20:52,2318.74707,,,,,,,,,,,
2017/11/25 08:30:52,2283.728027,,,,,,,,,,,
2017/11/25 08:40:52,2212.176025,,,,,,,,,,,
2017/11/25 08:50:53,2534.458252,,,,,,,,,,,
2017/11/25 09:00:53,2384.227295,,,,,,,,,,,
2017/11/25 09:10:53,2255.723145,,,,,,,,,,,
2017/11/25 09:20:53,2172.029785,,,,,,,,,,,
2017/11/25 09:30:53,2324.849365,,,,,,,,,,,
2017/11/25 09:40:53,2264.19458,,,,,,,,,,,
2017/11/25 09:50:53,2196.197998,,,,,,,,,,,
2017/11/25 10:00:53,2276.301758,,,,,,,,,,,
2017/11/25 10:10:53,2249.883301,,,,,,,,,,,
2017/11/25 10:20:53,2381.175049,,,,,,,,,,,
2017/11/25 10:30:53,2028.196289,,,,,,,,,,,
2017/11/25 10:40:53,2138.448975,,,,,,,,,,,
2017/11/25 10:50:53,2382.822998,,,,,,,,,,,
2017/11/25 11:00:53,2192.716553,,,,,,,,,,,
2017/11/25 11:10:53,2247.460938,,,,,,,,,,,
2017/11/25 11:20:53,2252.125244,,,,,,,,,,,
2017/11/25 11:30:53,2288.020996,,,,,,,,,,,
2017/11/25 11:40:53,2233.68335,,,,,,,,,,,
2017/11/25 11:50:53,2132.063477,,,,,,,,,,,
2017/11/25 12:00:53,2237.846436,,,,,,,,,,,
2017/11/25 12:10:53,1986.250854,,,,,,,,,,,
2017/11/25 12:20:53,1766.254761,,,,,,,,,,,
2017/11/25 12:30:53,1857.362183,,,,,,,,,,,
2017/11/25 12:40:53,1792.170532,,,,,,,,,,,
2017/11/25 12:50:53,1965.893555,,,,,,,,,,,
2017/11/25 13:00:53,2076.31958,,,,,,,,,,,
2017/11/25 13:10:53,2099.974854,,,,,,,,,,,
2017/11/25 13:20:53,1946.801392,,,,,,,,,,,
2017/11/25 13:30:53,2129.183105,,,,,,,,,,,
2017/11/25 13:40:53,2148.141357,,,,,,,,,,,
2017/11/25 13:50:53,2146.407227,,,,,,,,,,,
2017/11/25 14:00:53,2128.765869,,,,,,,,,,,
2017/11/25 14:10:53,1990.42395,,,,,,,,,,,
2017/11/25 14:20:53,1924.684326,,,,,,,,,,,
2017/11/25 14:30:53,1853.536011,,,,,,,,,,,
2017/11/25 14:40:53,2003.130371,,,,,,,,,,,
2017/11/25 14:50:53,2111.54126,,,,,,,,,,,
2017/11/25 15:00:53,2136.478516,,,,,,,,,,,
2017/11/25 15:10:53,2119.176758,,,,,,,,,,,
2017/11/25 15:20:53,2162.825195,,,,,,,,,,,
2017/11/25 15:30:53,2214.857422,,,,,,,,,,,
2017/11/25 15:40:53,2189.708984,,,,,,,,,,,
2017/11/25 15:50:53,2188.610352,,,,,,,,,,,
2017/11/25 16:00:53,2060.980225,,,,,,,,,,,
2017/11/25 16:10:53,2112.926514,,,,,,,,,,,
2017/11/25 16:20:53,2021.516968,,,,,,,,,,,
2017/11/25 16:30:53,1942.005127,,,,,,,,,,,
2017/11/25 16:40:53,1709.590942,,,,,,,,,,,
2017/11/25 16:50:53,1653.308472,,,,,,,,,,,
2017/11/25 17:00:53,1612.44104,,,,,,,,,,,
2017/11/25 17:10:53,1571.745361,,,,,,,,,,,
2017/11/25 17:20:53,1550.989746,,,,,,,,,,,
2017/11/25 17:30:53,1492.664307,,,,,,,,,,,
2017/11/25 17:40:53,1431.652466,,,,,,,,,,,
2017/11/25 17:50:53,1535.47998,,,,,,,,,,,
2017/11/25 18:00:53,1359.367554,,,,,,,,,,,
2017/11/25 18:10:53,1420.278198,,,,,,,,,,,
2017/11/25 18:20:53,1550.65686,,,,,,,,,,,
2017/11/25 18:30:53,1531.494263,,,,,,,,,,,
2017/11/25 18:40:53,1356.239868,,,,,,,,,,,
2017/11/25 18:50:53,1395.476563,,,,,,,,,,,
2017/11/25 19:00:53,1487.004639,,,,,,,,,,,
2017/11/25 19:10:53,1469.747559,,,,,,,,,,,
2017/11/25 19:20:53,1511.166016,,,,,,,,,,,
2017/11/25 19:30:53,1511.438843,,,,,,,,,,,
2017/11/25 19:40:53,1627.900879,,,,,,,,,,,
2017/11/25 19:50:53,1594.799438,,,,,,,,,,,
2017/11/25 20:00:53,1818.620117,,,,,,,,,,,
2017/11/25 20:10:53,1891.059448,,,,,,,,,,,
2017/11/25 20:20:53,2110.658936,,,,,,,,,,,
2017/11/25 20:30:53,1926.768311,,,,,,,,,,,
2017/11/25 20:40:53,2091.678467,,,,,,,,,,,
2017/11/25 20:50:53,2216.541504,,,,,,,,,,,
2017/11/25 21:00:53,2212.164063,,,,,,,,,,,
2017/11/25 21:10:53,2324.377441,,,,,,,,,,,
2017/11/25 21:20:53,2133.814453,,,,,,,,,,,
2017/11/25 21:30:53,2177.893555,,,,,,,,,,,
2017/11/25 21:40:53,2132.755371,,,,,,,,,,,
2017/11/25 21:50:53,2268.750488,,,,,,,,,,,
2017/11/25 22:00:53,1984.408936,,,,,,,,,,,
2017/11/25 22:10:53,1786.922974,,,,,,,,,,,
2017/11/25 22:20:53,1959.246826,,,,,,,,,,,
2017/11/25 22:30:53,2083.464111,,,,,,,,,,,
2017/11/25 22:40:53,1951.125366,,,,,,,,,,,
2017/11/25 22:50:53,2059.491943,,,,,,,,,,,
2017/11/25 23:00:53,1614.023804,,,,,,,,,,,
2017/11/25 23:10:53,1551.748413,,,,,,,,,,,
2017/11/25 23:20:53,1728.116699,,,,,,,,,,,
2017/11/25 23:30:53,1492.430908,,,,,,,,,,,
2017/11/25 23:40:53,1510.354004,,,,,,,,,,,
2017/11/25 23:50:53,1524.546997,,,,,,,,,,,
2017/11/26 00:00:53,2077.584961,,,,,,,,,,,
2017/11/26 00:10:53,1989.105591,,,,,,,,,,,
2017/11/26 00:20:53,1819.423462,,,,,,,,,,,
2017/11/26 00:30:53,2041.790039,,,,,,,,,,,
2017/11/26 00:40:53,2070.843994,,,,,,,,,,,
2017/11/26 00:50:53,2037.474609,,,,,,,,,,,
2017/11/26 01:00:53,2021.187134,,,,,,,,,,,
2017/11/26 01:10:53,1975.225098,,,,,,,,,,,
2017/11/26 01:20:53,2195.651855,,,,,,,,,,,
2017/11/26 01:30:53,1924.172974,,,,,,,,,,,
2017/11/26 01:40:53,1940.168335,,,,,,,,,,,
2017/11/26 01:50:53,1724.371094,,,,,,,,,,,
2017/11/26 02:00:53,1983.82019,,,,,,,,,,,
2017/11/26 02:10:53,1990.793091,,,,,,,,,,,
2017/11/26 02:20:53,2066.337891,,,,,,,,,,,
2017/11/26 02:30:53,1917.270508,,,,,,,,,,,
2017/11/26 02:40:53,2145.724365,,,,,,,,,,,
2017/11/26 02:50:53,1798.980347,,,,,,,,,,,
2017/11/26 03:00:53,1604.644165,,,,,,,,,,,
2017/11/26 03:10:53,1481.507935,,,,,,,,,,,
2017/11/26 03:20:53,1509.054565,,,,,,,,,,,
2017/11/26 03:30:53,1517.138062,,,,,,,,,,,
2017/11/26 03:40:53,1604.475952,,,,,,,,,,,
2017/11/26 03:50:53,1666.989868,,,,,,,,,,,
2017/11/26 04:00:53,1852.900879,,,,,,,,,,,
2017/11/26 04:10:53,1894.949341,,,,,,,,,,,
2017/11/26 04:20:54,1874.276001,,,,,,,,,,,
2017/11/26 04:30:54,1889.349731,,,,,,,,,,,
2017/11/26 04:40:54,2107.862549,,,,,,,,,,,
2017/11/26 04:50:54,1822.087646,,,,,,,,,,,
2017/11/26 05:00:54,1828.051147,,,,,,,,,,,
2017/11/26 05:10:54,1918.482422,,,,,,,,,,,
2017/11/26 05:20:54,1901.139404,,,,,,,,,,,
2017/11/26 05:30:54,1513.383911,,,,,,,,,,,
2017/11/26 05:40:54,1757.469116,,,,,,,,,,,
2017/11/26 05:50:54,1596.531372,,,,,,,,,,,
2017/11/26 06:00:54,1888.724854,,,,,,,,,,,
2017/11/26 06:10:54,1897.927612,,,,,,,,,,,
2017/11/26 06:20:54,1893.18103,,,,,,,,,,,
2017/11/26 06:30:54,1762.811279,,,,,,,,,,,
2017/11/26 06:40:54,1745.487183,,,,,,,,,,,
2017/11/26 06:50:54,1751.915894,,,,,,,,,,,
2017/11/26 07:00:54,1497.822754,,,,,,,,,,,
2017/11/26 07:10:54,1398.145874,,,,,,,,,,,
2017/11/26 07:20:54,1416.862061,,,,,,,,,,,
2017/11/26 07:30:54,1647.648804,,,,,,,,,,,
2017/11/26 07:40:54,1943.634033,,,,,,,,,,,
2017/11/26 07:50:54,1883.827393,,,,,,,,,,,
2017/11/26 08:00:54,2066.246826,,,,,,,,,,,
2017/11/26 08:10:54,1951.068848,,,,,,,,,,,
2017/11/26 08:20:54,2053.337891,,,,,,,,,,,
2017/11/26 08:30:54,2010.250854,,,,,,,,,,,
2017/11/26 08:40:54,2121.090576,,,,,,,,,,,
2017/11/26 08:50:54,1995.012207,,,,,,,,,,,
2017/11/26 09:00:54,2034.726318,,,,,,,,,,,
2017/11/26 09:10:54,2132.358643,,,,,,,,,,,
2017/11/26 09:20:54,2096.754395,,,,,,,,,,,
2017/11/26 09:30:54,1854.523071,,,,,,,,,,,
2017/11/26 09:40:54,1916.223389,,,,,,,,,,,
2017/11/26 09:50:54,2002.737183,,,,,,,,,,,
2017/11/26 10:00:54,2011.127808,,,,,,,,,,,
2017/11/26 10:10:54,2000.033569,,,,,,,,,,,
2017/11/26 10:20:54,2026.450562,,,,,,,,,,,
2017/11/26 10:30:54,1988.345093,,,,,,,,,,,
2017/11/26 10:40:54,2105.869629,,,,,,,,,,,
2017/11/26 10:50:54,2025.538818,,,,,,,,,,,
2017/11/26 11:00:54,2000.90564,,,,,,,,,,,
2017/11/26 11:10:54,2027.90625,,,,,,,,,,,
2017/11/26 11:20:54,2081.879883,,,,,,,,,,,
2017/11/26 11:30:54,1472.712158,,,,,,,,,,,
2017/11/26 11:40:54,1491.330566,,,,,,,,,,,
2017/11/26 11:50:54,1638.255371,,,,,,,,,,,
2017/11/26 12:00:54,1376.696777,,,,,,,,,,,
2017/11/26 12:10:54,1395.790649,,,,,,,,,,,
2017/11/26 12:20:54,1367.56958,,,,,,,,,,,
2017/11/26 12:30:54,1932.495117,,,,,,,,,,,
2017/11/26 12:40:54,1898.914673,,,,,,,,,,,
2017/11/26 12:50:54,1936.992676,,,,,,,,,,,
2017/11/26 13:00:54,1777.100342,,,,,,,,,,,
2017/11/26 13:10:54,1712.02356,,,,,,,,,,,
2017/11/26 13:20:54,1569.506836,,,,,,,,,,,
2017/11/26 13:30:54,1575.130493,,,,,,,,,,,
2017/11/26 13:40:54,1616.10083,,,,,,,,,,,
2017/11/26 13:50:54,1962.151367,,,,,,,,,,,
2017/11/26 14:00:54,1902.783936,,,,,,,,,,,
2017/11/26 14:10:54,1883.032593,,,,,,,,,,,
2017/11/26 14:20:54,1898.537109,,,,,,,,,,,
2017/11/26 14:30:54,1820.070679,,,,,,,,,,,
2017/11/26 14:40:54,1883.432617,,,,,,,,,,,
2017/11/26 14:50:54,1989.695923,,,,,,,,,,,
2017/11/26 15:00:54,1992.590332,,,,,,,,,,,
2017/11/26 15:10:54,1893.842163,,,,,,,,,,,
2017/11/26 15:20:54,1859.147705,,,,,,,,,,,
2017/11/26 15:30:54,1888.40564,,,,,,,,,,,
2017/11/26 15:40:54,1892.458374,,,,,,,,,,,
2017/11/26 15:50:54,1908.436768,,,,,,,,,,,
2017/11/26 16:00:54,1957.584961,,,,,,,,,,,
2017/11/26 16:10:54,1895.122559,,,,,,,,,,,
2017/11/26 16:20:54,1962.230347,,,,,,,,,,,
2017/11/26 16:30:54,1474.54895,,,,,,,,,,,
2017/11/26 16:40:54,1136.897827,,,,,,,,,,,
2017/11/26 16:50:54,1165.058838,,,,,,,,,,,
2017/11/26 17:00:54,1137.192993,,,,,,,,,,,
2017/11/26 17:10:54,1196.876343,,,,,,,,,,,
2017/11/26 17:20:54,1174.453979,,,,,,,,,,,
2017/11/26 17:30:54,1090.789551,,,,,,,,,,,
2017/11/26 17:40:54,1082.004028,,,,,,,,,,,
2017/11/26 17:50:54,1159.550171,,,,,,,,,,,
2017/11/26 18:00:54,1042.542358,,,,,,,,,,,
2017/11/26 18:10:54,1094.991821,,,,,,,,,,,
2017/11/26 18:20:54,1055.993896,,,,,,,,,,,
2017/11/26 18:30:54,1083.251953,,,,,,,,,,,
2017/11/26 18:40:54,1078.25647,,,,,,,,,,,
2017/11/26 18:50:54,1049.877563,,,,,,,,,,,
2017/11/26 19:00:54,1003.365906,,,,,,,,,,,
2017/11/26 19:10:54,1025.123901,,,,,,,,,,,
2017/11/26 19:20:54,1092.761963,,,,,,,,,,,
2017/11/26 19:30:54,1078.93457,,,,,,,,,,,
2017/11/26 19:40:54,1423.247925,,,,,,,,,,,
2017/11/26 19:50:54,1376.130249,,,,,,,,,,,
2017/11/26 20:00:54,1407.652466,,,,,,,,,,,
2017/11/26 20:10:54,1399.785278,,,,,,,,,,,
2017/11/26 20:20:54,1388.199707,,,,,,,,,,,
2017/11/26 20:30:54,1327.206665,,,,,,,,,,,
2017/11/26 20:40:54,1354.080444,,,,,,,,,,,
2017/11/26 20:50:54,1295.864868,,,,,,,,,,,
2017/11/26 21:00:54,1335.807007,,,,,,,,,,,
2017/11/26 21:10:54,1408.647949,,,,,,,,,,,
2017/11/26 21:20:54,1231.709839,,,,,,,,,,,
2017/11/26 21:30:54,1322.688599,,,,,,,,,,,
2017/11/26 21:40:54,1345.387451,,,,,,,,,,,
